claim_id	entity	direction	context_keys	term_uid	source	term_id	term_name	module_id	module_missing	module_reason	gene_ids	gene_ids_suggest	gene_ids_snippet	gene_ids_n_total	gene_ids_n_in_claim	term_ids	gene_set_hash	context_score	context_evaluated	context_status	context_method	context_confidence	context_reason	select_context_score	select_context_evaluated	select_context_tokens_n	select_context_status_score	select_context_tiebreak	context_signature	context_swap_active	context_gate_mode	context_gate_hit	eligible_context	eligible	term_survival	keep_term	keep_reason	claim_json	preselect_tau_gate	context_score_proxy	select_context_mode	select_context_policy	select_notes	select_diag_n_total	select_diag_n_eligible	select_diag_n_ineligible	select_diag_n_picked	select_diag_blocked_by_module_cap	select_diag_relaxed	select_diag_relax_passes	select_diag_max_per_module	select_diag_ctx_hit_terms	claim_mode	llm_notes	context_notes	context_review_mode	context_ctx_id	context_proxy_method	context_score_proxy_norm	module_context_weight	context_tokens_n	context_score_proxy_u01	context_score_proxy_u01_norm	context_ctx_id_original	context_ctx_id_effective	context_swap_from	context_swap_to	gene_ids_excel	term_ids_excel	context_gate_applied_pre_audit
c_983474591601	HALLMARK_KRAS_SIGNALING_UP	up	condition,tissue,perturbation,comparison	fgsea_msigdb_H_entrez:HALLMARK_KRAS_SIGNALING_UP	fgsea_msigdb_H_entrez	HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP	Mc785aa3c4b60	False		3394,101,650,7476,9053,7102,10806,951,1438,3553	3394,101,650,7476,9053,7102,10806,951,1438,3553	3394,101,650,7476,9053,7102,10806,951,1438,3553	41	41	fgsea_msigdb_H_entrez:HALLMARK_KRAS_SIGNALING_UP	f7da98ff7077	0.40037534004007025	False	PASS	none	0.40037534004007025	PROXY_U01_OK		False	0	-1		13caeba4c58b	False	hard	False	True	True	1.0	True	ok	"{""claim_id"":""c_983474591601"",""entity"":""HALLMARK_KRAS_SIGNALING_UP"",""direction"":""up"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":false,""context_method"":""none"",""context_status"":null,""context_reason"":null,""context_notes"":null,""evidence_ref"":{""module_id"":""Mc785aa3c4b60"",""gene_ids"":[""3394"",""101"",""650"",""7476"",""9053"",""7102"",""10806"",""951"",""1438"",""3553"",""2556"",""3575"",""5649"",""330"",""1520"",""2324"",""2048"",""5936"",""4013"",""1794"",""3486"",""8808"",""4674"",""2791"",""8829"",""5329"",""5328"",""6868"",""5396"",""7852"",""1149"",""208"",""3080"",""3728"",""7185"",""4318"",""5284"",""1363"",""10320"",""7139"",""5121""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_KRAS_SIGNALING_UP""],""gene_set_hash"":""f7da98ff7077"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	False	0.0	off	default	ranked=50; eligible=50; ineligible=0; picked=50; max_per_module=1; blocked_by_module_cap=13; relaxed=True; relax_passes=7; ctx_mode=off; ctx_gate=hard; ctx_swap=False; ctx_sig=13caeba4c58b; ctx_hit_terms=0	50	50	0	50	13	True	7	1	0	deterministic		proxy_context_v2: u=0.400 p_fail=0.050 p_warn=0.200 key=['condition', 'tissue', 'perturbation', 'comparison'] ctx_sig=13caeba4c58b	proxy	LUSC|tumor|genotype|TP53_mut_vs_TP53_wt	module_weight	0.0	0.0	4	0.40037534004007025	0.40037534004007025	LUSC|tumor|genotype|TP53_mut_vs_TP53_wt	LUSC|tumor|genotype|TP53_mut_vs_TP53_wt			'3394;101;650;7476;9053;7102;10806;951;1438;3553	'fgsea_msigdb_H_entrez:HALLMARK_KRAS_SIGNALING_UP	False
c_945e375c06bf	HALLMARK_MYOGENESIS	up	condition,tissue,perturbation,comparison	fgsea_msigdb_H_entrez:HALLMARK_MYOGENESIS	fgsea_msigdb_H_entrez	HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS	M5ead73a52566	False		88,1146,4656,351,4625,8877,6261,6678,8557,1158	88,1146,4656,351,4625,8877,6261,6678,8557,1158	88,1146,4656,351,4625,8877,6261,6678,8557,1158	52	52	fgsea_msigdb_H_entrez:HALLMARK_MYOGENESIS	8a7961bb6073	0.02431124175699595	False	FAIL	none	0.02431124175699595	PROXY_U01_LOW_FAIL		False	0	-1		13caeba4c58b	False	hard	False	True	False	1.0	True	ok	"{""claim_id"":""c_945e375c06bf"",""entity"":""HALLMARK_MYOGENESIS"",""direction"":""up"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":false,""context_method"":""none"",""context_status"":null,""context_reason"":null,""context_notes"":null,""evidence_ref"":{""module_id"":""M5ead73a52566"",""gene_ids"":[""88"",""1146"",""4656"",""351"",""4625"",""8877"",""6261"",""6678"",""8557"",""1158"",""3479"",""4638"",""1728"",""6709"",""7135"",""3908"",""1012"",""6764"",""1974"",""3679"",""3486"",""2170"",""5348"",""2065"",""7125"",""115"",""786"",""8038"",""10014"",""8553"",""4208"",""1281"",""9463"",""2049"",""6445"",""4622"",""2548"",""58"",""11156"",""208"",""6840"",""2934"",""5740"",""6450"",""4619"",""5213"",""7136"",""5507"",""8048"",""7139"",""9659"",""2702""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_MYOGENESIS""],""gene_set_hash"":""8a7961bb6073"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	False	0.0	off	default	ranked=50; eligible=50; ineligible=0; picked=50; max_per_module=1; blocked_by_module_cap=13; relaxed=True; relax_passes=7; ctx_mode=off; ctx_gate=hard; ctx_swap=False; ctx_sig=13caeba4c58b; ctx_hit_terms=0	50	50	0	50	13	True	7	1	0	deterministic		proxy_context_v2: u=0.024 p_fail=0.050 p_warn=0.200 key=['condition', 'tissue', 'perturbation', 'comparison'] ctx_sig=13caeba4c58b	proxy	LUSC|tumor|genotype|TP53_mut_vs_TP53_wt	module_weight	0.0	0.0	4	0.02431124175699595	0.02431124175699595	LUSC|tumor|genotype|TP53_mut_vs_TP53_wt	LUSC|tumor|genotype|TP53_mut_vs_TP53_wt			'88;1146;4656;351;4625;8877;6261;6678;8557;1158	'fgsea_msigdb_H_entrez:HALLMARK_MYOGENESIS	True
c_3ad4e9b055e8	HALLMARK_ADIPOGENESIS	up	condition,tissue,perturbation,comparison	fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	fgsea_msigdb_H_entrez	HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS	M73196869f3e4	False		3419,3417,847,1349,35,1468,10124,33,7532,4056	3419,3417,847,1349,35,1468,10124,33,7532,4056	3419,3417,847,1349,35,1468,10124,33,7532,4056	27	27	fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	837bcc33d16a	0.15273270078016	False	ABSTAIN	none	0.15273270078016	PROXY_U01_LOW_ABSTAIN		False	0	-1		13caeba4c58b	False	hard	False	True	False	1.0	True	ok	"{""claim_id"":""c_3ad4e9b055e8"",""entity"":""HALLMARK_ADIPOGENESIS"",""direction"":""up"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":false,""context_method"":""none"",""context_status"":null,""context_reason"":null,""context_notes"":null,""evidence_ref"":{""module_id"":""M73196869f3e4"",""gene_ids"":[""3419"",""3417"",""847"",""1349"",""35"",""1468"",""10124"",""33"",""7532"",""4056"",""5495"",""284"",""10243"",""4638"",""5211"",""6776"",""3679"",""4698"",""3421"",""6453"",""1376"",""11176"",""2101"",""6647"",""10010"",""9936"",""3910""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS""],""gene_set_hash"":""837bcc33d16a"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	False	0.0	off	default	ranked=50; eligible=50; ineligible=0; picked=50; max_per_module=1; blocked_by_module_cap=13; relaxed=True; relax_passes=7; ctx_mode=off; ctx_gate=hard; ctx_swap=False; ctx_sig=13caeba4c58b; ctx_hit_terms=0	50	50	0	50	13	True	7	1	0	deterministic		proxy_context_v2: u=0.153 p_fail=0.050 p_warn=0.200 key=['condition', 'tissue', 'perturbation', 'comparison'] ctx_sig=13caeba4c58b	proxy	LUSC|tumor|genotype|TP53_mut_vs_TP53_wt	module_weight	0.0	0.0	4	0.15273270078016	0.15273270078016	LUSC|tumor|genotype|TP53_mut_vs_TP53_wt	LUSC|tumor|genotype|TP53_mut_vs_TP53_wt			'3419;3417;847;1349;35;1468;10124;33;7532;4056	'fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	True
c_9758b223e31b	HALLMARK_OXIDATIVE_PHOSPHORYLATION	down	condition,tissue,perturbation,comparison	fgsea_msigdb_H_entrez:HALLMARK_OXIDATIVE_PHOSPHORYLATION	fgsea_msigdb_H_entrez	HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	M5a842f826efc	False		11331,3052,2230,539,8604,4706,481,10989,293,4708	11331,3052,2230,539,8604,4706,481,10989,293,4708	11331,3052,2230,539,8604,4706,481,10989,293,4708	41	41	fgsea_msigdb_H_entrez:HALLMARK_OXIDATIVE_PHOSPHORYLATION	173584748a65	0.5356372711348674	False	PASS	none	0.5356372711348674	PROXY_U01_OK		False	0	-1		13caeba4c58b	False	hard	False	True	True	1.0	True	ok	"{""claim_id"":""c_9758b223e31b"",""entity"":""HALLMARK_OXIDATIVE_PHOSPHORYLATION"",""direction"":""down"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":false,""context_method"":""none"",""context_status"":null,""context_reason"":null,""context_notes"":null,""evidence_ref"":{""module_id"":""M5a842f826efc"",""gene_ids"":[""11331"",""3052"",""2230"",""539"",""8604"",""4706"",""481"",""10989"",""293"",""4708"",""593"",""1329"",""4967"",""4713"",""1352"",""516"",""10884"",""5162"",""8402"",""1327"",""7388"",""1738"",""528"",""3030"",""521"",""5250"",""4723"",""4700"",""5264"",""7381"",""8992"",""1891"",""2806"",""10935"",""6832"",""4695"",""8802"",""518"",""514"",""10440"",""506""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_OXIDATIVE_PHOSPHORYLATION""],""gene_set_hash"":""173584748a65"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	False	0.0	off	default	ranked=50; eligible=50; ineligible=0; picked=50; max_per_module=1; blocked_by_module_cap=13; relaxed=True; relax_passes=7; ctx_mode=off; ctx_gate=hard; ctx_swap=False; ctx_sig=13caeba4c58b; ctx_hit_terms=0	50	50	0	50	13	True	7	1	0	deterministic		proxy_context_v2: u=0.536 p_fail=0.050 p_warn=0.200 key=['condition', 'tissue', 'perturbation', 'comparison'] ctx_sig=13caeba4c58b	proxy	LUSC|tumor|genotype|TP53_mut_vs_TP53_wt	module_weight	0.0	0.0	4	0.5356372711348674	0.5356372711348674	LUSC|tumor|genotype|TP53_mut_vs_TP53_wt	LUSC|tumor|genotype|TP53_mut_vs_TP53_wt			'11331;3052;2230;539;8604;4706;481;10989;293;4708	'fgsea_msigdb_H_entrez:HALLMARK_OXIDATIVE_PHOSPHORYLATION	False
c_dc695d2c1c30	HALLMARK_HYPOXIA	down	condition,tissue,perturbation,comparison	fgsea_msigdb_H_entrez:HALLMARK_HYPOXIA	fgsea_msigdb_H_entrez	HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	M17ef41b199c3	False		8609,1942,4601,7436,2745,5163,133,6533,596,8459	8609,1942,4601,7436,2745,5163,133,6533,596,8459	8609,1942,4601,7436,2745,5163,133,6533,596,8459	36	36	fgsea_msigdb_H_entrez:HALLMARK_HYPOXIA	bac2641166b0	0.47057267037653117	False	PASS	none	0.47057267037653117	PROXY_U01_OK		False	0	-1		13caeba4c58b	False	hard	False	True	True	1.0	True	ok	"{""claim_id"":""c_dc695d2c1c30"",""entity"":""HALLMARK_HYPOXIA"",""direction"":""down"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":false,""context_method"":""none"",""context_status"":null,""context_reason"":null,""context_notes"":null,""evidence_ref"":{""module_id"":""M17ef41b199c3"",""gene_ids"":[""8609"",""1942"",""4601"",""7436"",""2745"",""5163"",""133"",""6533"",""596"",""8459"",""10370"",""1634"",""7511"",""2113"",""1907"",""2023"",""3340"",""7052"",""136"",""2651"",""5837"",""2542"",""3219"",""205"",""8614"",""901"",""3569"",""4502"",""2239"",""8839"",""3948"",""2584"",""5105"",""3309"",""5066"",""4627""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_HYPOXIA""],""gene_set_hash"":""bac2641166b0"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	False	0.0	off	default	ranked=50; eligible=50; ineligible=0; picked=50; max_per_module=1; blocked_by_module_cap=13; relaxed=True; relax_passes=7; ctx_mode=off; ctx_gate=hard; ctx_swap=False; ctx_sig=13caeba4c58b; ctx_hit_terms=0	50	50	0	50	13	True	7	1	0	deterministic		proxy_context_v2: u=0.471 p_fail=0.050 p_warn=0.200 key=['condition', 'tissue', 'perturbation', 'comparison'] ctx_sig=13caeba4c58b	proxy	LUSC|tumor|genotype|TP53_mut_vs_TP53_wt	module_weight	0.0	0.0	4	0.47057267037653117	0.47057267037653117	LUSC|tumor|genotype|TP53_mut_vs_TP53_wt	LUSC|tumor|genotype|TP53_mut_vs_TP53_wt			'8609;1942;4601;7436;2745;5163;133;6533;596;8459	'fgsea_msigdb_H_entrez:HALLMARK_HYPOXIA	False
c_b4f5967b6d41	HALLMARK_MYC_TARGETS_V1	down	condition,tissue,perturbation,comparison	fgsea_msigdb_H_entrez:HALLMARK_MYC_TARGETS_V1	fgsea_msigdb_H_entrez	HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	M185bfaab1d7a	False		11331,4706,2739,5425,11335,4953,5704,8761,7458,5714	11331,4706,2739,5425,11335,4953,5704,8761,7458,5714	11331,4706,2739,5425,11335,4953,5704,8761,7458,5714	75	75	fgsea_msigdb_H_entrez:HALLMARK_MYC_TARGETS_V1	15e739356fb0	0.5452047918440666	False	PASS	none	0.5452047918440666	PROXY_U01_OK		False	0	-1		13caeba4c58b	False	hard	False	True	True	1.0	True	ok	"{""claim_id"":""c_b4f5967b6d41"",""entity"":""HALLMARK_MYC_TARGETS_V1"",""direction"":""down"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":false,""context_method"":""none"",""context_status"":null,""context_reason"":null,""context_notes"":null,""evidence_ref"":{""module_id"":""M185bfaab1d7a"",""gene_ids"":[""11331"",""4706"",""2739"",""5425"",""11335"",""4953"",""5704"",""8761"",""7458"",""5714"",""7398"",""6723"",""7284"",""1982"",""6141"",""3326"",""3336"",""4173"",""8664"",""10574"",""1973"",""3329"",""3475"",""5709"",""4609"",""6637"",""6626"",""5245"",""10856"",""5250"",""5984"",""7027"",""7555"",""7307"",""8669"",""1176"",""3192"",""3183"",""5902"",""3066"",""6418"",""2806"",""10935"",""10728"",""6633"",""10291"",""6599"",""10576"",""2079"",""7514"",""7324"",""6204"",""6164"",""3251"",""10155"",""6426"",""5683"",""6741"",""6634"",""5707"",""11260"",""5685"",""6427"",""10236"",""7411"",""1965"",""6193"",""328"",""5111"",""790"",""5478"",""6128"",""3838"",""10971"",""3068""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_MYC_TARGETS_V1""],""gene_set_hash"":""15e739356fb0"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	False	0.0	off	default	ranked=50; eligible=50; ineligible=0; picked=50; max_per_module=1; blocked_by_module_cap=13; relaxed=True; relax_passes=7; ctx_mode=off; ctx_gate=hard; ctx_swap=False; ctx_sig=13caeba4c58b; ctx_hit_terms=0	50	50	0	50	13	True	7	1	0	deterministic		proxy_context_v2: u=0.545 p_fail=0.050 p_warn=0.200 key=['condition', 'tissue', 'perturbation', 'comparison'] ctx_sig=13caeba4c58b	proxy	LUSC|tumor|genotype|TP53_mut_vs_TP53_wt	module_weight	0.0	0.0	4	0.5452047918440666	0.5452047918440666	LUSC|tumor|genotype|TP53_mut_vs_TP53_wt	LUSC|tumor|genotype|TP53_mut_vs_TP53_wt			'11331;4706;2739;5425;11335;4953;5704;8761;7458;5714	'fgsea_msigdb_H_entrez:HALLMARK_MYC_TARGETS_V1	False
c_dadd85387c48	HALLMARK_INFLAMMATORY_RESPONSE	up	condition,tissue,perturbation,comparison	fgsea_msigdb_H_entrez:HALLMARK_INFLAMMATORY_RESPONSE	fgsea_msigdb_H_entrez	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	M8bbaf9d29d29	False		3576,2014,6717,6347,3606,7439,1604,5732,3593,3383	3576,2014,6717,6347,3606,7439,1604,5732,3593,3383	3576,2014,6717,6347,3606,7439,1604,5732,3593,3383	39	39	fgsea_msigdb_H_entrez:HALLMARK_INFLAMMATORY_RESPONSE	dbdd70965eef	0.7666562080740822	False	PASS	none	0.7666562080740822	PROXY_U01_OK		False	0	-1		13caeba4c58b	False	hard	False	True	True	0.984375	True	ok	"{""claim_id"":""c_dadd85387c48"",""entity"":""HALLMARK_INFLAMMATORY_RESPONSE"",""direction"":""up"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":false,""context_method"":""none"",""context_status"":null,""context_reason"":null,""context_notes"":null,""evidence_ref"":{""module_id"":""M8bbaf9d29d29"",""gene_ids"":[""3576"",""2014"",""6717"",""6347"",""3606"",""7439"",""1604"",""5732"",""3593"",""3383"",""623"",""8877"",""3601"",""3553"",""3454"",""3575"",""6870"",""4891"",""8809"",""10242"",""3604"",""5970"",""196"",""3586"",""2719"",""5739"",""6373"",""6401"",""3600"",""7855"",""6869"",""3091"",""7076"",""5329"",""10203"",""3759"",""2867"",""9153"",""2769""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_INFLAMMATORY_RESPONSE""],""gene_set_hash"":""dbdd70965eef"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	False	0.0	off	default	ranked=50; eligible=50; ineligible=0; picked=50; max_per_module=1; blocked_by_module_cap=13; relaxed=True; relax_passes=7; ctx_mode=off; ctx_gate=hard; ctx_swap=False; ctx_sig=13caeba4c58b; ctx_hit_terms=0	50	50	0	50	13	True	7	1	0	deterministic		proxy_context_v2: u=0.767 p_fail=0.050 p_warn=0.200 key=['condition', 'tissue', 'perturbation', 'comparison'] ctx_sig=13caeba4c58b	proxy	LUSC|tumor|genotype|TP53_mut_vs_TP53_wt	module_weight	0.0	0.0	4	0.7666562080740822	0.7666562080740822	LUSC|tumor|genotype|TP53_mut_vs_TP53_wt	LUSC|tumor|genotype|TP53_mut_vs_TP53_wt			'3576;2014;6717;6347;3606;7439;1604;5732;3593;3383	'fgsea_msigdb_H_entrez:HALLMARK_INFLAMMATORY_RESPONSE	False
c_c6738e360dfc	HALLMARK_E2F_TARGETS	up	condition,tissue,perturbation,comparison	fgsea_msigdb_H_entrez:HALLMARK_E2F_TARGETS	fgsea_msigdb_H_entrez	HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS	M7d89e530df08	False		10606,6839,3609,9212,580,4683,2547,4673,1434,701	10606,6839,3609,9212,580,4683,2547,4673,1434,701	10606,6839,3609,9212,580,4683,2547,4673,1434,701	34	34	fgsea_msigdb_H_entrez:HALLMARK_E2F_TARGETS	2662edba575e	0.41825042082101693	False	PASS	none	0.41825042082101693	PROXY_U01_OK		False	0	-1		13caeba4c58b	False	hard	False	True	True	0.984375	True	ok	"{""claim_id"":""c_c6738e360dfc"",""entity"":""HALLMARK_E2F_TARGETS"",""direction"":""up"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":false,""context_method"":""none"",""context_status"":null,""context_reason"":null,""context_notes"":null,""evidence_ref"":{""module_id"":""M7d89e530df08"",""gene_ids"":[""10606"",""6839"",""3609"",""9212"",""580"",""4683"",""2547"",""4673"",""1434"",""701"",""3149"",""10535"",""3925"",""9238"",""9183"",""1111"",""6118"",""4436"",""1029"",""10492"",""10111"",""9918"",""9833"",""4001"",""4292"",""5631"",""6119"",""11113"",""7112"",""1033"",""10549"",""9125"",""10460"",""3835""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_E2F_TARGETS""],""gene_set_hash"":""2662edba575e"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	False	0.0	off	default	ranked=50; eligible=50; ineligible=0; picked=50; max_per_module=1; blocked_by_module_cap=13; relaxed=True; relax_passes=7; ctx_mode=off; ctx_gate=hard; ctx_swap=False; ctx_sig=13caeba4c58b; ctx_hit_terms=0	50	50	0	50	13	True	7	1	0	deterministic		proxy_context_v2: u=0.418 p_fail=0.050 p_warn=0.200 key=['condition', 'tissue', 'perturbation', 'comparison'] ctx_sig=13caeba4c58b	proxy	LUSC|tumor|genotype|TP53_mut_vs_TP53_wt	module_weight	0.0	0.0	4	0.41825042082101693	0.41825042082101693	LUSC|tumor|genotype|TP53_mut_vs_TP53_wt	LUSC|tumor|genotype|TP53_mut_vs_TP53_wt			'10606;6839;3609;9212;580;4683;2547;4673;1434;701	'fgsea_msigdb_H_entrez:HALLMARK_E2F_TARGETS	False
c_e3f67f95cdc0	HALLMARK_APICAL_JUNCTION	up	condition,tissue,perturbation,comparison	fgsea_msigdb_H_entrez:HALLMARK_APICAL_JUNCTION	fgsea_msigdb_H_entrez	HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	M4d4b2fbc611c	False		88,7122,7408,3383,7087,1006,5310,9353,357,87	88,7122,7408,3383,7087,1006,5310,9353,357,87	88,7122,7408,3383,7087,1006,5310,9353,357,87	51	51	fgsea_msigdb_H_entrez:HALLMARK_APICAL_JUNCTION	ced52c53b855	0.15908800775618315	False	ABSTAIN	none	0.15908800775618315	PROXY_U01_LOW_ABSTAIN		False	0	-1		13caeba4c58b	False	hard	False	True	False	0.984375	True	ok	"{""claim_id"":""c_e3f67f95cdc0"",""entity"":""HALLMARK_APICAL_JUNCTION"",""direction"":""up"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":false,""context_method"":""none"",""context_status"":null,""context_reason"":null,""context_notes"":null,""evidence_ref"":{""module_id"":""M4d4b2fbc611c"",""gene_ids"":[""88"",""7122"",""7408"",""3383"",""7087"",""1006"",""5310"",""9353"",""357"",""87"",""1004"",""1265"",""5216"",""6850"",""1823"",""2318"",""2886"",""1024"",""5880"",""10458"",""9344"",""1002"",""5788"",""1272"",""60"",""7414"",""10000"",""5335"",""8976"",""9073"",""2533"",""1462"",""1364"",""58"",""7059"",""208"",""3881"",""3728"",""7185"",""3265"",""4318"",""5291"",""7070"",""6376"",""2770"",""10487"",""478"",""8910"",""71"",""7082"",""3914""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_APICAL_JUNCTION""],""gene_set_hash"":""ced52c53b855"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	False	0.0	off	default	ranked=50; eligible=50; ineligible=0; picked=50; max_per_module=1; blocked_by_module_cap=13; relaxed=True; relax_passes=7; ctx_mode=off; ctx_gate=hard; ctx_swap=False; ctx_sig=13caeba4c58b; ctx_hit_terms=0	50	50	0	50	13	True	7	1	0	deterministic		proxy_context_v2: u=0.159 p_fail=0.050 p_warn=0.200 key=['condition', 'tissue', 'perturbation', 'comparison'] ctx_sig=13caeba4c58b	proxy	LUSC|tumor|genotype|TP53_mut_vs_TP53_wt	module_weight	0.0	0.0	4	0.15908800775618315	0.15908800775618315	LUSC|tumor|genotype|TP53_mut_vs_TP53_wt	LUSC|tumor|genotype|TP53_mut_vs_TP53_wt			'88;7122;7408;3383;7087;1006;5310;9353;357;87	'fgsea_msigdb_H_entrez:HALLMARK_APICAL_JUNCTION	True
c_08d29f18803e	HALLMARK_IL2_STAT5_SIGNALING	up	condition,tissue,perturbation,comparison	fgsea_msigdb_H_entrez:HALLMARK_IL2_STAT5_SIGNALING	fgsea_msigdb_H_entrez	HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING	M4e767a25e422	False		3685,8320,3394,5583,5732,650,10124,177,462,3177	3685,8320,3394,5583,5732,650,10124,177,462,3177	3685,8320,3394,5583,5732,650,10124,177,462,3177	20	20	fgsea_msigdb_H_entrez:HALLMARK_IL2_STAT5_SIGNALING	935ee5c1b7a1	0.5793696262691936	False	PASS	none	0.5793696262691936	PROXY_U01_OK		False	0	-1		13caeba4c58b	False	hard	False	True	True	0.984375	True	ok	"{""claim_id"":""c_08d29f18803e"",""entity"":""HALLMARK_IL2_STAT5_SIGNALING"",""direction"":""up"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":false,""context_method"":""none"",""context_status"":null,""context_reason"":null,""context_notes"":null,""evidence_ref"":{""module_id"":""M4e767a25e422"",""gene_ids"":[""3685"",""8320"",""3394"",""5583"",""5732"",""650"",""10124"",""177"",""462"",""3177"",""333"",""388"",""8809"",""8835"",""3604"",""3662"",""5727"",""196"",""3586"",""4135""],""term_ids"":[""fgsea_msigdb_H_entrez:HALLMARK_IL2_STAT5_SIGNALING""],""gene_set_hash"":""935ee5c1b7a1"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	False	0.0	off	default	ranked=50; eligible=50; ineligible=0; picked=50; max_per_module=1; blocked_by_module_cap=13; relaxed=True; relax_passes=7; ctx_mode=off; ctx_gate=hard; ctx_swap=False; ctx_sig=13caeba4c58b; ctx_hit_terms=0	50	50	0	50	13	True	7	1	0	deterministic		proxy_context_v2: u=0.579 p_fail=0.050 p_warn=0.200 key=['condition', 'tissue', 'perturbation', 'comparison'] ctx_sig=13caeba4c58b	proxy	LUSC|tumor|genotype|TP53_mut_vs_TP53_wt	module_weight	0.0	0.0	4	0.5793696262691936	0.5793696262691936	LUSC|tumor|genotype|TP53_mut_vs_TP53_wt	LUSC|tumor|genotype|TP53_mut_vs_TP53_wt			'3685;8320;3394;5583;5732;650;10124;177;462;3177	'fgsea_msigdb_H_entrez:HALLMARK_IL2_STAT5_SIGNALING	False
