term_id	term_name	source	stat	qval	direction	evidence_genes	group_id	invalid_reason	is_summary	is_valid	pval	pval_provided	pval_source	qval_provided	qval_source	term_id_salvaged	term_name_salvaged
REACTOME_INFLAMMASOMES	REACTOME_INFLAMMASOMES	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.92150918579072	0.718372098797557	down	9447;10910;4210;3162;7295;5027;834;10628;596			False	True		False	missing	True	qval	False	False
REACTOME_FCGR_ACTIVATION	REACTOME_FCGR_ACTIVATION	fgsea_msigdb_C2_CP_REACTOME_entrez	1.83564639351126	0.756564785906158	up	7525;3503;2214;3501;3500			False	True		False	missing	True	qval	False	False
REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES	REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES	fgsea_msigdb_C2_CP_REACTOME_entrez	1.7387910105422	0.756564785906158	up	2959;5451;5435;5434;6882;6619;2962;6878;8178;6884;6618;6877;8812;5438;2960;5440;6617			False	True		False	missing	True	qval	False	False
REACTOME_HIV_TRANSCRIPTION_INITIATION	REACTOME_HIV_TRANSCRIPTION_INITIATION	fgsea_msigdb_C2_CP_REACTOME_entrez	1.65453508176821	0.756564785906158	up	2959;6874;5435;5434;6882;2962;6878;6879;6884;6881;902;6877;6875;5438;2960;5440;2968;2967			False	True		False	missing	True	qval	False	False
REACTOME_FORMATION_OF_THE_CANONICAL_BAF_CBAF_COMPLEX	REACTOME_FORMATION_OF_THE_CANONICAL_BAF_CBAF_COMPLEX	fgsea_msigdb_C2_CP_REACTOME_entrez	1.65126071953012	0.756564785906158	up	8289;6602;6598;6599;8110;6597			False	True		False	missing	True	qval	False	False
REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION	REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.64938827582841	0.756564785906158	down	2206;5291;3497;3538;6654;5295;7462;5290			False	True		False	missing	True	qval	False	False
REACTOME_FORMATION_OF_THE_URETERIC_BUD	REACTOME_FORMATION_OF_THE_URETERIC_BUD	fgsea_msigdb_C2_CP_REACTOME_entrez	1.6474093464285	0.756564785906158	up	6092;2303;3237;2668;5076;3227			False	True		False	missing	True	qval	False	False
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE	REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE	fgsea_msigdb_C2_CP_REACTOME_entrez	1.64601582111988	0.756564785906158	up	3420;3418;3421			False	True		False	missing	True	qval	False	False
REACTOME_G_PROTEIN_ACTIVATION	REACTOME_G_PROTEIN_ACTIVATION	fgsea_msigdb_C2_CP_REACTOME_entrez	1.61957179517196	0.756564785906158	up	10681;4988;2787;2785;2790;5443;2782;2788;2776;2769			False	True		False	missing	True	qval	False	False
REACTOME_METABOLISM_OF_PORPHYRINS	REACTOME_METABOLISM_OF_PORPHYRINS	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.60287263986397	0.756564785906158	down	9429;645;3162;1355;210;5498;1371;3163;1244;212			False	True		False	missing	True	qval	False	False
REACTOME_PARASITE_INFECTION	REACTOME_PARASITE_INFECTION	fgsea_msigdb_C2_CP_REACTOME_entrez	1.58716342354266	0.756564785906158	up	4650;7525;3503;2214;4651;8936;3501;3500;10458;10451;7454			False	True		False	missing	True	qval	False	False
REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING	REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING	fgsea_msigdb_C2_CP_REACTOME_entrez	1.57913564976088	0.756564785906158	up	10681;2787;2785;2790;1739;1741;2782;2788;2899			False	True		False	missing	True	qval	False	False
REACTOME_ATP_DEPENDENT_CHROMATIN_REMODELERS	REACTOME_ATP_DEPENDENT_CHROMATIN_REMODELERS	fgsea_msigdb_C2_CP_REACTOME_entrez	1.57695947563439	0.756564785906158	up	8289;6602;6598;6599;8110;6604;6597			False	True		False	missing	True	qval	False	False
REACTOME_FORMATION_OF_NEURONAL_PROGENITOR_AND_NEURONAL_BAF_NPBAF_AND_NBAF	REACTOME_FORMATION_OF_NEURONAL_PROGENITOR_AND_NEURONAL_BAF_NPBAF_AND_NBAF	fgsea_msigdb_C2_CP_REACTOME_entrez	1.57695947563439	0.756564785906158	up	8289;6602;6598;6599;8110;6604;6597			False	True		False	missing	True	qval	False	False
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.5743726622871	0.756564785906158	down	9447;6300;10910;4210;3162;7311;7295;1432;5027;841;834;7316;837;10628;596;5608			False	True		False	missing	True	qval	False	False
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES	REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.57106186934121	0.756564785906158	down	481;490;492;6588;540;5205;483;488;480;6717			False	True		False	missing	True	qval	False	False
REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME	REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME	fgsea_msigdb_C2_CP_REACTOME_entrez	1.5600370584444	0.756564785906158	up	2959;6874;5435;5434;8732;6882;2962;6878;6879;8178;6884;6881;902;6917;6877;6875;8812;5438;2960;5440;2968;2967;6829;11198;9150;6921			False	True		False	missing	True	qval	False	False
REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR	REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR	fgsea_msigdb_C2_CP_REACTOME_entrez	1.55497747277462	0.756564785906158	up	10672;10681;2787;2785;2790			False	True		False	missing	True	qval	False	False
REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS	REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS	fgsea_msigdb_C2_CP_REACTOME_entrez	1.54515994796547	0.756564785906158	up	10672;10681;2787;2785;2790			False	True		False	missing	True	qval	False	False
REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS	REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.53594304284609	0.756564785906158	down	8788;3714;102;7311;5664;7316			False	True		False	missing	True	qval	False	False
REACTOME_KEAP1_NFE2L2_PATHWAY	REACTOME_KEAP1_NFE2L2_PATHWAY	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.53494779077324	0.756564785906158	down	7086;5686;5688;7353;5693;9429;3162;5714;7311;5718;5690;11047;7295;5682;5694;5154;672;6502;1950;10000;5707;6737;207;5685;5691;468;7316;2730;5563;5719;571;2033;374;4780;596;2729;5689			False	True		False	missing	True	qval	False	False
REACTOME_RHOF_GTPASE_CYCLE	REACTOME_RHOF_GTPASE_CYCLE	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.53122165221084	0.756564785906158	down	1730;10160;8773;4162;87;4001;1729;120;5295			False	True		False	missing	True	qval	False	False
REACTOME_NUCLEOTIDE_SALVAGE	REACTOME_NUCLEOTIDE_SALVAGE	fgsea_msigdb_C2_CP_REACTOME_entrez	1.52432938040402	0.756564785906158	up	3251;2766;272;100;270;7083;7378			False	True		False	missing	True	qval	False	False
