term_uid	gene_id	weight	gene_term_degree	term_gene_degree
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	10162	1.0	1	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	10243	1.0	1	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	112	1.0	1	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	1306	1.0	2	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	1337	1.0	1	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	1647	1.0	2	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	1717	1.0	3	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	1892	1.0	2	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	2053	1.0	1	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	2184	1.0	1	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	2632	1.0	3	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	2820	1.0	2	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	334	1.0	1	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	34	1.0	2	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	3459	1.0	1	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	348	1.0	1	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	3679	1.0	2	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	3952	1.0	1	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	3977	1.0	2	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	3991	1.0	1	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	4713	1.0	1	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	483	1.0	1	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	539	1.0	1	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	5468	1.0	3	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	5495	1.0	1	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	6453	1.0	2	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	6776	1.0	1	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	7086	1.0	1	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	7316	1.0	1	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	7384	1.0	1	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	8082	1.0	4	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	8322	1.0	1	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	8780	1.0	1	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	901	1.0	2	34
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	10006	1.0	1	58
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	10333	1.0	1	58
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	11222	1.0	1	58
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	1435	1.0	1	58
