claim_id	decision	module_id	term_uid	term_id	term_name	direction	direction_source	stability	context_fit	evidence_strength	score_source	_join	term_label	evidence_strength_filled	utility_score	rank_global	module_utility_sum	module_rank	rank_in_module
c_9138ae157df8	PASS	M10c94544e295	fgsea_msigdb_H_ensembl:HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	up	audit	1.0	0.8894894041962356	32.91784142939605	-log10(qval)	HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT: HALLMARK_G2M_CHECKPOINT	32.91784142939605	29.280071160459652	1	33.54125657173885	1	1
c_276bff6c74a2	PASS	Mba84b3e143b8	fgsea_msigdb_H_ensembl:HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	up	audit	1.0	0.8288107724063909	11.95947473503752	-log10(qval)	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION: HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	11.95947473503752	9.912141492721165	2	9.912141492721165	3	1
c_71ea86f16dad	PASS	Mde72f4c687b5	fgsea_msigdb_H_ensembl:HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	up	audit	1.0	0.7464786124802185	7.004576633975417	-log10(qval)	HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION: HALLMARK_APICAL_JUNCTION	7.004576633975417	5.228766646741329	3	5.228766646741329	6	1
c_8e844e5106a2	PASS	M9c70cf032c39	fgsea_msigdb_H_ensembl:HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE	up	audit	1.0	0.3739730820842777	12.345478753169814	-log10(qval)	HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE: HALLMARK_ESTROGEN_RESPONSE_LATE	12.345478753169814	4.616876739128881	4	6.994795400398394	4	1
c_cae0e751e647	PASS	M1f4f65ddbd4a	fgsea_msigdb_H_ensembl:HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	up	audit	1.0	0.6031912154386578	7.342650983900812	-log10(qval)	HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING: HALLMARK_MTORC1_SIGNALING	7.342650983900812	4.429022571520988	5	5.556743004119615	5	1
c_364d36e8d358	PASS	M5ad8c232ffd3	fgsea_msigdb_H_ensembl:HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	up	audit	1.0	0.5620792354939237	7.433531749459346	-log10(qval)	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE: HALLMARK_INFLAMMATORY_RESPONSE	7.433531749459346	4.178233842755918	6	10.112949522140383	2	1
c_5df91a39807a	PASS	Mbabc22af87c9	fgsea_msigdb_H_ensembl:HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS	up	audit	0.984375	0.7343093897483703	5.705742675774729	-log10(qval)	HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS: HALLMARK_SPERMATOGENESIS	5.705742675774729	4.124315103210791	7	4.124315103210791	7	1
c_450cdc5cd834	PASS	M5ad8c232ffd3	fgsea_msigdb_H_ensembl:HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	up	audit	1.0	0.7568255681660376	4.983464959110566	-log10(qval)	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB: HALLMARK_TNFA_SIGNALING_VIA_NFKB	4.983464959110566	3.7716136991143934	8	10.112949522140383	2	2
c_e2911daa664d	PASS	M4958bde29b6c	fgsea_msigdb_H_ensembl:HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP	up	audit	0.984375	0.7845442276891155	4.774705918053402	-log10(qval)	HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP: HALLMARK_UV_RESPONSE_UP	4.774705918053402	3.6874372174387013	9	3.6874372174387013	8	1
c_e71b46ad58e7	PASS	M109e585f24ff	fgsea_msigdb_H_ensembl:HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	down	audit	1.0	0.3868368072387746	9.154344064953877	-log10(qval)	HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION: HALLMARK_OXIDATIVE_PHOSPHORYLATION	9.154344064953877	3.5412372304519835	10	3.5412372304519835	9	1
c_b846c77d56ce	PASS	Mf7204a461589	fgsea_msigdb_H_ensembl:HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	up	audit	0.984375	0.5389795225853817	6.615423273093688	-log10(qval)	HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN: HALLMARK_UV_RESPONSE_DN	6.615423273093688	3.50986552622238	11	3.50986552622238	10	1
c_67a31e133375	PASS	Mc2675af46792	fgsea_msigdb_H_ensembl:HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	up	audit	0.921875	0.849420886723234	3.6013953222946933	-log10(qval)	HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2: HALLMARK_MYC_TARGETS_V2	3.6013953222946933	2.820108188721304	12	2.820108188721304	11	1
c_1a89903f7256	PASS	M88cf93333440	fgsea_msigdb_H_ensembl:HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE	up	audit	0.953125	0.8612048723177137	3.360386369181686	-log10(qval)	HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE: HALLMARK_APICAL_SURFACE	3.360386369181686	2.7583257492901136	13	2.7583257492901136	12	1
c_9e397d0e0e93	ABSTAIN	M10c94544e295	fgsea_msigdb_H_ensembl:HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS	up	audit	1.0	0.0739029684034848	34.913769559571854	-log10(qval)	HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS: HALLMARK_E2F_TARGETS	34.913769559571854	2.580231208607588	14	33.54125657173885	1	2
c_964317476f4f	PASS	M9c70cf032c39	fgsea_msigdb_H_ensembl:HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY	up	audit	0.984375	0.2935049538658856	8.230400782360901	-log10(qval)	HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY: HALLMARK_ESTROGEN_RESPONSE_EARLY	8.230400782360901	2.377918661269513	15	6.994795400398394	4	2
c_47ab4d8c7f5c	PASS	Mf56ed728631d	fgsea_msigdb_H_ensembl:HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN	up	audit	1.0	0.6305339114009896	3.6835916290818895	-log10(qval)	HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN: HALLMARK_KRAS_SIGNALING_DN	3.6835916290818895	2.322629437888947	16	2.322629437888947	13	1
c_2a6dc80cfaf8	PASS	M030d0bf0c176	fgsea_msigdb_H_ensembl:HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING	up	audit	1.0	0.3123244552218343	5.915641541384236	-log10(qval)	HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING: HALLMARK_IL2_STAT5_SIGNALING	5.915641541384236	1.8475995217004835	17	1.8475995217004835	15	1
