raw_index	term_id	term_name	source	stat	qval	direction	evidence_genes	pval	is_summary	group_id	term_id_salvaged	term_name_salvaged	evidence_genes_str	is_valid	invalid_reason	qval_source	qval_provided	pval_source	pval_provided	distill_seed	evidence_genes_was_list	n_evidence_genes	masked_genes_count	dropped_n	dropped_genes_str	dropped_genes_symbols_str	notes	term_row_id	term_uid	distill_semantics	distill_track_hash_drift	distill_gene_pool_n	distill_gene_pool_is_masked	distill_trust_input_survival	distill_min_genes_effective_per_term	term_survival_input	term_survival_computed	term_survival_n_ok	term_survival_n_total	term_survival_source	term_survival	term_gene_set_hash	term_survival_agg	term_hash_drift_rate	distill_loo_is_proxy	distill_n_perturb	distill_gene_dropout_p	distill_gene_jitter_p	distill_evidence_jaccard_min	distill_evidence_recall_min	distill_evidence_precision_min	distill_min_keep_frac	distill_min_evidence_genes_effective	distill_perturb_rescue	term_survival_mean_jaccard	term_survival_mean_recall	term_survival_mean_precision	gene_survival	keep_term	keep_reason	distill_pre_gate_mode	distill_pre_gate_tau	module_id	module_id_missing	module_survival	module_survival_n_ok	module_survival_n_total	module_survival_source
0	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	fgsea_msigdb_H_entrez	-1.32475885003477	0.714840714840715	down	['4353', '3087', '5524', '2242', '4155', '7001', '1728', '2879', '7295', '2730', '5214', '10587', '9124', '2539', '9588', '1032', '4046']		False		False	False	4353;3087;5524;2242;4155;7001;1728;2879;7295;2730;5214;10587;9124;2539;9588;1032;4046	True		qval	True	missing	False	42	True	17	0	0				0	fgsea_msigdb_H_entrez:HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	evidence_perturb	True	1042	True	False	1		1.0	64	64	computed	1.0	69b0b8728075	1.0	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8663194444444444	0.917279411764706	0.9395309946895425	1.0	True	ok	off		M582d76c74785	False	1.0	1	1	term_survival:min
1	HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	fgsea_msigdb_H_entrez	1.27828184428733	0.714840714840715	up	['3429', '3431', '3660', '3659', '7318', '3669', '6890', '11274', '9111', '3959', '834', '684', '3430', '9636', '10379', '3665', '567', '9034', '6737', '10410', '5721', '6402', '9246']		False		False	False	3429;3431;3660;3659;7318;3669;6890;11274;9111;3959;834;684;3430;9636;10379;3665;567;9034;6737;10410;5721;6402;9246	True		qval	True	missing	False	42	True	23	0	0				1	fgsea_msigdb_H_entrez:HALLMARK_INTERFERON_ALPHA_RESPONSE	evidence_perturb	True	1042	True	False	1		0.875	56	64	computed	0.875	fa98311aceba	0.875	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8561197916666666	0.8933423913043479	0.9533491468604813	0.875	True	ok	off		Mfbaf575cb80b	False	0.875	3	3	term_survival:min
2	HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS	fgsea_msigdb_H_entrez	-1.24528331979564	0.714840714840715	down	['2946', '10654', '2194', '7108', '5329', '3157', '2222', '1891', '4598', '4597', '2990', '9415', '928', '5359', '71', '3156', '10957']		False		False	False	2946;10654;2194;7108;5329;3157;2222;1891;4598;4597;2990;9415;928;5359;71;3156;10957	True		qval	True	missing	False	42	True	17	0	0				2	fgsea_msigdb_H_entrez:HALLMARK_CHOLESTEROL_HOMEOSTASIS	evidence_perturb	True	1042	True	False	1		0.875	56	64	computed	0.875	bad315c1ae2d	0.875	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8480902777777778	0.8979779411764706	0.9379161981298931	0.875	True	ok	off		Me6a395233f50	False	0.875	1	1	term_survival:min
3	HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	fgsea_msigdb_H_entrez	1.22981808768814	0.714840714840715	up	['9064', '5347', '7374', '7965', '10514', '5245', '1019', '9238', '8886', '6832', '6573', '3329', '10199', '6949']		False		False	False	9064;5347;7374;7965;10514;5245;1019;9238;8886;6832;6573;3329;10199;6949	True		qval	True	missing	False	42	True	14	0	0				3	fgsea_msigdb_H_entrez:HALLMARK_MYC_TARGETS_V2	evidence_perturb	True	1042	True	False	1		0.859375	55	64	computed	0.859375	aea3ce380dd1	0.859375	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.84375	0.9040178571428572	0.9263496919746921	0.859375	True	ok	off		M657af7328775	False	0.859375	1	1	term_survival:min
4	HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	fgsea_msigdb_H_entrez	-1.21842976951219	0.714840714840715	down	['1907', '2309', '8974', '680', '6478', '7422', '1027', '5066', '2203', '3725', '6513', '4015', '2548', '5236', '5329', '3036', '3569', '6095', '5292', '9957', '9215', '2023', '5260', '2353', '1356', '7128', '7167', '5209', '5155', '3486', '3073', '6533', '5507', '1028']		False		False	False	1907;2309;8974;680;6478;7422;1027;5066;2203;3725;6513;4015;2548;5236;5329;3036;3569;6095;5292;9957;9215;2023;5260;2353;1356;7128;7167;5209;5155;3486;3073;6533;5507;1028	True		qval	True	missing	False	42	True	34	0	0				4	fgsea_msigdb_H_entrez:HALLMARK_HYPOXIA	evidence_perturb	True	1042	True	False	1		0.953125	61	64	computed	0.953125	35d58b5aa652	0.953125	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8585069444444444	0.9090073529411765	0.9391022407879246	0.953125	True	ok	off		Mf28f3f3cfedf	False	0.953125	1	1	term_survival:min
5	HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	fgsea_msigdb_H_entrez	1.19994318012257	0.714840714840715	up	['613', '9411', '9055', '6709', '3799', '5347', '4296', '996', '6780', '3831', '6711', '274', '1778', '11190', '4926', '7277', '2017', '7840', '4853', '1894', '4763', '2934', '9732', '5829', '9133', '9564', '6453', '4983']		False		False	False	613;9411;9055;6709;3799;5347;4296;996;6780;3831;6711;274;1778;11190;4926;7277;2017;7840;4853;1894;4763;2934;9732;5829;9133;9564;6453;4983	True		qval	True	missing	False	42	True	28	0	0				5	fgsea_msigdb_H_entrez:HALLMARK_MITOTIC_SPINDLE	evidence_perturb	True	1042	True	False	1		0.921875	59	64	computed	0.921875	7aa3e30f2c7b	0.921875	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8642241379310345	0.8950892857142858	0.9614540939740058	0.921875	True	ok	off		Me5c7c75bd3f2	False	0.921875	1	1	term_survival:min
6	HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT	fgsea_msigdb_H_entrez	1.18636772425552	0.714840714840715	up	['5580', '2159', '3717', '3660', '11216', '3659', '6283', '2885', '1604', '1378', '4057', '760', '1514', '1191', '5550', '1380', '8851', '5531', '7941', '3937', '834', '2811', '3303', '462', '5641', '9732', '5216', '1519', '712', '1520', '1512', '308', '3003', '3665', '2147', '717', '5265', '2919', '978', '2152', '2820', '475', '1847', '3309', '4179']		False		False	False	5580;2159;3717;3660;11216;3659;6283;2885;1604;1378;4057;760;1514;1191;5550;1380;8851;5531;7941;3937;834;2811;3303;462;5641;9732;5216;1519;712;1520;1512;308;3003;3665;2147;717;5265;2919;978;2152;2820;475;1847;3309;4179	True		qval	True	missing	False	42	True	45	0	0				6	fgsea_msigdb_H_entrez:HALLMARK_COMPLEMENT	evidence_perturb	True	1042	True	False	1		0.984375	63	64	computed	0.984375	69eaef0ee110	0.984375	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8663563829787234	0.9048611111111111	0.9530763069109807	0.984375	True	ok	off		Mfe0c8065e9dd	False	0.984375	1	1	term_survival:min
7	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	fgsea_msigdb_H_entrez	-1.18340330968987	0.714840714840715	down	['5817', '2006', '7422', '3725', '4015', '333', '5329', '4907', '3569', '3678', '2200', '2201', '627', '5118', '2335', '4616', '4148', '3685', '1281', '649', '1311', '4256', '10085', '11010', '7128', '1296', '3486', '3624', '8325', '7424', '5270', '10516', '59', '7057', '388', '3398', '7980', '822', '3576', '10272', '6535', '2247', '7456', '5654', '1293', '4487', '7049', '1282', '3918', '6696']		False		False	False	5817;2006;7422;3725;4015;333;5329;4907;3569;3678;2200;2201;627;5118;2335;4616;4148;3685;1281;649;1311;4256;10085;11010;7128;1296;3486;3624;8325;7424;5270;10516;59;7057;388;3398;7980;822;3576;10272;6535;2247;7456;5654;1293;4487;7049;1282;3918;6696	True		qval	True	missing	False	42	True	50	0	0				7	fgsea_msigdb_H_entrez:HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	evidence_perturb	True	1042	True	False	1		0.984375	63	64	computed	0.984375	f0de61c04f45	0.984375	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.86328125	0.8978125	0.957240063941986	0.984375	True	ok	off		M4e8c8eecbba4	False	0.984375	1	1	term_survival:min
8	HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP	fgsea_msigdb_H_entrez	-1.17883174836372	0.714840714840715	down	['440', '682', '7009', '3134', '1267', '898', '528', '7062', '5437', '6697', '5979', '3569', '10482', '2326', '6236', '11232', '4885', '6539', '1030', '10439', '2353', '10018', '262', '409', '997', '3301', '4128', '1028', '4792', '211', '10950', '1515', '578']		False		False	False	440;682;7009;3134;1267;898;528;7062;5437;6697;5979;3569;10482;2326;6236;11232;4885;6539;1030;10439;2353;10018;262;409;997;3301;4128;1028;4792;211;10950;1515;578	True		qval	True	missing	False	42	True	33	0	0				8	fgsea_msigdb_H_entrez:HALLMARK_UV_RESPONSE_UP	evidence_perturb	True	1042	True	False	1		0.96875	62	64	computed	0.96875	25853c2aedfd	0.96875	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8531249999999999	0.9048295454545454	0.9370900023298216	0.96875	True	ok	off		Mf8000e4e01c5	False	0.96875	1	1	term_survival:min
9	HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	fgsea_msigdb_H_entrez	1.17798494549613	0.714840714840715	up	['34', '3420', '1337', '10935', '4702', '1340', '7381', '4724', '10989', '4190', '1431', '506', '50', '1352', '5160', '4708', '4976', '9167', '4720', '9550', '3421', '9617', '10312', '4695', '1351', '2108', '5264', '529', '5250', '10632', '5018', '6389', '2110', '537', '9551', '292', '1349', '4552', '4329']		False		False	False	34;3420;1337;10935;4702;1340;7381;4724;10989;4190;1431;506;50;1352;5160;4708;4976;9167;4720;9550;3421;9617;10312;4695;1351;2108;5264;529;5250;10632;5018;6389;2110;537;9551;292;1349;4552;4329	True		qval	True	missing	False	42	True	39	0	0				9	fgsea_msigdb_H_entrez:HALLMARK_OXIDATIVE_PHOSPHORYLATION	evidence_perturb	True	1042	True	False	1		0.953125	61	64	computed	0.953125	ab434fa042fd	0.953125	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.850609756097561	0.8942307692307692	0.945630569224682	0.953125	True	ok	off		Mc7c03ab3f0f7	False	0.953125	1	1	term_survival:min
