term_id	term_name	source	stat	qval	direction	evidence_genes	group_id	invalid_reason	is_summary	is_valid	pval	pval_provided	pval_source	qval_provided	qval_source	term_id_salvaged	term_name_salvaged
GOBP_EMBRYONIC_AXIS_SPECIFICATION	GOBP_EMBRYONIC_AXIS_SPECIFICATION	fgsea_msigdb_C5_GO_BP_entrez	1.98428498355599	0.508338940849497	up	5046;7476;10959;4091;6926;10409;9573;7474;5727;6911;3234;7855;4089;7471			False	True		False	missing	True	qval	False	False
GOBP_POSITIVE_CHEMOTAXIS	GOBP_POSITIVE_CHEMOTAXIS	fgsea_msigdb_C5_GO_BP_entrez	1.90164826068883	0.508338940849497	up	3576;5228;9048;6347;9037;351;8846;177;3791;4916;3146;284;11151;1012;7474;1673;7477;8829;2255;3082;1901;2277;6275			False	True		False	missing	True	qval	False	False
GOBP_EMBRYONIC_PATTERN_SPECIFICATION	GOBP_EMBRYONIC_PATTERN_SPECIFICATION	fgsea_msigdb_C5_GO_BP_entrez	1.87132373561245	0.508338940849497	up	5046;7476;10959;4091;6926;4213;10409;9573;7474;2066;5727;4838;6911;3234;8829;7855;4089;2255;6469;7471			False	True		False	missing	True	qval	False	False
GOBP_ORGANOPHOSPHATE_ESTER_TRANSPORT	GOBP_ORGANOPHOSPHATE_ESTER_TRANSPORT	fgsea_msigdb_C5_GO_BP_entrez	-1.76422567222599	0.508338940849497	down	10237;11046;4547;9854;8034;7518;293;8036;6573;950;337;7224;2542;5027;10057;345;10079;9218;336;9619;5205;9885;1378;225;6521;8399;3949			False	True		False	missing	True	qval	False	False
GOBP_REGULATION_OF_ENDOCYTOSIS	GOBP_REGULATION_OF_ENDOCYTOSIS	fgsea_msigdb_C5_GO_BP_entrez	1.55099036110635	0.508338940849497	up	3685;1815;11037;6347;7251;6366;163;9026;351;9098;8877;6622;3601;8862;6386;8547;5657;8527;4289;3146;284;1601;1265;6860;5071;3077;4638;6850;1445;9829;246;1012;7474;8650;5532;10347;1794;5906;2624;6453;2719;3565;5788;335;160;6401;3600;2220;6647;60;10399;5566;949;10859;408;6363;9863;9463;8976;10461			False	True		False	missing	True	qval	False	False
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION	GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION	fgsea_msigdb_C5_GO_BP_entrez	1.84467973639112	0.575850340136054	up	3606;3593;3601;2214;3133;7305;6776;3600			False	True		False	missing	True	qval	False	False
GOBP_INDUCTION_OF_POSITIVE_CHEMOTAXIS	GOBP_INDUCTION_OF_POSITIVE_CHEMOTAXIS	fgsea_msigdb_C5_GO_BP_entrez	1.82747818397986	0.575850340136054	up	3576;5228;9048;177			False	True		False	missing	True	qval	False	False
GOBP_CLATHRIN_DEPENDENT_ENDOCYTOSIS	GOBP_CLATHRIN_DEPENDENT_ENDOCYTOSIS	fgsea_msigdb_C5_GO_BP_entrez	1.81212659409965	0.575850340136054	up	11037;163;9026;8527;1601;9829;6614;8522;6453;160;1213;9863;8976			False	True		False	missing	True	qval	False	False
GOBP_CENTRAL_NERVOUS_SYSTEM_PROJECTION_NEURON_AXONOGENESIS	GOBP_CENTRAL_NERVOUS_SYSTEM_PROJECTION_NEURON_AXONOGENESIS	fgsea_msigdb_C5_GO_BP_entrez	1.79821562229982	0.575850340136054	up	5048;1141;9353;2048;7101;2049;2043;4929			False	True		False	missing	True	qval	False	False
GOBP_NAD_METABOLIC_PROCESS	GOBP_NAD_METABOLIC_PROCESS	fgsea_msigdb_C5_GO_BP_entrez	-1.78942452958685	0.575850340136054	down	2805;8604;8402;952;2806;3620;2820			False	True		False	missing	True	qval	False	False
GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS	fgsea_msigdb_C5_GO_BP_entrez	1.78234000681909	0.575850340136054	up	7010;3397;9037;10298;3589;3383;3791;284;4780;3586;2624;3565;1003			False	True		False	missing	True	qval	False	False
GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_AXONOGENESIS	GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_AXONOGENESIS	fgsea_msigdb_C5_GO_BP_entrez	1.76796788766429	0.575850340136054	up	5048;1141;9353;2048;2909;7101;2049;2043;4929;9331;9334;1009			False	True		False	missing	True	qval	False	False
GOBP_POSITIVE_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS	GOBP_POSITIVE_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS	fgsea_msigdb_C5_GO_BP_entrez	1.7628761511369	0.575850340136054	up	6366;351;8862;8527;284;1601;3077;6850;3565;160;6401;408;6363;9863;9463;8976			False	True		False	missing	True	qval	False	False
GOBP_REGULATION_OF_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY	GOBP_REGULATION_OF_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY	fgsea_msigdb_C5_GO_BP_entrez	-1.76184743301261	0.575850340136054	down	11331;3065;3169;10498;10013;142;6502;3066;9420;367			False	True		False	missing	True	qval	False	False
GOBP_PROTEIN_LOCALIZATION_TO_CHROMATIN	GOBP_PROTEIN_LOCALIZATION_TO_CHROMATIN	fgsea_msigdb_C5_GO_BP_entrez	-1.75648854168425	0.575850340136054	down	5347;2146;7415;3009;4796;142;8364;8366;8360;10856;1025;8368			False	True		False	missing	True	qval	False	False
GOBP_EXECUTION_PHASE_OF_APOPTOSIS	GOBP_EXECUTION_PHASE_OF_APOPTOSIS	fgsea_msigdb_C5_GO_BP_entrez	-1.75420993675226	0.575850340136054	down	1776;207;7518;1677;668;2191;10904;7224;835;1777;3329;3569;662;843;8428;7159;2833;10595;2021;3297;842;8737;9941;317;3356;4882;7153;8567;7157;8772;7132;836;840;1676			False	True		False	missing	True	qval	False	False
GOBP_POSITIVE_REGULATION_OF_ACTIVATED_T_CELL_PROLIFERATION	GOBP_POSITIVE_REGULATION_OF_ACTIVATED_T_CELL_PROLIFERATION	fgsea_msigdb_C5_GO_BP_entrez	1.73194786015892	0.575850340136054	up	3606;11148;3593;177;3146;3479;6776;6188;2056			False	True		False	missing	True	qval	False	False
GOBP_MITOTIC_CELL_CYCLE_CHECKPOINT_SIGNALING	GOBP_MITOTIC_CELL_CYCLE_CHECKPOINT_SIGNALING	fgsea_msigdb_C5_GO_BP_entrez	1.73125107295	0.575850340136054	up	6419;9184;9212;580;4683;11130;3550;701;9183;1111;6118;4436;10459;8870;9344;10111;595;10403;2177;1112;7175;8899;4998;699;991;1017;5883;7517;9319;990			False	True		False	missing	True	qval	False	False
GOBP_ARACHIDONATE_SECRETION	GOBP_ARACHIDONATE_SECRETION	fgsea_msigdb_C5_GO_BP_entrez	1.72752913685479	0.575850340136054	up	1815;4923;553;6850			False	True		False	missing	True	qval	False	False
GOBP_DENTATE_GYRUS_DEVELOPMENT	GOBP_DENTATE_GYRUS_DEVELOPMENT	fgsea_msigdb_C5_GO_BP_entrez	1.71863587637246	0.575850340136054	up	5629;4009;6608;7101;1812;7846;7832;4760;4192;8087			False	True		False	missing	True	qval	False	False
GOBP_PROTEIN_AUTOPROCESSING	GOBP_PROTEIN_AUTOPROCESSING	fgsea_msigdb_C5_GO_BP_entrez	-1.71812914710058	0.575850340136054	down	1514;5653;142;824;5126;7113;2161			False	True		False	missing	True	qval	False	False
