sample	group
TCGA-ND-A4WA-01	TP53_wt
TCGA-NF-A5CP-01	TP53_mut
TCGA-N8-A4PP-01	TP53_mut
TCGA-N7-A4Y5-01	TP53_mut
TCGA-N6-A4VE-01	TP53_mut
TCGA-N6-A4VC-01	TP53_mut
TCGA-ND-A4WC-01	TP53_mut
TCGA-N8-A4PL-01	TP53_mut
TCGA-N6-A4VD-01	TP53_wt
TCGA-NA-A4R0-01	TP53_mut
TCGA-NA-A5I1-01	TP53_mut
TCGA-N6-A4VG-01	TP53_mut
TCGA-N9-A4PZ-01	TP53_mut
TCGA-ND-A4WF-01	TP53_wt
TCGA-N8-A4PQ-01	TP53_mut
TCGA-N8-A56S-01	TP53_mut
TCGA-NA-A4R1-01	TP53_mut
TCGA-NG-A4VW-01	TP53_wt
TCGA-N8-A4PM-01	TP53_mut
TCGA-N7-A4Y8-01	TP53_mut
TCGA-NA-A4QV-01	TP53_mut
TCGA-N5-A4RN-01	TP53_mut
TCGA-N8-A4PI-01	TP53_mut
TCGA-N9-A4Q1-01	TP53_mut
TCGA-N5-A4RD-01	TP53_mut
TCGA-N5-A4RT-01	TP53_mut
TCGA-N7-A59B-01	TP53_mut
TCGA-N9-A4Q7-01	TP53_mut
TCGA-N5-A4RF-01	TP53_mut
TCGA-N8-A4PN-01	TP53_mut
TCGA-N9-A4Q8-01	TP53_mut
TCGA-N5-A4RO-01	TP53_mut
TCGA-ND-A4W6-01	TP53_mut
TCGA-QM-A5NM-01	TP53_mut
TCGA-N8-A4PO-01	TP53_mut
TCGA-N5-A4R8-01	TP53_mut
TCGA-N5-A4RS-01	TP53_mut
TCGA-N5-A59F-01	TP53_mut
TCGA-N7-A4Y0-01	TP53_wt
TCGA-N9-A4Q3-01	TP53_mut
TCGA-N5-A4RA-01	TP53_mut
TCGA-NG-A4VU-01	TP53_mut
TCGA-N5-A4RM-01	TP53_mut
TCGA-N5-A4RV-01	TP53_mut
TCGA-N5-A59E-01	TP53_mut
TCGA-NA-A4QY-01	TP53_mut
TCGA-N5-A4RJ-01	TP53_mut
TCGA-N9-A4Q4-01	TP53_mut
TCGA-NA-A4QW-01	TP53_mut
TCGA-NF-A4WX-01	TP53_mut
TCGA-NA-A4QX-01	TP53_mut
TCGA-N6-A4V9-01	TP53_mut
TCGA-NF-A4WU-01	TP53_mut
TCGA-NF-A4X2-01	TP53_mut
TCGA-QN-A5NN-01	TP53_mut
TCGA-N5-A4RU-01	TP53_mut
TCGA-N6-A4VF-01	TP53_mut
