sample	group
TCGA-XM-A8RI-01	TP53_wt
TCGA-XU-A92Z-01	TP53_wt
TCGA-XM-AAZ2-01	TP53_wt
TCGA-ZB-A96H-01	TP53_wt
TCGA-ZB-A96P-01	TP53_wt
TCGA-3Q-A9WF-01	TP53_wt
TCGA-ZB-A964-01	TP53_wt
TCGA-YT-A95H-01	TP53_wt
TCGA-ZB-A961-01	TP53_wt
TCGA-ZB-A96K-01	TP53_wt
TCGA-4V-A9QI-01	TP53_wt
TCGA-X7-A8DC-01	TP53_wt
TCGA-X7-A8DJ-01	TP53_wt
TCGA-5V-A9RR-01	TP53_wt
TCGA-XH-A853-01	TP53_wt
TCGA-XM-A8RC-01	TP53_wt
TCGA-XM-A8RG-01	TP53_wt
TCGA-XU-A92U-01	TP53_wt
TCGA-3G-AB0Q-01	TP53_wt
TCGA-4V-A9QJ-01	TP53_mut
TCGA-XM-AAZ3-01	TP53_wt
TCGA-ZB-A962-01	TP53_wt
TCGA-3S-A8YW-01	TP53_mut
TCGA-XU-A92O-01	TP53_wt
TCGA-XU-AAXZ-01	TP53_wt
TCGA-ZC-AAA7-01	TP53_wt
TCGA-4V-A9QW-01	TP53_wt
TCGA-5U-AB0E-01	TP53_wt
TCGA-XU-A92W-01	TP53_wt
TCGA-ZL-A9V6-01	TP53_wt
TCGA-ZB-A96E-01	TP53_wt
TCGA-ZB-A96G-01	TP53_wt
TCGA-5K-AAAP-01	TP53_wt
TCGA-X7-A8D8-01	TP53_wt
TCGA-ZB-A96A-01	TP53_wt
TCGA-4X-A9FA-01	TP53_wt
TCGA-YT-A95E-01	TP53_wt
TCGA-ZC-AAAH-01	TP53_wt
TCGA-3G-AB14-01	TP53_mut
TCGA-X7-A8M1-01	TP53_wt
TCGA-ZB-A96B-01	TP53_wt
TCGA-XU-A92Q-01	TP53_wt
TCGA-ZB-A96Q-01	TP53_wt
TCGA-3G-AB0O-01	TP53_wt
TCGA-X7-A8DG-01	TP53_wt
TCGA-ZB-A963-01	TP53_wt
TCGA-3G-AB0T-01	TP53_wt
TCGA-X7-A8M8-01	TP53_wt
TCGA-4X-A9FB-01	TP53_wt
TCGA-XM-A8RL-01	TP53_wt
TCGA-ZB-A96V-01	TP53_wt
TCGA-X7-A8M6-01	TP53_wt
TCGA-XU-A930-01	TP53_wt
TCGA-XU-AAXY-01	TP53_wt
TCGA-XM-AAZ1-01	TP53_wt
TCGA-X7-A8M4-01	TP53_wt
TCGA-X7-A8DF-01	TP53_wt
TCGA-4V-A9QM-01	TP53_wt
TCGA-ZB-A96F-01	TP53_wt
TCGA-ZC-AAAA-01	TP53_wt
TCGA-ZB-A96R-01	TP53_wt
TCGA-XU-A932-01	TP53_wt
TCGA-X7-A8M7-01	TP53_wt
TCGA-XU-A92X-01	TP53_wt
TCGA-XM-A8RF-01	TP53_wt
TCGA-XU-A92T-01	TP53_wt
TCGA-4V-A9QT-01	TP53_wt
TCGA-ZB-A966-01	TP53_mut
TCGA-4V-A9QX-01	TP53_wt
TCGA-ZB-A96C-01	TP53_wt
TCGA-3G-AB19-01	TP53_wt
TCGA-4V-A9QU-01	TP53_wt
TCGA-XU-A92R-01	TP53_wt
TCGA-ZB-A965-01	TP53_wt
TCGA-ZC-AAAF-01	TP53_wt
TCGA-ZT-A8OM-01	TP53_wt
TCGA-XU-A92V-01	TP53_wt
TCGA-ZB-A969-01	TP53_wt
TCGA-5U-AB0D-01	TP53_wt
TCGA-X7-A8DB-01	TP53_wt
TCGA-XM-A8R9-01	TP53_wt
TCGA-XU-A92Y-01	TP53_wt
TCGA-ZB-A96I-01	TP53_wt
TCGA-ZB-A96L-01	TP53_wt
TCGA-XM-A8RD-01	TP53_wt
TCGA-XM-A8RB-01	TP53_wt
TCGA-XM-A8R8-01	TP53_wt
TCGA-4V-A9QQ-01	TP53_wt
TCGA-X7-A8M5-01	TP53_wt
TCGA-XU-A936-01	TP53_wt
TCGA-X7-A8M3-01	TP53_wt
TCGA-XU-AAY0-01	TP53_wt
TCGA-X7-A8M0-01	TP53_wt
TCGA-XU-A931-01	TP53_wt
TCGA-YT-A95G-01	TP53_wt
TCGA-XM-A8RH-01	TP53_wt
TCGA-4V-A9QL-01	TP53_wt
TCGA-5U-AB0F-01	TP53_wt
TCGA-4X-A9F9-01	TP53_wt
TCGA-X7-A8DI-01	TP53_wt
TCGA-ZB-A96M-01	TP53_wt
TCGA-3S-AAYX-01	TP53_wt
TCGA-YT-A95F-01	TP53_wt
TCGA-X7-A8DD-01	TP53_wt
TCGA-XM-A8RE-01	TP53_wt
TCGA-ZB-A96O-01	TP53_wt
TCGA-4V-A9QS-01	TP53_wt
TCGA-5G-A9ZZ-01	TP53_wt
TCGA-XU-A933-01	TP53_wt
TCGA-ZB-A96D-01	TP53_wt
TCGA-4V-A9QR-01	TP53_wt
TCGA-XU-AAY1-01	TP53_wt
TCGA-4X-A9FC-01	TP53_wt
TCGA-YT-A95D-01	TP53_wt
TCGA-X7-A8D6-01	TP53_wt
TCGA-X7-A8D7-01	TP53_wt
TCGA-XU-AAXV-01	TP53_wt
TCGA-XU-AAXX-01	TP53_wt
TCGA-4X-A9FD-01	TP53_wt
TCGA-4V-A9QN-01	TP53_wt
TCGA-XU-AAXW-01	TP53_wt
TCGA-X7-A8DE-01	TP53_wt
TCGA-3T-AA9L-01	TP53_wt
TCGA-X7-A8D9-01	TP53_wt
