sample	group
TCGA-BC-A10S-01	TP53_wt
TCGA-BC-A112-01	TP53_wt
TCGA-ES-A2HS-01	TP53_wt
TCGA-FV-A2QQ-01	TP53_wt
TCGA-G3-A3CG-01	TP53_wt
TCGA-FV-A4ZP-01	TP53_mut
TCGA-HP-A5MZ-01	TP53_wt
TCGA-DD-A39V-01	TP53_wt
TCGA-DD-A4NG-01	TP53_wt
TCGA-MI-A75H-01	TP53_wt
TCGA-BC-A10T-01	TP53_wt
TCGA-BC-A10Y-01	TP53_wt
TCGA-DD-A1EG-01	TP53_wt
TCGA-EP-A3JL-01	TP53_wt
TCGA-G3-A7M5-01	TP53_wt
TCGA-DD-A3A8-01	TP53_wt
TCGA-DD-AACJ-01	TP53_wt
TCGA-FV-A2QR-01	TP53_wt
TCGA-FV-A3R2-01	TP53_mut
TCGA-RC-A6M6-01	TP53_mut
TCGA-CC-A8HT-01	TP53_mut
TCGA-ED-A627-01	TP53_wt
TCGA-NI-A8LF-01	TP53_mut
TCGA-XR-A8TF-01	TP53_wt
TCGA-BC-4073-01	TP53_wt
TCGA-DD-A11B-01	TP53_wt
TCGA-DD-A1EE-01	TP53_mut
TCGA-DD-AAEH-01	TP53_wt
TCGA-EP-A3RK-01	TP53_wt
TCGA-G3-A25X-01	TP53_wt
TCGA-ZS-A9CD-01	TP53_wt
TCGA-DD-A4NF-01	TP53_wt
TCGA-DD-AAC8-01	TP53_wt
TCGA-DD-AAE7-01	TP53_wt
TCGA-DD-AAEI-01	TP53_mut
TCGA-ZP-A9CZ-01	TP53_wt
TCGA-CC-5264-01	TP53_wt
TCGA-DD-A73A-01	TP53_wt
TCGA-G3-A3CI-01	TP53_wt
TCGA-NI-A4U2-01	TP53_wt
TCGA-2Y-A9H9-01	TP53_wt
TCGA-2Y-A9HA-01	TP53_mut
TCGA-5C-A9VH-01	TP53_wt
TCGA-DD-A1E9-01	TP53_wt
TCGA-DD-A3A0-01	TP53_wt
TCGA-DD-AACK-01	TP53_wt
TCGA-DD-AADG-01	TP53_wt
TCGA-EP-A26S-01	TP53_wt
TCGA-G3-A5SL-01	TP53_wt
TCGA-G3-A7M9-01	TP53_mut
TCGA-BC-A10U-01	TP53_mut
TCGA-BC-A5W4-01	TP53_mut
TCGA-BC-A69I-01	TP53_wt
TCGA-BD-A2L6-01	TP53_wt
TCGA-DD-A11C-01	TP53_wt
TCGA-DD-AACH-01	TP53_wt
TCGA-DD-AACI-01	TP53_wt
TCGA-DD-AAE9-01	TP53_wt
TCGA-DD-AAW2-01	TP53_wt
TCGA-DD-AAW3-01	TP53_wt
TCGA-RG-A7D4-01	TP53_mut
TCGA-2Y-A9GX-01	TP53_wt
TCGA-2Y-A9H4-01	TP53_mut
TCGA-CC-A9FW-01	TP53_wt
TCGA-DD-A116-01	TP53_wt
TCGA-DD-A1EA-01	TP53_wt
TCGA-DD-A1ED-01	TP53_wt
TCGA-DD-AACF-01	TP53_mut
TCGA-G3-A25V-01	TP53_mut
TCGA-GJ-A9DB-01	TP53_wt
TCGA-LG-A9QD-01	TP53_wt
TCGA-T1-A6J8-01	TP53_mut
