sample	group
TCGA-EB-A41A-01	TP53_mut
TCGA-FR-A726-01	TP53_wt
TCGA-BF-AAP1-01	TP53_wt
TCGA-WE-A8K4-01	TP53_wt
TCGA-BF-AAOX-01	TP53_wt
TCGA-EB-A430-01	TP53_wt
TCGA-EB-A4P0-01	TP53_wt
TCGA-XV-A9W2-01	TP53_wt
TCGA-BF-A1Q0-01	TP53_mut
TCGA-BF-A9VF-01	TP53_wt
TCGA-EB-A4IS-01	TP53_wt
TCGA-ER-A194-01	TP53_wt
TCGA-GN-A26C-01	TP53_mut
TCGA-ER-A42H-01	TP53_wt
TCGA-EB-A3XC-01	TP53_mut
TCGA-DA-A960-01	TP53_wt
TCGA-EB-A5SE-01	TP53_wt
TCGA-EB-A24D-01	TP53_wt
TCGA-EB-A6QY-01	TP53_wt
TCGA-FW-A5DX-01	TP53_wt
TCGA-GN-A269-01	TP53_wt
TCGA-EB-A44O-01	TP53_wt
TCGA-FR-A3R1-01	TP53_wt
TCGA-D9-A4Z5-01	TP53_wt
TCGA-GN-A8LN-01	TP53_wt
TCGA-YG-AA3N-01	TP53_wt
TCGA-EB-A85I-01	TP53_wt
TCGA-EB-A97M-01	TP53_wt
TCGA-BF-A5EO-01	TP53_wt
TCGA-BF-A3DM-01	TP53_wt
TCGA-BF-A5EQ-01	TP53_wt
TCGA-BF-A5ER-01	TP53_wt
TCGA-EB-A299-01	TP53_mut
TCGA-EB-A3XB-01	TP53_wt
TCGA-BF-AAP2-01	TP53_mut
TCGA-EB-A553-01	TP53_wt
TCGA-BF-AAP4-01	TP53_wt
TCGA-IH-A3EA-01	TP53_wt
TCGA-EB-A44N-01	TP53_wt
TCGA-BF-AAP8-01	TP53_wt
TCGA-EB-A3XF-01	TP53_wt
TCGA-ER-A2NB-01	TP53_wt
TCGA-BF-A1PX-01	TP53_wt
TCGA-EB-A24C-01	TP53_wt
TCGA-EB-A57M-01	TP53_wt
TCGA-EB-A5VU-01	TP53_wt
TCGA-BF-AAP6-01	TP53_wt
TCGA-D9-A3Z4-01	TP53_wt
TCGA-EB-A51B-01	TP53_wt
TCGA-ER-A2NF-01	TP53_wt
TCGA-ER-A19T-01	TP53_wt
TCGA-XV-A9W5-01	TP53_wt
TCGA-D9-A4Z2-01	TP53_wt
TCGA-EB-A42Z-01	TP53_wt
TCGA-EB-A1NK-01	TP53_wt
TCGA-GF-A2C7-01	TP53_wt
TCGA-D3-A5GT-01	TP53_wt
TCGA-FS-A1ZN-01	TP53_wt
TCGA-GF-A769-01	TP53_wt
TCGA-EB-A3HV-01	TP53_wt
TCGA-EB-A431-01	TP53_mut
TCGA-GN-A263-01	TP53_wt
TCGA-HR-A5NC-01	TP53_wt
TCGA-XV-A9VZ-01	TP53_wt
TCGA-EB-A3Y7-01	TP53_wt
TCGA-BF-A3DL-01	TP53_mut
TCGA-BF-A3DN-01	TP53_wt
TCGA-ER-A19K-01	TP53_wt
TCGA-EB-A551-01	TP53_wt
TCGA-EB-A5SF-01	TP53_wt
TCGA-EB-A3XE-01	TP53_wt
TCGA-BF-A5ES-01	TP53_wt
TCGA-BF-AAP7-01	TP53_wt
TCGA-EB-A41B-01	TP53_wt
TCGA-EB-A6QZ-01	TP53_wt
TCGA-XV-AAZY-01	TP53_wt
TCGA-BF-A5EP-01	TP53_wt
TCGA-EB-A550-01	TP53_wt
TCGA-BF-A1PV-01	TP53_wt
TCGA-BF-AAOU-01	TP53_wt
TCGA-D9-A4Z3-01	TP53_wt
TCGA-EB-A42Y-01	TP53_wt
TCGA-BF-A1PZ-01	TP53_wt
TCGA-EB-A82C-01	TP53_wt
TCGA-EB-A85J-01	TP53_wt
TCGA-EB-A4OY-01	TP53_wt
TCGA-EB-A5FP-01	TP53_mut
TCGA-ER-A196-01	TP53_wt
TCGA-XV-AAZW-01	TP53_wt
TCGA-GN-A4U5-01	TP53_wt
TCGA-EB-A44P-01	TP53_wt
TCGA-EB-A6R0-01	TP53_wt
TCGA-EB-A82B-01	TP53_wt
TCGA-EB-A3Y6-01	TP53_wt
TCGA-EB-A4XL-01	TP53_wt
TCGA-XV-AAZV-01	TP53_wt
TCGA-FR-A728-01	TP53_wt
TCGA-EB-A3XD-01	TP53_wt
TCGA-FR-A2OS-01	TP53_wt
TCGA-EB-A5UM-01	TP53_wt
TCGA-BF-A1PU-01	TP53_wt
TCGA-EB-A4IQ-01	TP53_wt
TCGA-EB-A4OZ-01	TP53_wt
TCGA-BF-A3DJ-01	TP53_wt
