sample	group
TCGA-FB-AAQ6-01	TP53_mut
TCGA-FZ-5924-01	TP53_mut
TCGA-2L-AAQL-01	TP53_mut
TCGA-FZ-5922-01	TP53_wt
TCGA-HZ-8005-01	TP53_mut
TCGA-HZ-A8P1-01	TP53_wt
TCGA-IB-A7M4-01	TP53_mut
TCGA-IB-7654-01	TP53_mut
TCGA-IB-7886-01	TP53_mut
TCGA-F2-A7TX-01	TP53_mut
TCGA-HZ-7289-01	TP53_wt
TCGA-HZ-A49I-01	TP53_mut
TCGA-HZ-A77P-01	TP53_mut
TCGA-IB-A5SP-01	TP53_mut
TCGA-2L-AAQA-01	TP53_mut
TCGA-F2-A8YN-01	TP53_mut
TCGA-HZ-A8P0-01	TP53_wt
TCGA-IB-AAUM-01	TP53_wt
TCGA-2J-AAB6-01	TP53_mut
TCGA-3A-A9J0-01	TP53_mut
TCGA-HZ-A4BH-01	TP53_mut
TCGA-OE-A75W-01	TP53_mut
TCGA-2J-AABV-01	TP53_wt
TCGA-FB-A5VM-01	TP53_mut
TCGA-2J-AABE-01	TP53_wt
TCGA-2J-AABF-01	TP53_mut
TCGA-HZ-8519-01	TP53_wt
TCGA-IB-7890-01	TP53_mut
TCGA-US-A77E-01	TP53_wt
TCGA-HV-A7OP-01	TP53_wt
TCGA-HZ-7918-01	TP53_wt
TCGA-HZ-A4BK-01	TP53_mut
TCGA-2J-AAB8-01	TP53_mut
TCGA-2J-AABK-01	TP53_mut
TCGA-3E-AAAZ-01	TP53_wt
TCGA-FB-AAPP-01	TP53_wt
TCGA-FB-AAPY-01	TP53_mut
TCGA-FZ-5923-01	TP53_wt
TCGA-HZ-7920-01	TP53_wt
TCGA-IB-A5SO-01	TP53_mut
TCGA-F2-6880-01	TP53_wt
TCGA-HV-A7OL-01	TP53_mut
TCGA-HZ-A9TJ-01	TP53_mut
TCGA-HZ-8001-01	TP53_mut
TCGA-FB-AAQ0-01	TP53_mut
TCGA-IB-AAUP-01	TP53_wt
TCGA-3A-A9I9-01	TP53_mut
TCGA-3A-A9IS-01	TP53_wt
TCGA-3E-AAAY-01	TP53_mut
TCGA-IB-AAUR-01	TP53_wt
TCGA-S4-A8RM-01	TP53_wt
TCGA-XN-A8T3-01	TP53_mut
TCGA-2L-AAQI-01	TP53_mut
TCGA-HZ-7925-01	TP53_mut
TCGA-2J-AAB1-01	TP53_wt
TCGA-3A-A9IJ-01	TP53_wt
TCGA-3A-A9IU-01	TP53_wt
TCGA-F2-A44H-01	TP53_wt
TCGA-FB-AAPQ-01	TP53_mut
TCGA-HZ-7923-01	TP53_wt
TCGA-IB-A6UG-01	TP53_mut
TCGA-IB-AAUT-01	TP53_wt
TCGA-F2-7276-01	TP53_wt
TCGA-IB-7893-01	TP53_mut
TCGA-US-A77G-01	TP53_wt
TCGA-IB-A6UF-01	TP53_mut
TCGA-2J-AABH-01	TP53_mut
TCGA-HZ-8002-01	TP53_wt
TCGA-US-A776-01	TP53_wt
TCGA-IB-7646-01	TP53_mut
TCGA-IB-8127-01	TP53_mut
TCGA-YB-A89D-01	TP53_wt
TCGA-Q3-A5QY-01	TP53_wt
TCGA-3A-A9I5-01	TP53_wt
TCGA-F2-6879-01	TP53_mut
TCGA-HZ-7926-01	TP53_mut
TCGA-IB-A7LX-01	TP53_wt
TCGA-2J-AABU-01	TP53_mut
TCGA-2L-AAQE-01	TP53_mut
TCGA-XD-AAUL-01	TP53_mut
TCGA-2J-AABA-01	TP53_wt
TCGA-3A-A9IO-01	TP53_wt
TCGA-F2-7273-01	TP53_wt
TCGA-FB-A4P6-01	TP53_wt
TCGA-FB-AAPZ-01	TP53_mut
TCGA-H8-A6C1-01	TP53_mut
TCGA-2L-AAQM-01	TP53_wt
TCGA-FZ-5920-01	TP53_mut
TCGA-HV-A5A3-01	TP53_mut
TCGA-HV-AA8V-01	TP53_mut
TCGA-IB-AAUQ-01	TP53_mut
TCGA-FB-AAQ1-01	TP53_mut
TCGA-IB-AAUV-01	TP53_wt
TCGA-2J-AAB4-01	TP53_mut
