raw_index	term_id	term_name	source	stat	qval	direction	evidence_genes	pval	is_summary	group_id	term_id_salvaged	term_name_salvaged	evidence_genes_str	is_valid	invalid_reason	qval_source	qval_provided	pval_source	pval_provided	distill_seed	evidence_genes_was_list	n_evidence_genes	masked_genes_count	term_row_id	term_uid	distill_semantics	distill_track_hash_drift	distill_gene_pool_n	distill_gene_pool_is_masked	distill_trust_input_survival	distill_min_genes_effective_per_term	term_survival_input	term_survival_computed	term_survival_n_ok	term_survival_n_total	term_survival_source	term_survival	term_gene_set_hash	term_survival_agg	term_hash_drift_rate	distill_loo_is_proxy	distill_n_perturb	distill_gene_dropout_p	distill_gene_jitter_p	distill_evidence_jaccard_min	distill_evidence_recall_min	distill_evidence_precision_min	distill_min_keep_frac	distill_min_evidence_genes_effective	distill_perturb_rescue	term_survival_mean_jaccard	term_survival_mean_recall	term_survival_mean_precision	gene_survival	keep_term	keep_reason	distill_pre_gate_mode	distill_pre_gate_tau	module_id	module_id_missing	module_survival	module_survival_n_ok	module_survival_n_total	module_survival_source
0	KEGG_MEDICUS_REFERENCE_TIGHT_JUNCTION_ACTIN_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_TIGHT_JUNCTION_ACTIN_SIGNALING_PATHWAY	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	-1.84822095247919	0.486745310924605	down	['10686', '7082', '5010', '1364', '7122', '9076', '10094', '10095', '71', '9075', '60', '10093', '9073']		False		False	False	10686;7082;5010;1364;7122;9076;10094;10095;71;9075;60;10093;9073	True		qval	True	missing	False	42	True	13	0	0	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez:KEGG_MEDICUS_REFERENCE_TIGHT_JUNCTION_ACTIN_SIGNALING_PATHWAY	evidence_perturb	True	496	True	False	1		0.859375	55	64	computed	0.859375	a41c3fec5137	0.859375	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8337053571428571	0.8978365384615385	0.9204836829836831	0.859375	True	ok	off		M37b39f5922c8	False	0.859375	18.0	18.0	term_survival:min
1	KEGG_MEDICUS_ENV_FACTOR_DCE_TO_DNA_ADDUCTS	KEGG_MEDICUS_ENV_FACTOR_DCE_TO_DNA_ADDUCTS	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	-1.76890804508036	0.486745310924605	down	['2953', '2944', '2946', '2941', '2952', '4259']		False		False	False	2953;2944;2946;2941;2952;4259	True		qval	True	missing	False	42	True	6	0	1	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez:KEGG_MEDICUS_ENV_FACTOR_DCE_TO_DNA_ADDUCTS	evidence_perturb	True	496	True	False	1		0.921875	59	64	computed	0.921875	d44d497c74fe	0.921875	0.4375	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.9088541666666666	0.9088541666666666	1.0	0.921875	True	ok	off		Maee0587818bf	False	0.921875	3.0	3.0	term_survival:min
2	KEGG_MEDICUS_REFERENCE_TRANSCRIPTION_COUPLED_NER	KEGG_MEDICUS_REFERENCE_TRANSCRIPTION_COUPLED_NER	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	1.76279503325913	0.486745310924605	up	['5440', '5437', '5434', '5435', '5436', '5432', '2967', '5431', '9978', '5430', '1022', '5439']		False		False	False	5440;5437;5434;5435;5436;5432;2967;5431;9978;5430;1022;5439	True		qval	True	missing	False	42	True	12	0	2	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez:KEGG_MEDICUS_REFERENCE_TRANSCRIPTION_COUPLED_NER	evidence_perturb	True	496	True	False	1		0.921875	59	64	computed	0.921875	16473852cf33	0.921875	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8401442307692307	0.91015625	0.9156286421911423	0.921875	True	ok	off		M08f2fd59d745	False	0.921875	2.0	2.0	term_survival:min
3	KEGG_MEDICUS_ENV_FACTOR_TCDD_TO_AHR_SIGNALING_PATHWAY	KEGG_MEDICUS_ENV_FACTOR_TCDD_TO_AHR_SIGNALING_PATHWAY	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	-1.68187429688514	0.486745310924605	down	['2953', '2944', '2946', '2941', '2952', '4259', '405', '1545', '2949']		False		False	False	2953;2944;2946;2941;2952;4259;405;1545;2949	True		qval	True	missing	False	42	True	9	0	3	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez:KEGG_MEDICUS_ENV_FACTOR_TCDD_TO_AHR_SIGNALING_PATHWAY	evidence_perturb	True	496	True	False	1		0.953125	61	64	computed	0.953125	54a94ec9618b	0.953125	0.671875	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.888888888888889	0.888888888888889	1.0	0.953125	True	ok	off		Maee0587818bf	False	0.921875	3.0	3.0	term_survival:min
4	KEGG_MEDICUS_REFERENCE_KEAP1_NRF2_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_KEAP1_NRF2_SIGNALING_PATHWAY	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	-1.62162964301832	0.905408653846154	down	['2953', '2944', '4780', '2946', '2941', '2952', '4259', '7296', '2949']		False		False	False	2953;2944;4780;2946;2941;2952;4259;7296;2949	True		qval	True	missing	False	42	True	9	0	4	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez:KEGG_MEDICUS_REFERENCE_KEAP1_NRF2_SIGNALING_PATHWAY	evidence_perturb	True	496	True	False	1		0.9375	60	64	computed	0.9375	9028a066425d	0.9375	0.609375	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8958333333333333	0.8958333333333333	1.0	0.9375	True	ok	off		Maee0587818bf	False	0.921875	3.0	3.0	term_survival:min
5	KEGG_MEDICUS_REFERENCE_EGF_EGFR_PLCG_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_EGF_EGFR_PLCG_ERK_SIGNALING_PATHWAY	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	-1.54840516904686	0.905408653846154	down	['673', '5578', '5582', '5579']		False		False	False	673;5578;5582;5579	True		qval	True	missing	False	42	True	4	0	5	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez:KEGG_MEDICUS_REFERENCE_EGF_EGFR_PLCG_ERK_SIGNALING_PATHWAY	evidence_perturb	True	496	True	False	1		0.953125	61	64	computed	0.953125	fc5679dabfb9	0.953125	0.234375	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.9296875	0.9296875	1.0	0.953125	True	ok	off		M68347b7d3966	False	0.796875	7.0	7.0	term_survival:min
6	KEGG_MEDICUS_REFERENCE_CXCL12_CXCR4_PKC_ERK_SIGNALING_PATHAWAY	KEGG_MEDICUS_REFERENCE_CXCL12_CXCR4_PKC_ERK_SIGNALING_PATHAWAY	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	-1.53358625727042	0.905408653846154	down	['673', '5578', '5582', '2776', '5579', '5330']		False		False	False	673;5578;5582;2776;5579;5330	True		qval	True	missing	False	42	True	6	0	6	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez:KEGG_MEDICUS_REFERENCE_CXCL12_CXCR4_PKC_ERK_SIGNALING_PATHAWAY	evidence_perturb	True	496	True	False	1		0.796875	51	64	computed	0.796875	3752c74f2748	0.796875	0.65625	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8489583333333334	0.8489583333333334	1.0	0.796875	True	ok	off		M68347b7d3966	False	0.796875	7.0	7.0	term_survival:min
7	KEGG_MEDICUS_REFERENCE_GLYCOLYSIS	KEGG_MEDICUS_REFERENCE_GLYCOLYSIS	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	-1.47421280427543	0.905408653846154	down	['669', '5214', '2027', '5224', '5230', '3948', '226', '5232', '5223']		False		False	False	669;5214;2027;5224;5230;3948;226;5232;5223	True		qval	True	missing	False	42	True	9	0	7	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez:KEGG_MEDICUS_REFERENCE_GLYCOLYSIS	evidence_perturb	True	496	True	False	1		0.9375	60	64	computed	0.9375	1a02e8e58cef	0.9375	0.71875	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8836805555555556	0.8836805555555556	1.0	0.9375	True	ok	off		M5ecc4511a081	False	0.9375	1.0	1.0	term_survival:min
8	KEGG_MEDICUS_REFERENCE_REGULATION_OF_GF_RTK_RAS_ERK_SIGNALING_UBIQUITINATION_OF_RTK_BY_CBL	KEGG_MEDICUS_REFERENCE_REGULATION_OF_GF_RTK_RAS_ERK_SIGNALING_UBIQUITINATION_OF_RTK_BY_CBL	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	-1.47413897351798	0.905408653846154	down	['5156', '3480', '2324', '4915', '2321', '3791', '4233', '2260', '2066', '3643', '2264', '5159']		False		False	False	5156;3480;2324;4915;2321;3791;4233;2260;2066;3643;2264;5159	True		qval	True	missing	False	42	True	12	0	8	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez:KEGG_MEDICUS_REFERENCE_REGULATION_OF_GF_RTK_RAS_ERK_SIGNALING_UBIQUITINATION_OF_RTK_BY_CBL	evidence_perturb	True	496	True	False	1		0.890625	57	64	computed	0.890625	7b3553bead21	0.890625	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8305288461538461	0.8997395833333334	0.9145784770784772	0.890625	True	ok	off		Mb39cf13662c4	False	0.8125	8.0	8.0	term_survival:min
9	KEGG_MEDICUS_REFERENCE_CCR_CXCR_GNB_G_PI3K_RAC_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_CCR_CXCR_GNB_G_PI3K_RAC_SIGNALING_PATHWAY	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	1.4494906567141	0.905408653846154	up	['6346', '2782', '3579', '10681', '3576', '1233']		False		False	False	6346;2782;3579;10681;3576;1233	True		qval	True	missing	False	42	True	6	0	9	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez:KEGG_MEDICUS_REFERENCE_CCR_CXCR_GNB_G_PI3K_RAC_SIGNALING_PATHWAY	evidence_perturb	True	496	True	False	1		0.953125	61	64	computed	0.953125	347c5f27f420	0.953125	0.359375	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.9296875	0.9296875	1.0	0.953125	True	ok	off		M4030cc2ec23b	False	0.78125	50.0	50.0	term_survival:min
