term_uid	gene_id	weight	gene_term_degree	term_gene_degree
fgsea_demo:HALLMARK_ADIPOGENESIS	1031	1.0	3	21
fgsea_demo:HALLMARK_ADIPOGENESIS	1376	1.0	2	21
fgsea_demo:HALLMARK_ADIPOGENESIS	1580	1.0	1	21
fgsea_demo:HALLMARK_ADIPOGENESIS	1666	1.0	2	21
fgsea_demo:HALLMARK_ADIPOGENESIS	1891	1.0	3	21
fgsea_demo:HALLMARK_ADIPOGENESIS	2109	1.0	1	21
fgsea_demo:HALLMARK_ADIPOGENESIS	2879	1.0	3	21
fgsea_demo:HALLMARK_ADIPOGENESIS	3033	1.0	3	21
fgsea_demo:HALLMARK_ADIPOGENESIS	3459	1.0	3	21
fgsea_demo:HALLMARK_ADIPOGENESIS	3952	1.0	1	21
fgsea_demo:HALLMARK_ADIPOGENESIS	3977	1.0	2	21
fgsea_demo:HALLMARK_ADIPOGENESIS	4056	1.0	2	21
fgsea_demo:HALLMARK_ADIPOGENESIS	4698	1.0	1	21
fgsea_demo:HALLMARK_ADIPOGENESIS	4706	1.0	1	21
fgsea_demo:HALLMARK_ADIPOGENESIS	5209	1.0	2	21
fgsea_demo:HALLMARK_ADIPOGENESIS	5236	1.0	2	21
fgsea_demo:HALLMARK_ADIPOGENESIS	6623	1.0	1	21
fgsea_demo:HALLMARK_ADIPOGENESIS	7086	1.0	1	21
fgsea_demo:HALLMARK_ADIPOGENESIS	7423	1.0	1	21
fgsea_demo:HALLMARK_ADIPOGENESIS	8780	1.0	2	21
fgsea_demo:HALLMARK_ADIPOGENESIS	8884	1.0	1	21
fgsea_demo:HALLMARK_ALLOGRAFT_REJECTION	11222	1.0	1	40
fgsea_demo:HALLMARK_ALLOGRAFT_REJECTION	1520	1.0	3	40
fgsea_demo:HALLMARK_ALLOGRAFT_REJECTION	2147	1.0	3	40
fgsea_demo:HALLMARK_ALLOGRAFT_REJECTION	2213	1.0	1	40
fgsea_demo:HALLMARK_ALLOGRAFT_REJECTION	2268	1.0	1	40
