term_id	term_name	source	stat	qval	direction	evidence_genes
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	fgsea_msigdb_H_entrez	-1.32475885003477	0.714840714840715	down	4353,3087,5524,2242,4155,7001,1728,2879,7295,2730,5214,10587,9124,2539,9588,1032,4046
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	fgsea_msigdb_H_entrez	1.27828184428733	0.714840714840715	up	3429,3431,3660,3659,7318,3669,6890,11274,9111,3959,834,684,3430,9636,10379,3665,567,9034,6737,10410,5721,6402,9246
HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS	fgsea_msigdb_H_entrez	-1.24528331979564	0.714840714840715	down	2946,10654,2194,7108,5329,3157,2222,1891,4598,4597,2990,9415,928,5359,71,3156,10957
HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	fgsea_msigdb_H_entrez	1.22981808768814	0.714840714840715	up	9064,5347,7374,7965,10514,5245,1019,9238,8886,6832,6573,3329,10199,6949
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	fgsea_msigdb_H_entrez	-1.21842976951219	0.714840714840715	down	1907,2309,8974,680,6478,7422,1027,5066,2203,3725,6513,4015,2548,5236,5329,3036,3569,6095,5292,9957,9215,2023,5260,2353,1356,7128,7167,5209,5155,3486,3073,6533,5507,1028
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	fgsea_msigdb_H_entrez	1.19994318012257	0.714840714840715	up	613,9411,9055,6709,3799,5347,4296,996,6780,3831,6711,274,1778,11190,4926,7277,2017,7840,4853,1894,4763,2934,9732,5829,9133,9564,6453,4983
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT	fgsea_msigdb_H_entrez	1.18636772425552	0.714840714840715	up	5580,2159,3717,3660,11216,3659,6283,2885,1604,1378,4057,760,1514,1191,5550,1380,8851,5531,7941,3937,834,2811,3303,462,5641,9732,5216,1519,712,1520,1512,308,3003,3665,2147,717,5265,2919,978,2152,2820,475,1847,3309,4179
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	fgsea_msigdb_H_entrez	-1.18340330968987	0.714840714840715	down	5817,2006,7422,3725,4015,333,5329,4907,3569,3678,2200,2201,627,5118,2335,4616,4148,3685,1281,649,1311,4256,10085,11010,7128,1296,3486,3624,8325,7424,5270,10516,59,7057,388,3398,7980,822,3576,10272,6535,2247,7456,5654,1293,4487,7049,1282,3918,6696
HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP	fgsea_msigdb_H_entrez	-1.17883174836372	0.714840714840715	down	440,682,7009,3134,1267,898,528,7062,5437,6697,5979,3569,10482,2326,6236,11232,4885,6539,1030,10439,2353,10018,262,409,997,3301,4128,1028,4792,211,10950,1515,578
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	fgsea_msigdb_H_entrez	1.17798494549613	0.714840714840715	up	34,3420,1337,10935,4702,1340,7381,4724,10989,4190,1431,506,50,1352,5160,4708,4976,9167,4720,9550,3421,9617,10312,4695,1351,2108,5264,529,5250,10632,5018,6389,2110,537,9551,292,1349,4552,4329
