term_id	term_name	source	stat	qval	direction	evidence_genes
KEGG_MEDICUS_REFERENCE_IL2_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_IL2_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	2.0387045043189	0.0783052521221265	up	3578,3581,3601,3575,6778,6776,3574,3565,3600,3566,3716,3718
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_SMO_TO_HEDGEHOG_SIGNALING_PATHWAY	KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_SMO_TO_HEDGEHOG_SIGNALING_PATHWAY	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	1.80429766799277	0.286476880576017	up	650,7479,7476,7484,7474,5727,6608,7477,7483,7471,7475
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY	KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	1.80429766799277	0.286476880576017	up	650,7479,7476,7484,7474,5727,6608,7477,7483,7471,7475
KEGG_MEDICUS_ENV_FACTOR_DCE_TO_DNA_ADDUCTS	KEGG_MEDICUS_ENV_FACTOR_DCE_TO_DNA_ADDUCTS	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	-1.74429179041521	0.456645822097351	down	2946,2947,4258,2948,2940,2938,4257,2939,2941,2952,2949
KEGG_MEDICUS_REFERENCE_CYTOKINE_JAK_STAT_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_CYTOKINE_JAK_STAT_SIGNALING_PATHWAY	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	1.56663320936546	0.687026393929197	up	3593,3601,3454,3575,6778,3597,2057,6776,3574,3565,3600,2056,3566,3567,3716,3718
KEGG_MEDICUS_ENV_FACTOR_TCDD_TO_AHR_SIGNALING_PATHWAY	KEGG_MEDICUS_ENV_FACTOR_TCDD_TO_AHR_SIGNALING_PATHWAY	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	-1.64178667533073	0.743803415164963	down	2946,2947,4258,2948,405,2940,2938,4257,2939,2941,1545,2952,2949
KEGG_MEDICUS_REFERENCE_CCR_CXCR_GNB_G_PI3K_RAC_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_CCR_CXCR_GNB_G_PI3K_RAC_SIGNALING_PATHWAY	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	1.61257808918889	0.809786746120364	up	3576,6347,6351,2793,3579,2792,2791
KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119_IN_GERMLINE_GENES	KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119_IN_GERMLINE_GENES	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	-1.54471759168865	0.851007217366425	down	3065,2146,11335,2145,11091,7314,7027,3066,6015,4149
KEGG_MEDICUS_PATHOGEN_HCMV_UL33_TO_GNB_G_RHO_SIGNALING_PATHWAY	KEGG_MEDICUS_PATHOGEN_HCMV_UL33_TO_GNB_G_RHO_SIGNALING_PATHWAY	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	1.52129135262753	0.851007217366425	up	468,2793,1388,2792,2791,1385,2790,10488
KEGG_MEDICUS_REFERENCE_BCR_PLCG_CALCINEURIN_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_BCR_PLCG_CALCINEURIN_SIGNALING_PATHWAY	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	1.48735113078608	0.911433756805808	up	4776,4775,6850,5532
KEGG_MEDICUS_REFERENCE_GENE_SILENCING_BY_METHYLATION_OF_H3K27_AND_UBIQUITINATION_OF_H2AK119	KEGG_MEDICUS_REFERENCE_GENE_SILENCING_BY_METHYLATION_OF_H3K27_AND_UBIQUITINATION_OF_H2AK119	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	-1.51900831137932	0.956057246522878	down	2146,648,8535,3021,2145,6923,7314,1487,6015,8358,6921
KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_MODULATION_WNT_INHIBITOR	KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_MODULATION_WNT_INHIBITOR	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	1.4192418191346	0.956057246522878	up	7479,7476,7484,7474,7477,6423,7483,2487,7471,7475
KEGG_MEDICUS_REFERENCE_CXCR_GNB_G_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_CXCR_GNB_G_ERK_SIGNALING_PATHWAY	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	1.39650714938726	0.956057246522878	up	3576,2793,3579,2792,2791,5604,2790,3265
KEGG_MEDICUS_REFERENCE_PDGF_PDGFR_PLCG_CAMK_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_PDGF_PDGFR_PLCG_CAMK_SIGNALING_PATHWAY	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	-1.39575969368892	0.956057246522878	down	818,817,815,5154,805
