term_id	term_name	source	stat	qval	direction	evidence_genes
REACTOME_HDACS_DEACETYLATE_HISTONES	REACTOME_HDACS_DEACETYLATE_HISTONES	fgsea_msigdb_C2_CP_REACTOME_entrez	-2.23902351430468	0.000113887245759576	down	8367,8343,5926,8339,8335,8338,6907,8341,8342,10362,1107,8352,8360,8368,8351,5928,8344,8353,8347,8361,8365,5931,8819,8350,8329,8358,8355
REACTOME_CHROMATIN_ORGANIZATION	REACTOME_CHROMATIN_ORGANIZATION	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.92123766608042	0.000565855275421779	down	8367,8343,5926,8339,8335,8520,6599,8338,6907,8341,8342,10362,1107,6595,8352,8360,8368,10499,8648,8110,8351,5928,6597,10933,10524,3276,9070,8344,8353,8347,1810,1387,6880,8361,8365,8464,6598,8850,5931,8819,6604,6601,8350,10629,8329,8358,8355,5977,8289
REACTOME_HATS_ACETYLATE_HISTONES	REACTOME_HATS_ACETYLATE_HISTONES	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.95867142060746	0.00173134056157539	down	8367,8343,8339,8335,8520,8338,8341,8342,8352,8360,8368,10499,8648,8351,10933,10524,8344,8353,8347,1810,1387,6880,8361,8365,8464,8850,5931,8350,10629,8329,8358,8355
REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION	REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.77342906955816	0.00173134056157539	down	8367,8343,8339,8335,6599,8338,6907,8341,8342,7581,1107,6595,8352,8360,8368,2074,10499,8648,8110,2932,2068,8351,9439,5928,6597,9862,9070,9443,8344,7270,8353,8347,6908,1810,1387,8361,8365,10179,6598,8850,5931,5441,2167,8819,6604,5435,6601,8350,8358,9013,8355,5977,2071,8289,5925,8467,10555,9442,2146,11335,3720
REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_PIWI_INTERACTING_RNAS_PIRNAS	REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_PIWI_INTERACTING_RNAS_PIRNAS	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.99490088943537	0.00194708361767535	down	8367,8343,8339,8335,6599,8338,8341,8342,1107,6595,8352,8360,8368,8110,8351,5928,6597,8344,8353,8347,8361,8365,6598,5931,6604,6601,8350,8358,8355,5977,8289
REACTOME_GENE_SILENCING_BY_RNA	REACTOME_GENE_SILENCING_BY_RNA	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.93968317188354	0.00221356960795909	down	6895,8367,8343,283,8339,8335,8338,8341,8342,8352,8360,8368,8351,3320,8344,8353,8347,8361,8365,5433,5441,8468,7257,10526,10762,5435,9688,8350,8358,8355
REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS	REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.93043179357647	0.00221356960795909	down	8367,8343,8339,8335,6599,8338,8341,8342,7581,1107,6595,8352,8360,8368,8110,8351,5928,6597,8344,8353,8347,8361,8365,10179,6598,5931,6604,6601,8350,8358,8355,5977,8289
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION	REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.93737499056623	0.00258555993018604	down	8367,8343,8339,8335,8338,8341,8342,1107,8352,8360,8368,2074,2068,8351,5928,8344,7270,8353,8347,6908,8361,8365,8850,5931,5441,5435,8350,8358,9013,8355,2071
REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION	REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.98903790811375	0.00418168785276353	down	8367,8343,8339,8335,8338,8341,8342,1107,8352,8360,8368,2074,8351,5928,8344,7270,8353,8347,8361,8365,5931,8350,8358,8355
REACTOME_HCMV_LATE_EVENTS	REACTOME_HCMV_LATE_EVENTS	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.97051429824879	0.00418168785276353	down	8367,8343,8339,8335,8338,8341,8342,8352,8360,8368,8351,8344,8353,8347,8361,8365,10762,9688,8350,1052,8329,8358,8355
REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION	REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.88365035629683	0.00418168785276353	down	8367,8343,8339,8335,8338,8341,8342,1107,8352,8360,8368,2074,2932,8351,5928,8344,7270,8353,8347,6908,8361,8365,8850,5931,5441,5435,8350,8358,9013,8355
REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3	REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.96087727235213	0.00591976184037631	down	8367,8343,8339,8335,8338,8341,8342,8352,8360,8368,10499,3817,8351,367,8344,8353,8347,8361,8365,8350,8358,8355
REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_KRAB_ZFP_PROTEINS	REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_KRAB_ZFP_PROTEINS	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.89901056680038	0.00764442037286109	down	8367,8343,8339,8335,8338,8341,8342,7581,1107,8352,8360,8368,8351,5928,8344,8353,8347,8361,8365,5931,8350,8358,8355
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.93811305538184	0.00840923173943285	down	8367,8343,8339,8335,8338,8341,8342,8360,8368,2491,5928,1060,8344,8347,8361,8365,5931
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.89606313565799	0.00904483094644442	down	8367,3981,8343,8339,8341,8342,9577,8360,8368,10524,9025,8344,8347,8361,8365,9656,5591,4361,8924,7334,7336,7520
REACTOME_HCMV_INFECTION	REACTOME_HCMV_INFECTION	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.77382465085978	0.0103997334677449	down	8367,8343,8339,8335,8338,6907,8341,8342,8352,8360,8368,8351,5928,8344,8353,8347,10376,8361,8365,5931,10762,9688,8350,1052,8329,8358,8355,7278,1956,5371,2146
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT	REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.8113487261842	0.0111145426722018	down	8367,8343,8339,8341,8342,9577,5982,8360,8368,10524,10971,9025,7156,8344,5983,8347,8361,8365,9656,5985,7486,4361,8924,6117,7334,7336,3364,7533,5932,6119,983
REACTOME_PRC2_METHYLATES_HISTONES_AND_DNA	REACTOME_PRC2_METHYLATES_HISTONES_AND_DNA	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.88162522982758	0.0111846617843746	down	8367,8343,8339,8335,8338,8341,8342,8352,8360,8368,8351,5928,8344,8353,8347,8361,8365,5931,8350,8358,8355
REACTOME_HCMV_EARLY_EVENTS	REACTOME_HCMV_EARLY_EVENTS	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.76958930618998	0.0111846617843746	down	8367,8343,8339,8335,8338,6907,8341,8342,8352,8360,8368,8351,5928,8344,8353,8347,10376,8361,8365,5931,10762,9688,8350,8329,8358,8355,7278,1956,5371,2146
REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION	REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.74562388475511	0.0111846617843746	down	8367,8343,8339,8335,8338,8341,8342,8204,8352,8360,8368,8312,10499,8648,8351,3320,2288,10524,3276,1655,8344,8353,8347,6908,1387,8361,8365,5433,8850,5441,2099,5435,3727,8350,2066,3326,8358,8355,9126
REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION	REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.79614394930927	0.0114261759957421	down	8367,8343,8339,8335,8338,8341,8342,8352,8360,8368,2068,8351,8344,7270,8353,8347,6908,8361,8365,5441,8819,5435,8350,8358,9013,8355,2071
REACTOME_SARS_COV_1_ACTIVATES_MODULATES_INNATE_IMMUNE_RESPONSES	REACTOME_SARS_COV_1_ACTIVATES_MODULATES_INNATE_IMMUNE_RESPONSES	fgsea_msigdb_C2_CP_REACTOME_entrez	2.00439550290536	0.0139014355183677	up	7187,7314,10465,5970,11123,5479,7706,7311,6233,9360,6441,861,3838
REACTOME_DNA_METHYLATION	REACTOME_DNA_METHYLATION	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.85670202578368	0.0139014355183677	down	8367,8343,8339,8335,8338,8341,8342,8352,8360,8368,8351,8344,8353,8347,8361,8365,8350,8358,8355
REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_THE_HUMAN_SILENCING_HUB_HUSH_COMPLEX	REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_THE_HUMAN_SILENCING_HUB_HUSH_COMPLEX	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.84942281789499	0.0139014355183677	down	8367,8343,8339,8335,8338,8341,8342,8352,8360,8368,8351,8344,8353,8347,8361,8365,10179,8350,8358,8355
REACTOME_SIRT1_NEGATIVELY_REGULATES_RRNA_EXPRESSION	REACTOME_SIRT1_NEGATIVELY_REGULATES_RRNA_EXPRESSION	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.8473177368992	0.0139014355183677	down	8367,8343,8339,8335,8338,8341,8342,8352,8360,8368,8351,8344,8353,8347,6908,8361,8365,8350,8358,9013,8355
REACTOME_CHROMATIN_MODIFICATIONS_DURING_THE_MATERNAL_TO_ZYGOTIC_TRANSITION_MZT	REACTOME_CHROMATIN_MODIFICATIONS_DURING_THE_MATERNAL_TO_ZYGOTIC_TRANSITION_MZT	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.82408886765171	0.0139014355183677	down	8367,8343,8339,8335,8338,8341,8342,8352,8360,8368,8351,8344,8353,8347,8361,8365,8350,8358,8355
REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION	REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.79331413237835	0.0139014355183677	down	8367,8343,8339,8335,8338,8341,8342,8352,8360,8368,2074,2932,8351,8344,8353,8347,6908,8361,8365,8850,5441,5435,8350,8358,9013,8355
