raw_index	term_id	term_name	source	stat	qval	direction	evidence_genes	pval	is_summary	group_id	term_id_salvaged	term_name_salvaged	evidence_genes_str	is_valid	invalid_reason	qval_source	qval_provided	pval_source	pval_provided	distill_seed	evidence_genes_was_list	n_evidence_genes	masked_genes_count	term_row_id	term_uid	distill_semantics	distill_track_hash_drift	distill_gene_pool_n	distill_gene_pool_is_masked	distill_trust_input_survival	distill_min_genes_effective_per_term	term_survival_input	term_survival_computed	term_survival_n_ok	term_survival_n_total	term_survival_source	term_survival	term_gene_set_hash	term_survival_agg	term_hash_drift_rate	distill_loo_is_proxy	distill_n_perturb	distill_gene_dropout_p	distill_gene_jitter_p	distill_evidence_jaccard_min	distill_evidence_recall_min	distill_evidence_precision_min	distill_min_keep_frac	distill_min_evidence_genes_effective	distill_perturb_rescue	term_survival_mean_jaccard	term_survival_mean_recall	term_survival_mean_precision	gene_survival	keep_term	keep_reason	distill_pre_gate_mode	distill_pre_gate_tau	module_id	module_id_missing	module_survival	module_survival_n_ok	module_survival_n_total	module_survival_source
0	HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE	fgsea_msigdb_H_entrez	-1.71995535818302	0.162734560614526	down	['5314', '9465', '4118', '8406', '1946', '2050', '3315', '2947', '5329', '351']		False		False	False	5314;9465;4118;8406;1946;2050;3315;2947;5329;351	True		qval	True	missing	False	42	True	10	0	0	fgsea_msigdb_H_entrez:HALLMARK_APICAL_SURFACE	evidence_perturb	True	1037	True	False	1		0.875	56	64	computed	0.875	4e57c19a9fb1	0.875	0.671875	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8921875000000001	0.8921875000000001	1.0	0.875	True	ok	off		M87d4af946e3f	False	0.875	1	1	term_survival:min
1	HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION	fgsea_msigdb_H_entrez	-1.26713701183307	0.957934194085798	down	['3594', '6189', '3665', '567', '6891', '3565', '3059', '6363', '7076', '11146', '3606', '602', '6885', '7163', '3937', '7042', '1445', '6356', '3593', '3662', '916', '3592', '3596', '3848', '4153', '3932', '3133', '1520', '8672', '973', '7186', '3111', '3117', '9734', '6892', '959', '3600', '4843', '1956', '7334', '925', '5199', '822', '3394', '9655', '355', '926', '3109', '3589', '4690', '3603', '5579', '940', '2533', '2213', '8767', '6223', '1230']		False		False	False	3594;6189;3665;567;6891;3565;3059;6363;7076;11146;3606;602;6885;7163;3937;7042;1445;6356;3593;3662;916;3592;3596;3848;4153;3932;3133;1520;8672;973;7186;3111;3117;9734;6892;959;3600;4843;1956;7334;925;5199;822;3394;9655;355;926;3109;3589;4690;3603;5579;940;2533;2213;8767;6223;1230	True		qval	True	missing	False	42	True	58	0	1	fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	evidence_perturb	True	1037	True	False	1		0.984375	63	64	computed	0.984375	fbd15c4dc6a1	0.984375	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.859375	0.9038254310344827	0.9457761875133011	0.984375	True	ok	off		Mb6f784110271	False	0.765625	3	3	term_survival:min
2	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	fgsea_msigdb_H_entrez	-1.24937743463448	0.957934194085798	down	['3087', '10549', '9124', '2068', '2878', '10494', '5621', '4700', '7296', '10542', '7295', '4710']		False		False	False	3087;10549;9124;2068;2878;10494;5621;4700;7296;10542;7295;4710	True		qval	True	missing	False	42	True	12	0	2	fgsea_msigdb_H_entrez:HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	evidence_perturb	True	1037	True	False	1		0.953125	61	64	computed	0.953125	ca3891cda6d4	0.953125	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8461538461538461	0.9166666666666667	0.9162314248251751	0.953125	True	ok	off		Mf1237f2d6d20	False	0.953125	1	1	term_survival:min
3	HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING	fgsea_msigdb_H_entrez	-1.19508122382376	0.957934194085798	down	['3280', '8454', '8819', '10402', '4851', '1840', '8321', '7472', '6934']		False		False	False	3280;8454;8819;10402;4851;1840;8321;7472;6934	True		qval	True	missing	False	42	True	9	0	3	fgsea_msigdb_H_entrez:HALLMARK_NOTCH_SIGNALING	evidence_perturb	True	1037	True	False	1		0.75	48	64	computed	0.75	5c2b02c8d35c	0.75	0.671875	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.892361111111111	0.892361111111111	1.0	0.75	True	ok	off		Mea4001d70482	False	0.75	1	1	term_survival:min
4	HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING	fgsea_msigdb_H_entrez	1.19203233558298	0.957934194085798	up	['8861', '7070', '7857', '4627', '4897', '8633']		False		False	False	8861;7070;7857;4627;4897;8633	True		qval	True	missing	False	42	True	6	0	4	fgsea_msigdb_H_entrez:HALLMARK_HEDGEHOG_SIGNALING	evidence_perturb	True	1037	True	False	1		0.921875	59	64	computed	0.921875	613ae2fabfbc	0.921875	0.40625	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.9140625	0.9140625	1.0	0.921875	True	ok	off		M0332a8692e9e	False	0.921875	1	1	term_survival:min
5	HALLMARK_COAGULATION	HALLMARK_COAGULATION	fgsea_msigdb_H_entrez	-1.18122074269976	0.957934194085798	down	['4312', '283', '4485', '5641', '5028', '7076', '7056', '712', '4314', '5341', '731', '3172', '732', '2335', '4153', '7018', '3818', '3249', '718', '1311', '3690', '2152']		False		False	False	4312;283;4485;5641;5028;7076;7056;712;4314;5341;731;3172;732;2335;4153;7018;3818;3249;718;1311;3690;2152	True		qval	True	missing	False	42	True	22	0	5	fgsea_msigdb_H_entrez:HALLMARK_COAGULATION	evidence_perturb	True	1037	True	False	1		0.953125	61	64	computed	0.953125	75f6cb08faf0	0.953125	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8634510869565217	0.9026988636363636	0.9518932363398519	0.953125	True	ok	off		Mdcc8d9bd6d7f	False	0.921875	4	4	term_survival:min
6	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	fgsea_msigdb_H_entrez	-1.16563047592171	0.957934194085798	down	['1290', '4312', '4837', '5817', '6303', '4487', '8985', '3908', '5645', '6444', '813', '7076', '6535', '6641', '5021', '3371', '4314', '2192', '3485', '2335', '7045', '1296', '9353', '1292', '9235', '3491', '290', '1311', '3690', '5329', '7456', '3398', '5270']		False		False	False	1290;4312;4837;5817;6303;4487;8985;3908;5645;6444;813;7076;6535;6641;5021;3371;4314;2192;3485;2335;7045;1296;9353;1292;9235;3491;290;1311;3690;5329;7456;3398;5270	True		qval	True	missing	False	42	True	33	0	6	fgsea_msigdb_H_entrez:HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	evidence_perturb	True	1037	True	False	1		0.921875	59	64	computed	0.921875	92e891fc1bf4	0.921875	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.84375	0.8948863636363638	0.9363580426194422	0.921875	True	ok	off		Mdcc8d9bd6d7f	False	0.921875	4	4	term_survival:min
7	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	fgsea_msigdb_H_entrez	-1.16480452626971	0.957934194085798	down	['969', '970', '5817', '3665', '9180', '3454', '929', '6324', '7076', '3606', '11047', '7432', '3937', '8743', '1440', '2769', '4481', '4986', '3593', '6004', '6364', '196', '3932', '8877', '3249', '3690', '5329', '9153', '2152', '3656', '7130', '10630', '3037', '10125', '10507', '6892', '10316', '3600', '10203', '4224', '1880']		False		False	False	969;970;5817;3665;9180;3454;929;6324;7076;3606;11047;7432;3937;8743;1440;2769;4481;4986;3593;6004;6364;196;3932;8877;3249;3690;5329;9153;2152;3656;7130;10630;3037;10125;10507;6892;10316;3600;10203;4224;1880	True		qval	True	missing	False	42	True	41	0	7	fgsea_msigdb_H_entrez:HALLMARK_INFLAMMATORY_RESPONSE	evidence_perturb	True	1037	True	False	1		1.0	64	64	computed	1.0	3888970a3026	1.0	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8695494186046511	0.911966463414634	0.9491156568877614	1.0	True	ok	off		Mdcc8d9bd6d7f	False	0.921875	4	4	term_survival:min
8	HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	fgsea_msigdb_H_entrez	1.15761514246821	0.957934194085798	up	['4060', '1499', '7818', '6304', '5970', '3301', '4000', '633', '2879', '3482', '1676', '8878', '8837', '2064', '5366', '7417', '840', '5747', '1634', '1806', '835', '2876', '5058', '595', '4092', '6041', '331', '2069', '5914', '3553', '4744', '3569', '3725', '3552', '4616', '5159']		False		False	False	4060;1499;7818;6304;5970;3301;4000;633;2879;3482;1676;8878;8837;2064;5366;7417;840;5747;1634;1806;835;2876;5058;595;4092;6041;331;2069;5914;3553;4744;3569;3725;3552;4616;5159	True		qval	True	missing	False	42	True	36	0	8	fgsea_msigdb_H_entrez:HALLMARK_APOPTOSIS	evidence_perturb	True	1037	True	False	1		1.0	64	64	computed	1.0	1b912bf139ec	1.0	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8564967105263157	0.9040798611111112	0.9419921153751355	1.0	True	ok	off		Mdf6350d89cee	False	1.0	2	2	term_survival:min
9	HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS	fgsea_msigdb_H_entrez	1.15531373681252	0.957934194085798	up	['5165', '6811', '1499', '875', '4047', '10957', '308', '5833', '2222', '6721', '10654', '1595', '4783', '2990', '3949', '4023', '7869', '1191', '1891', '5359', '5468', '230']		False		False	False	5165;6811;1499;875;4047;10957;308;5833;2222;6721;10654;1595;4783;2990;3949;4023;7869;1191;1891;5359;5468;230	True		qval	True	missing	False	42	True	22	0	9	fgsea_msigdb_H_entrez:HALLMARK_CHOLESTEROL_HOMEOSTASIS	evidence_perturb	True	1037	True	False	1		0.90625	58	64	computed	0.90625	01a3aafc0275	0.90625	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8641304347826086	0.9034090909090908	0.9518396744836205	0.90625	True	ok	off		M5ff3f8386599	False	0.90625	1	1	term_survival:min
