term_uid	gene_id	weight	gene_term_degree	term_gene_degree
fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	22	1.0	2	3
fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	368	1.0	4	3
fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	5244	1.0	5	3
fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_ABC_TRANSPORTER_DISORDERS	1080	1.0	8	9
fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_ABC_TRANSPORTER_DISORDERS	368	1.0	4	9
fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_ABC_TRANSPORTER_DISORDERS	5244	1.0	5	9
fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_ABC_TRANSPORTER_DISORDERS	5682	1.0	28	9
fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_ABC_TRANSPORTER_DISORDERS	5689	1.0	28	9
fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_ABC_TRANSPORTER_DISORDERS	5826	1.0	2	9
fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_ABC_TRANSPORTER_DISORDERS	6048	1.0	7	9
fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_ABC_TRANSPORTER_DISORDERS	6400	1.0	12	9
fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_ABC_TRANSPORTER_DISORDERS	6833	1.0	5	9
fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS	1019	1.0	23	5
fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS	1021	1.0	10	5
fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS	1028	1.0	5	5
fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS	1870	1.0	8	5
fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS	896	1.0	9	5
fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	5430	1.0	42	3
fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	5438	1.0	42	3
fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	7936	1.0	10	3
fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS	3714	1.0	4	6
fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS	7311	1.0	56	6
fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS	7314	1.0	56	6
fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS	8650	1.0	2	6
fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS	8788	1.0	1	6
fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS	9148	1.0	4	6
