term_uid	module_id
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	Meb4e785bb64c
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	Mfbaf575cb80b
fgsea_msigdb_H_entrez:HALLMARK_ANDROGEN_RESPONSE	Ma03666ed863f
fgsea_msigdb_H_entrez:HALLMARK_ANGIOGENESIS	Mf7d7614e05ae
fgsea_msigdb_H_entrez:HALLMARK_APICAL_JUNCTION	Mf54eba6b27c8
fgsea_msigdb_H_entrez:HALLMARK_APICAL_SURFACE	M958423d65468
fgsea_msigdb_H_entrez:HALLMARK_APOPTOSIS	M0de123e1b515
fgsea_msigdb_H_entrez:HALLMARK_BILE_ACID_METABOLISM	Ma290dde57965
fgsea_msigdb_H_entrez:HALLMARK_CHOLESTEROL_HOMEOSTASIS	Me6a395233f50
fgsea_msigdb_H_entrez:HALLMARK_COAGULATION	Maeee8aace4cd
fgsea_msigdb_H_entrez:HALLMARK_COMPLEMENT	Mfe0c8065e9dd
fgsea_msigdb_H_entrez:HALLMARK_DNA_REPAIR	M029cf3d23f9c
fgsea_msigdb_H_entrez:HALLMARK_E2F_TARGETS	M5e77e1be34be
fgsea_msigdb_H_entrez:HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	M4e8c8eecbba4
fgsea_msigdb_H_entrez:HALLMARK_ESTROGEN_RESPONSE_EARLY	M5c6a5e863372
fgsea_msigdb_H_entrez:HALLMARK_ESTROGEN_RESPONSE_LATE	M5c6a5e863372
fgsea_msigdb_H_entrez:HALLMARK_FATTY_ACID_METABOLISM	Meb4e785bb64c
fgsea_msigdb_H_entrez:HALLMARK_G2M_CHECKPOINT	M5e77e1be34be
fgsea_msigdb_H_entrez:HALLMARK_GLYCOLYSIS	M4d59ff53776c
fgsea_msigdb_H_entrez:HALLMARK_HEDGEHOG_SIGNALING	M9c45f36daf72
fgsea_msigdb_H_entrez:HALLMARK_HEME_METABOLISM	M3f89a2ed7824
fgsea_msigdb_H_entrez:HALLMARK_HYPOXIA	Mf28f3f3cfedf
fgsea_msigdb_H_entrez:HALLMARK_IL2_STAT5_SIGNALING	M97e517f175fd
fgsea_msigdb_H_entrez:HALLMARK_IL6_JAK_STAT3_SIGNALING	M94e3395c51b1
fgsea_msigdb_H_entrez:HALLMARK_INFLAMMATORY_RESPONSE	M94e3395c51b1
fgsea_msigdb_H_entrez:HALLMARK_INTERFERON_ALPHA_RESPONSE	Mfbaf575cb80b
fgsea_msigdb_H_entrez:HALLMARK_INTERFERON_GAMMA_RESPONSE	Mfbaf575cb80b
fgsea_msigdb_H_entrez:HALLMARK_KRAS_SIGNALING_DN	M8dd087f86a23
fgsea_msigdb_H_entrez:HALLMARK_KRAS_SIGNALING_UP	M27c21ad3e788
fgsea_msigdb_H_entrez:HALLMARK_MITOTIC_SPINDLE	Me5c7c75bd3f2
fgsea_msigdb_H_entrez:HALLMARK_MTORC1_SIGNALING	M7d4455b21117
fgsea_msigdb_H_entrez:HALLMARK_MYC_TARGETS_V1	M566064d0c23a
fgsea_msigdb_H_entrez:HALLMARK_MYC_TARGETS_V2	M657af7328775
fgsea_msigdb_H_entrez:HALLMARK_MYOGENESIS	M1925f967da45
fgsea_msigdb_H_entrez:HALLMARK_NOTCH_SIGNALING	M3cf74eb06f9f
fgsea_msigdb_H_entrez:HALLMARK_OXIDATIVE_PHOSPHORYLATION	Mc7c03ab3f0f7
fgsea_msigdb_H_entrez:HALLMARK_P53_PATHWAY	M0fefd6c12fcf
fgsea_msigdb_H_entrez:HALLMARK_PANCREAS_BETA_CELLS	Mc7932dc6959e
fgsea_msigdb_H_entrez:HALLMARK_PEROXISOME	Ma290dde57965
fgsea_msigdb_H_entrez:HALLMARK_PI3K_AKT_MTOR_SIGNALING	M8ad8d5f7118d
fgsea_msigdb_H_entrez:HALLMARK_PROTEIN_SECRETION	M999adeb5f600
fgsea_msigdb_H_entrez:HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	M582d76c74785
fgsea_msigdb_H_entrez:HALLMARK_SPERMATOGENESIS	Mfbdf55c7a75b
fgsea_msigdb_H_entrez:HALLMARK_TGF_BETA_SIGNALING	M1ea213a317ba
fgsea_msigdb_H_entrez:HALLMARK_TNFA_SIGNALING_VIA_NFKB	M94e3395c51b1
fgsea_msigdb_H_entrez:HALLMARK_UNFOLDED_PROTEIN_RESPONSE	M24ff16ae7498
fgsea_msigdb_H_entrez:HALLMARK_UV_RESPONSE_DN	M40595e9e1c80
fgsea_msigdb_H_entrez:HALLMARK_UV_RESPONSE_UP	Mf8000e4e01c5
fgsea_msigdb_H_entrez:HALLMARK_WNT_BETA_CATENIN_SIGNALING	Meca555a67134
fgsea_msigdb_H_entrez:HALLMARK_XENOBIOTIC_METABOLISM	M974aa022205f
