claim_id	entity	direction	context_keys	term_uid	source	term_id	term_name	module_id	module_missing	module_reason	gene_ids	gene_ids_suggest	gene_ids_snippet	gene_ids_n_total	gene_ids_n_in_claim	term_ids	gene_set_hash	context_score	context_evaluated	context_status	context_method	context_confidence	context_reason	select_context_score	select_context_evaluated	select_context_tokens_n	select_context_status_score	select_context_tiebreak	context_signature	context_swap_active	context_gate_mode	context_gate_hit	eligible_context	eligible	term_survival	keep_term	keep_reason	claim_json	preselect_tau_gate	context_score_proxy	select_context_mode	select_context_policy	select_notes	select_diag_n_total	select_diag_n_eligible	select_diag_n_ineligible	select_diag_n_picked	select_diag_blocked_by_module_cap	select_diag_relaxed	select_diag_relax_passes	select_diag_max_per_module	select_diag_ctx_hit_terms	claim_mode	llm_notes	context_notes	context_review_mode	context_ctx_id	context_proxy_method	context_score_proxy_norm	module_context_weight	context_tokens_n	context_score_proxy_u01	context_score_proxy_u01_norm	context_ctx_id_original	context_ctx_id_effective	context_swap_from	context_swap_to	gene_ids_excel	term_ids_excel	context_gate_applied_pre_audit
c_2f129d06ee6e	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53	up	condition,tissue,perturbation,comparison	fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53	fgsea_msigdb_C2_CP_REACTOME_entrez	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53	M471f4a6937cb	False		10919,5440,5437,5810,835,6882,1107,5434,2877,5435	10919,5440,5437,5810,835,6882,1107,5434,2877,5435	10919,5440,5437,5810,835,6882,1107,5434,2877,5435	62	62	fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53	495c8d6d4fff	0.7461777791997213	False	PASS	none	0.7461777791997213	PROXY_U01_OK	1	True	5	-1	1273583050	bb0d0599b890	True	hard	False	True	True	1.0	True	ok	"{""claim_id"":""c_2f129d06ee6e"",""entity"":""REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53"",""direction"":""up"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":false,""context_method"":""none"",""context_status"":null,""context_reason"":null,""context_notes"":null,""evidence_ref"":{""module_id"":""M471f4a6937cb"",""gene_ids"":[""10919"",""5440"",""5437"",""5810"",""835"",""6882"",""1107"",""5434"",""2877"",""5435"",""8900"",""1026"",""5436"",""10670"",""5432"",""6829"",""8797"",""6878"",""1121"",""1350"",""2967"",""5431"",""4194"",""7469"",""5884"",""1327"",""5600"",""5458"",""10769"",""1017"",""580"",""5983"",""8649"",""4869"",""9167"",""8148"",""9099"",""9212"",""8738"",""5430"",""1022"",""5395"",""5052"",""2177"",""5439"",""5527"",""8812"",""581"",""5931"",""7311"",""1820"",""6233"",""10419"",""898"",""6827"",""7533"",""2176"",""208"",""1027"",""1351"",""10971"",""10111""],""term_ids"":[""fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53""],""gene_set_hash"":""495c8d6d4fff"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	False	0.0	proxy	proxy_swap_strong	ranked=984; eligible=19; ineligible=965; picked=50; max_per_module=1; blocked_by_module_cap=536; relaxed=False; relax_passes=0; ctx_mode=proxy; ctx_gate=hard; ctx_swap=True; ctx_sig=bb0d0599b890; ctx_hit_terms=965	984	19	965	50	536	False	0	1	965	deterministic		proxy_context_v2: u=0.746 p_fail=0.050 p_warn=0.200 key=['condition', 'tissue', 'perturbation', 'comparison'] ctx_sig=bb0d0599b890 anchor=on;module=M471f4a6937cb;anchored=1	proxy	UCEC|tumor|genotype|TP53_mut_vs_TP53_wt	module_weight	0.0	0.0	4	0.7461777791997213	0.7461777791997213	UCEC|tumor|genotype|TP53_mut_vs_TP53_wt	UCEC|tumor|genotype|TP53_mut_vs_TP53_wt	UCEC		'10919;5440;5437;5810;835;6882;1107;5434;2877;5435	'fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53	False
c_a63d77c6a86f	REACTOME_TP53_REGULATES_METABOLIC_GENES	down	condition,tissue,perturbation,comparison	fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_TP53_REGULATES_METABOLIC_GENES	fgsea_msigdb_C2_CP_REACTOME_entrez	REACTOME_TP53_REGULATES_METABOLIC_GENES	REACTOME_TP53_REGULATES_METABOLIC_GENES	Mfcb113ed8a8c	False		1346,4512,1340,7157,7532,207,7248,2744,7296,1349	1346,4512,1340,7157,7532,207,7248,2744,7296,1349	1346,4512,1340,7157,7532,207,7248,2744,7296,1349	17	17	fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_TP53_REGULATES_METABOLIC_GENES	92a03d45abd3	0.596228202724786	False	PASS	none	0.596228202724786	PROXY_U01_OK	1	True	5	-1	2090980110	bb0d0599b890	True	hard	False	True	True	0.9375	True	ok	"{""claim_id"":""c_a63d77c6a86f"",""entity"":""REACTOME_TP53_REGULATES_METABOLIC_GENES"",""direction"":""down"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":false,""context_method"":""none"",""context_status"":null,""context_reason"":null,""context_notes"":null,""evidence_ref"":{""module_id"":""Mfcb113ed8a8c"",""gene_ids"":[""1346"",""4512"",""1340"",""7157"",""7532"",""207"",""7248"",""2744"",""7296"",""1349"",""4514"",""2821"",""5563"",""7001"",""4513"",""7529"",""5562""],""term_ids"":[""fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_TP53_REGULATES_METABOLIC_GENES""],""gene_set_hash"":""92a03d45abd3"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	False	0.0	proxy	proxy_swap_strong	ranked=984; eligible=19; ineligible=965; picked=50; max_per_module=1; blocked_by_module_cap=536; relaxed=False; relax_passes=0; ctx_mode=proxy; ctx_gate=hard; ctx_swap=True; ctx_sig=bb0d0599b890; ctx_hit_terms=965	984	19	965	50	536	False	0	1	965	deterministic		proxy_context_v2: u=0.596 p_fail=0.050 p_warn=0.200 key=['condition', 'tissue', 'perturbation', 'comparison'] ctx_sig=bb0d0599b890 anchor=on;module=Mfcb113ed8a8c;anchored=1	proxy	UCEC|tumor|genotype|TP53_mut_vs_TP53_wt	module_weight	0.0	0.0	4	0.596228202724786	0.596228202724786	UCEC|tumor|genotype|TP53_mut_vs_TP53_wt	UCEC|tumor|genotype|TP53_mut_vs_TP53_wt	UCEC		'1346;4512;1340;7157;7532;207;7248;2744;7296;1349	'fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_TP53_REGULATES_METABOLIC_GENES	False
c_e9d22cd5caf6	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES	up	condition,tissue,perturbation,comparison	fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES	fgsea_msigdb_C2_CP_REACTOME_entrez	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES	M7ba67a554cef	False		835,8797,1121,8738,581	835,8797,1121,8738,581	835,8797,1121,8738,581	5	5	fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES	9daf13265314	0.18684667556596413	False	ABSTAIN	none	0.18684667556596413	PROXY_U01_LOW_ABSTAIN	1	True	5	-1	1466275514	bb0d0599b890	True	hard	False	True	False	0.84375	True	ok	"{""claim_id"":""c_e9d22cd5caf6"",""entity"":""REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES"",""direction"":""up"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":false,""context_method"":""none"",""context_status"":null,""context_reason"":null,""context_notes"":null,""evidence_ref"":{""module_id"":""M7ba67a554cef"",""gene_ids"":[""835"",""8797"",""1121"",""8738"",""581""],""term_ids"":[""fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES""],""gene_set_hash"":""9daf13265314"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	False	0.0	proxy	proxy_swap_strong	ranked=984; eligible=19; ineligible=965; picked=50; max_per_module=1; blocked_by_module_cap=536; relaxed=False; relax_passes=0; ctx_mode=proxy; ctx_gate=hard; ctx_swap=True; ctx_sig=bb0d0599b890; ctx_hit_terms=965	984	19	965	50	536	False	0	1	965	deterministic		proxy_context_v2: u=0.187 p_fail=0.050 p_warn=0.200 key=['condition', 'tissue', 'perturbation', 'comparison'] ctx_sig=bb0d0599b890 anchor=on;module=M7ba67a554cef;anchored=1	proxy	UCEC|tumor|genotype|TP53_mut_vs_TP53_wt	module_weight	0.0	0.0	4	0.18684667556596413	0.18684667556596413	UCEC|tumor|genotype|TP53_mut_vs_TP53_wt	UCEC|tumor|genotype|TP53_mut_vs_TP53_wt	UCEC		'835;8797;1121;8738;581	'fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES	True
c_9f36281293df	REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION	down	condition,tissue,perturbation,comparison	fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION	fgsea_msigdb_C2_CP_REACTOME_entrez	REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION	REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION	M8849f590b354	False		7157,207,5305,7862,5371,3065,7994,3622,5300,9219	7157,207,5305,7862,5371,3065,7994,3622,5300,9219	7157,207,5305,7862,5371,3065,7994,3622,5300,9219	10	10	fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION	620bfb768cd2	0.3970567074565423	False	PASS	none	0.3970567074565423	PROXY_U01_OK	1	True	5	-1	1769032772	bb0d0599b890	True	hard	False	True	True	0.8125	True	ok	"{""claim_id"":""c_9f36281293df"",""entity"":""REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION"",""direction"":""down"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":false,""context_method"":""none"",""context_status"":null,""context_reason"":null,""context_notes"":null,""evidence_ref"":{""module_id"":""M8849f590b354"",""gene_ids"":[""7157"",""207"",""5305"",""7862"",""5371"",""3065"",""7994"",""3622"",""5300"",""9219""],""term_ids"":[""fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION""],""gene_set_hash"":""620bfb768cd2"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	False	0.0	proxy	proxy_swap_strong	ranked=984; eligible=19; ineligible=965; picked=50; max_per_module=1; blocked_by_module_cap=536; relaxed=False; relax_passes=0; ctx_mode=proxy; ctx_gate=hard; ctx_swap=True; ctx_sig=bb0d0599b890; ctx_hit_terms=965	984	19	965	50	536	False	0	1	965	deterministic		proxy_context_v2: u=0.397 p_fail=0.050 p_warn=0.200 key=['condition', 'tissue', 'perturbation', 'comparison'] ctx_sig=bb0d0599b890 anchor=on;module=M8849f590b354;anchored=1	proxy	UCEC|tumor|genotype|TP53_mut_vs_TP53_wt	module_weight	0.0	0.0	4	0.3970567074565423	0.3970567074565423	UCEC|tumor|genotype|TP53_mut_vs_TP53_wt	UCEC|tumor|genotype|TP53_mut_vs_TP53_wt	UCEC		'7157;207;5305;7862;5371;3065;7994;3622;5300;9219	'fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION	False
c_7071a3640a9e	REACTOME_CELL_CELL_COMMUNICATION	down	condition,tissue,perturbation,comparison	fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_CELL_CELL_COMMUNICATION	fgsea_msigdb_C2_CP_REACTOME_entrez	REACTOME_CELL_CELL_COMMUNICATION	REACTOME_CELL_CELL_COMMUNICATION	M0db98f3d9af0	False		10686,3609,6667,5010,8935,6711,2185,1004,1000,5818	10686,3609,6667,5010,8935,6711,2185,1004,1000,5818	10686,3609,6667,5010,8935,6711,2185,1004,1000,5818	27	27	fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_CELL_CELL_COMMUNICATION	fecaf275532b	0.798744062147267	False	ABSTAIN	none	0.798744062147267	NOT_IN_ANCHOR_MODULE	0	True	5	-1	105235041	bb0d0599b890	True	hard	True	False	False	1.0	True	ok	"{""claim_id"":""c_7071a3640a9e"",""entity"":""REACTOME_CELL_CELL_COMMUNICATION"",""direction"":""down"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":false,""context_method"":""none"",""context_status"":null,""context_reason"":null,""context_notes"":null,""evidence_ref"":{""module_id"":""M0db98f3d9af0"",""gene_ids"":[""10686"",""3609"",""6667"",""5010"",""8935"",""6711"",""2185"",""1004"",""1000"",""5818"",""3728"",""5290"",""1002"",""1364"",""7122"",""9076"",""1500"",""3691"",""71"",""9075"",""1001"",""3987"",""60"",""1308"",""667"",""81"",""9073""],""term_ids"":[""fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_CELL_CELL_COMMUNICATION""],""gene_set_hash"":""fecaf275532b"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	False	0.0	proxy	proxy_swap_strong	ranked=984; eligible=19; ineligible=965; picked=50; max_per_module=1; blocked_by_module_cap=536; relaxed=False; relax_passes=0; ctx_mode=proxy; ctx_gate=hard; ctx_swap=True; ctx_sig=bb0d0599b890; ctx_hit_terms=965	984	19	965	50	536	False	0	1	965	deterministic		proxy_context_v2: u=0.799 p_fail=0.050 p_warn=0.200 key=['condition', 'tissue', 'perturbation', 'comparison'] ctx_sig=bb0d0599b890 anchor=on;module=M0db98f3d9af0;anchored=0	proxy	UCEC|tumor|genotype|TP53_mut_vs_TP53_wt	module_weight	0.0	0.0	4	0.798744062147267	0.798744062147267	UCEC|tumor|genotype|TP53_mut_vs_TP53_wt	UCEC|tumor|genotype|TP53_mut_vs_TP53_wt	UCEC		'10686;3609;6667;5010;8935;6711;2185;1004;1000;5818	'fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_CELL_CELL_COMMUNICATION	True
c_8d3b8d33e2fb	REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION	down	condition,tissue,perturbation,comparison	fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION	fgsea_msigdb_C2_CP_REACTOME_entrez	REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION	REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION	M8144bf29b00c	False		5516,5925,5558,891,7029	5516,5925,5558,891,7029	5516,5925,5558,891,7029	5	5	fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION	1108e70c085c	0.8301763594146983	False	ABSTAIN	none	0.8301763594146983	NOT_IN_ANCHOR_MODULE	0	True	5	-1	283157592	bb0d0599b890	True	hard	True	False	False	1.0	True	ok	"{""claim_id"":""c_8d3b8d33e2fb"",""entity"":""REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION"",""direction"":""down"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":false,""context_method"":""none"",""context_status"":null,""context_reason"":null,""context_notes"":null,""evidence_ref"":{""module_id"":""M8144bf29b00c"",""gene_ids"":[""5516"",""5925"",""5558"",""891"",""7029""],""term_ids"":[""fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION""],""gene_set_hash"":""1108e70c085c"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	False	0.0	proxy	proxy_swap_strong	ranked=984; eligible=19; ineligible=965; picked=50; max_per_module=1; blocked_by_module_cap=536; relaxed=False; relax_passes=0; ctx_mode=proxy; ctx_gate=hard; ctx_swap=True; ctx_sig=bb0d0599b890; ctx_hit_terms=965	984	19	965	50	536	False	0	1	965	deterministic		proxy_context_v2: u=0.830 p_fail=0.050 p_warn=0.200 key=['condition', 'tissue', 'perturbation', 'comparison'] ctx_sig=bb0d0599b890 anchor=on;module=M8144bf29b00c;anchored=0	proxy	UCEC|tumor|genotype|TP53_mut_vs_TP53_wt	module_weight	0.0	0.0	4	0.8301763594146983	0.8301763594146983	UCEC|tumor|genotype|TP53_mut_vs_TP53_wt	UCEC|tumor|genotype|TP53_mut_vs_TP53_wt	UCEC		'5516;5925;5558;891;7029	'fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION	True
c_d42e17f1831c	REACTOME_NEUTROPHIL_DEGRANULATION	up	condition,tissue,perturbation,comparison	fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_NEUTROPHIL_DEGRANULATION	fgsea_msigdb_C2_CP_REACTOME_entrez	REACTOME_NEUTROPHIL_DEGRANULATION	REACTOME_NEUTROPHIL_DEGRANULATION	Mc429c6189be6	False		8804,1378,3837,101,5315,9588,3934,10120,3577,6709	8804,1378,3837,101,5315,9588,3934,10120,3577,6709	8804,1378,3837,101,5315,9588,3934,10120,3577,6709	68	68	fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_NEUTROPHIL_DEGRANULATION	8bdb5163ac06	0.5201744363394238	False	ABSTAIN	none	0.5201744363394238	NOT_IN_ANCHOR_MODULE	0	True	5	-1	672384931	bb0d0599b890	True	hard	True	False	False	1.0	True	ok	"{""claim_id"":""c_d42e17f1831c"",""entity"":""REACTOME_NEUTROPHIL_DEGRANULATION"",""direction"":""up"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":false,""context_method"":""none"",""context_status"":null,""context_reason"":null,""context_notes"":null,""evidence_ref"":{""module_id"":""Mc429c6189be6"",""gene_ids"":[""8804"",""1378"",""3837"",""101"",""5315"",""9588"",""3934"",""10120"",""3577"",""6709"",""4048"",""3240"",""5701"",""2934"",""2896"",""5834"",""4860"",""847"",""10092"",""4893"",""10533"",""11026"",""5645"",""5478"",""10694"",""1604"",""6317"",""5473"",""1118"",""383"",""5211"",""272"",""55"",""5646"",""3579"",""5005"",""47"",""1508"",""3417"",""10312"",""8673"",""1915"",""302"",""2665"",""8649"",""2268"",""6037"",""4718"",""1143"",""5708"",""10450"",""10396"",""1675"",""948"",""7130"",""221"",""353"",""6993"",""6280"",""10577"",""1774"",""5036"",""4125"",""8773"",""5284"",""4353"",""161"",""9342""],""term_ids"":[""fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_NEUTROPHIL_DEGRANULATION""],""gene_set_hash"":""8bdb5163ac06"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	False	0.0	proxy	proxy_swap_strong	ranked=984; eligible=19; ineligible=965; picked=50; max_per_module=1; blocked_by_module_cap=536; relaxed=False; relax_passes=0; ctx_mode=proxy; ctx_gate=hard; ctx_swap=True; ctx_sig=bb0d0599b890; ctx_hit_terms=965	984	19	965	50	536	False	0	1	965	deterministic		proxy_context_v2: u=0.520 p_fail=0.050 p_warn=0.200 key=['condition', 'tissue', 'perturbation', 'comparison'] ctx_sig=bb0d0599b890 anchor=on;module=Mc429c6189be6;anchored=0	proxy	UCEC|tumor|genotype|TP53_mut_vs_TP53_wt	module_weight	0.0	0.0	4	0.5201744363394238	0.5201744363394238	UCEC|tumor|genotype|TP53_mut_vs_TP53_wt	UCEC|tumor|genotype|TP53_mut_vs_TP53_wt	UCEC		'8804;1378;3837;101;5315;9588;3934;10120;3577;6709	'fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_NEUTROPHIL_DEGRANULATION	True
c_10ef78338359	REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	down	condition,tissue,perturbation,comparison	fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	fgsea_msigdb_C2_CP_REACTOME_entrez	REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	M7ad08d9cfe2e	False		9698,8905,6456,375,11154,2799,1176,8906,6643,3312	9698,8905,6456,375,11154,2799,1176,8906,6643,3312	9698,8905,6456,375,11154,2799,1176,8906,6643,3312	20	20	fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	02d24a57aa4e	0.7895254925635569	False	ABSTAIN	none	0.7895254925635569	NOT_IN_ANCHOR_MODULE	0	True	5	-1	304757745	bb0d0599b890	True	hard	True	False	False	0.984375	True	ok	"{""claim_id"":""c_10ef78338359"",""entity"":""REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING"",""direction"":""down"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":false,""context_method"":""none"",""context_status"":null,""context_reason"":null,""context_notes"":null,""evidence_ref"":{""module_id"":""M7ad08d9cfe2e"",""gene_ids"":[""9698"",""8905"",""6456"",""375"",""11154"",""2799"",""1176"",""8906"",""6643"",""3312"",""351"",""9829"",""10053"",""162"",""8907"",""1362"",""1212"",""7037"",""6272"",""4952""],""term_ids"":[""fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING""],""gene_set_hash"":""02d24a57aa4e"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	False	0.0	proxy	proxy_swap_strong	ranked=984; eligible=19; ineligible=965; picked=50; max_per_module=1; blocked_by_module_cap=536; relaxed=False; relax_passes=0; ctx_mode=proxy; ctx_gate=hard; ctx_swap=True; ctx_sig=bb0d0599b890; ctx_hit_terms=965	984	19	965	50	536	False	0	1	965	deterministic		proxy_context_v2: u=0.790 p_fail=0.050 p_warn=0.200 key=['condition', 'tissue', 'perturbation', 'comparison'] ctx_sig=bb0d0599b890 anchor=on;module=M7ad08d9cfe2e;anchored=0	proxy	UCEC|tumor|genotype|TP53_mut_vs_TP53_wt	module_weight	0.0	0.0	4	0.7895254925635569	0.7895254925635569	UCEC|tumor|genotype|TP53_mut_vs_TP53_wt	UCEC|tumor|genotype|TP53_mut_vs_TP53_wt	UCEC		'9698;8905;6456;375;11154;2799;1176;8906;6643;3312	'fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	True
c_8b798299737a	REACTOME_KIDNEY_DEVELOPMENT	up	condition,tissue,perturbation,comparison	fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_KIDNEY_DEVELOPMENT	fgsea_msigdb_C2_CP_REACTOME_entrez	REACTOME_KIDNEY_DEVELOPMENT	REACTOME_KIDNEY_DEVELOPMENT	Md5c1a1cfbca9	False		2303,2138,3203,3237,6928	2303,2138,3203,3237,6928	2303,2138,3203,3237,6928	5	5	fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_KIDNEY_DEVELOPMENT	62052e89a007	0.41499663561840094	False	ABSTAIN	none	0.41499663561840094	NOT_IN_ANCHOR_MODULE	0	True	5	-1	1415488347	bb0d0599b890	True	hard	True	False	False	0.984375	True	ok	"{""claim_id"":""c_8b798299737a"",""entity"":""REACTOME_KIDNEY_DEVELOPMENT"",""direction"":""up"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":false,""context_method"":""none"",""context_status"":null,""context_reason"":null,""context_notes"":null,""evidence_ref"":{""module_id"":""Md5c1a1cfbca9"",""gene_ids"":[""2303"",""2138"",""3203"",""3237"",""6928""],""term_ids"":[""fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_KIDNEY_DEVELOPMENT""],""gene_set_hash"":""62052e89a007"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	False	0.0	proxy	proxy_swap_strong	ranked=984; eligible=19; ineligible=965; picked=50; max_per_module=1; blocked_by_module_cap=536; relaxed=False; relax_passes=0; ctx_mode=proxy; ctx_gate=hard; ctx_swap=True; ctx_sig=bb0d0599b890; ctx_hit_terms=965	984	19	965	50	536	False	0	1	965	deterministic		proxy_context_v2: u=0.415 p_fail=0.050 p_warn=0.200 key=['condition', 'tissue', 'perturbation', 'comparison'] ctx_sig=bb0d0599b890 anchor=on;module=Md5c1a1cfbca9;anchored=0	proxy	UCEC|tumor|genotype|TP53_mut_vs_TP53_wt	module_weight	0.0	0.0	4	0.41499663561840094	0.41499663561840094	UCEC|tumor|genotype|TP53_mut_vs_TP53_wt	UCEC|tumor|genotype|TP53_mut_vs_TP53_wt	UCEC		'2303;2138;3203;3237;6928	'fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_KIDNEY_DEVELOPMENT	True
c_4b98bfcfda5d	REACTOME_GAP_JUNCTION_ASSEMBLY	up	condition,tissue,perturbation,comparison	fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_GAP_JUNCTION_ASSEMBLY	fgsea_msigdb_C2_CP_REACTOME_entrez	REACTOME_GAP_JUNCTION_ASSEMBLY	REACTOME_GAP_JUNCTION_ASSEMBLY	M25f61e7b69da	False		7280,2709,2700,7278,2705	7280,2709,2700,7278,2705	7280,2709,2700,7278,2705	5	5	fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_GAP_JUNCTION_ASSEMBLY	4215fcc4ca30	0.5468337021370167	False	ABSTAIN	none	0.5468337021370167	NOT_IN_ANCHOR_MODULE	0	True	5	-1	278487476	bb0d0599b890	True	hard	True	False	False	0.96875	True	ok	"{""claim_id"":""c_4b98bfcfda5d"",""entity"":""REACTOME_GAP_JUNCTION_ASSEMBLY"",""direction"":""up"",""context_keys"":[""condition"",""tissue"",""perturbation"",""comparison""],""context_evaluated"":false,""context_method"":""none"",""context_status"":null,""context_reason"":null,""context_notes"":null,""evidence_ref"":{""module_id"":""M25f61e7b69da"",""gene_ids"":[""7280"",""2709"",""2700"",""7278"",""2705""],""term_ids"":[""fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_GAP_JUNCTION_ASSEMBLY""],""gene_set_hash"":""4215fcc4ca30"",""gene_set_hash_source"":""input"",""term_ids_has_raw"":false}}"	False	0.0	proxy	proxy_swap_strong	ranked=984; eligible=19; ineligible=965; picked=50; max_per_module=1; blocked_by_module_cap=536; relaxed=False; relax_passes=0; ctx_mode=proxy; ctx_gate=hard; ctx_swap=True; ctx_sig=bb0d0599b890; ctx_hit_terms=965	984	19	965	50	536	False	0	1	965	deterministic		proxy_context_v2: u=0.547 p_fail=0.050 p_warn=0.200 key=['condition', 'tissue', 'perturbation', 'comparison'] ctx_sig=bb0d0599b890 anchor=on;module=M25f61e7b69da;anchored=0	proxy	UCEC|tumor|genotype|TP53_mut_vs_TP53_wt	module_weight	0.0	0.0	4	0.5468337021370167	0.5468337021370167	UCEC|tumor|genotype|TP53_mut_vs_TP53_wt	UCEC|tumor|genotype|TP53_mut_vs_TP53_wt	UCEC		'7280;2709;2700;7278;2705	'fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_GAP_JUNCTION_ASSEMBLY	True
