term_uid	module_id
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	M03a383e6e086
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	M2d0eb2e1283c
fgsea_msigdb_H_entrez:HALLMARK_ANDROGEN_RESPONSE	M27669b8fa9e7
fgsea_msigdb_H_entrez:HALLMARK_ANGIOGENESIS	Me6bf443283c2
fgsea_msigdb_H_entrez:HALLMARK_APICAL_JUNCTION	Mf906280fa5e1
fgsea_msigdb_H_entrez:HALLMARK_APICAL_SURFACE	Mbe5cd644fd37
fgsea_msigdb_H_entrez:HALLMARK_APOPTOSIS	M0bfe89c5e5ee
fgsea_msigdb_H_entrez:HALLMARK_BILE_ACID_METABOLISM	M8ff555ff76b4
fgsea_msigdb_H_entrez:HALLMARK_CHOLESTEROL_HOMEOSTASIS	M5ff3f8386599
fgsea_msigdb_H_entrez:HALLMARK_COAGULATION	Mf77e58aceafc
fgsea_msigdb_H_entrez:HALLMARK_COMPLEMENT	Mf77e58aceafc
fgsea_msigdb_H_entrez:HALLMARK_DNA_REPAIR	Mc8fa09b84269
fgsea_msigdb_H_entrez:HALLMARK_E2F_TARGETS	M2360b5ab0ad5
fgsea_msigdb_H_entrez:HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Mf77e58aceafc
fgsea_msigdb_H_entrez:HALLMARK_ESTROGEN_RESPONSE_EARLY	M5c8301a4461d
fgsea_msigdb_H_entrez:HALLMARK_ESTROGEN_RESPONSE_LATE	M03bbcf30d770
fgsea_msigdb_H_entrez:HALLMARK_FATTY_ACID_METABOLISM	M99c0a1c61c0c
fgsea_msigdb_H_entrez:HALLMARK_G2M_CHECKPOINT	M2360b5ab0ad5
fgsea_msigdb_H_entrez:HALLMARK_GLYCOLYSIS	M2027fb4eaf57
fgsea_msigdb_H_entrez:HALLMARK_HEDGEHOG_SIGNALING	M0332a8692e9e
fgsea_msigdb_H_entrez:HALLMARK_HEME_METABOLISM	Me43c4cd101bd
fgsea_msigdb_H_entrez:HALLMARK_HYPOXIA	M2027fb4eaf57
fgsea_msigdb_H_entrez:HALLMARK_IL2_STAT5_SIGNALING	Mbae0441ba2ef
fgsea_msigdb_H_entrez:HALLMARK_IL6_JAK_STAT3_SIGNALING	Mf038d5edca1f
fgsea_msigdb_H_entrez:HALLMARK_INFLAMMATORY_RESPONSE	Mc655fb76a1be
fgsea_msigdb_H_entrez:HALLMARK_INTERFERON_ALPHA_RESPONSE	M2d0eb2e1283c
fgsea_msigdb_H_entrez:HALLMARK_INTERFERON_GAMMA_RESPONSE	M2d0eb2e1283c
fgsea_msigdb_H_entrez:HALLMARK_KRAS_SIGNALING_DN	M740963684598
fgsea_msigdb_H_entrez:HALLMARK_KRAS_SIGNALING_UP	M40cd09ad5a42
fgsea_msigdb_H_entrez:HALLMARK_MITOTIC_SPINDLE	M5b918e3ddc09
fgsea_msigdb_H_entrez:HALLMARK_MTORC1_SIGNALING	M981735c0abdf
fgsea_msigdb_H_entrez:HALLMARK_MYC_TARGETS_V1	M2360b5ab0ad5
fgsea_msigdb_H_entrez:HALLMARK_MYC_TARGETS_V2	M2360b5ab0ad5
fgsea_msigdb_H_entrez:HALLMARK_MYOGENESIS	Mb172cbd0deb3
fgsea_msigdb_H_entrez:HALLMARK_NOTCH_SIGNALING	Mea4001d70482
fgsea_msigdb_H_entrez:HALLMARK_OXIDATIVE_PHOSPHORYLATION	M03a383e6e086
fgsea_msigdb_H_entrez:HALLMARK_P53_PATHWAY	M233c2007188c
fgsea_msigdb_H_entrez:HALLMARK_PANCREAS_BETA_CELLS	M3297d664d230
fgsea_msigdb_H_entrez:HALLMARK_PEROXISOME	M316384fde50c
fgsea_msigdb_H_entrez:HALLMARK_PI3K_AKT_MTOR_SIGNALING	Ma9ddf8f5a0b5
fgsea_msigdb_H_entrez:HALLMARK_PROTEIN_SECRETION	Md4f5e0a53b7c
fgsea_msigdb_H_entrez:HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Mf1237f2d6d20
fgsea_msigdb_H_entrez:HALLMARK_SPERMATOGENESIS	Mac7586f3497b
fgsea_msigdb_H_entrez:HALLMARK_TGF_BETA_SIGNALING	M8ed6e1204564
fgsea_msigdb_H_entrez:HALLMARK_TNFA_SIGNALING_VIA_NFKB	M0bfe89c5e5ee
fgsea_msigdb_H_entrez:HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Mf4feafd524b6
fgsea_msigdb_H_entrez:HALLMARK_UV_RESPONSE_DN	M029534977e54
fgsea_msigdb_H_entrez:HALLMARK_UV_RESPONSE_UP	M2e94ad74a674
fgsea_msigdb_H_entrez:HALLMARK_WNT_BETA_CATENIN_SIGNALING	M591a524fec18
fgsea_msigdb_H_entrez:HALLMARK_XENOBIOTIC_METABOLISM	M557bebe138f3
