module_id	module_rank	n_terms	n_genes	rep_gene_ids	term_ids	rep_gene_ids_str	term_ids_str	module_method	module_requested_method	module_effective_method	module_min_shared_genes	module_jaccard_min	hub_filter_max_gene_term_degree	hub_filter_n_hubs	module_terms_hash12	module_genes_hash12	module_content_hash12	module_survival	module_survival_n_ok	module_survival_n_total	module_survival_source
M09d2544a9ea7	1	3	8	['3818', '708', '5196', '710', '462', '5197', '2149', '7035']	['fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_COMMON_PATHWAY_OF_FIBRIN_CLOT_FORMATION', 'fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE', 'fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_INTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION']	3818;708;5196;710;462;5197;2149;7035	fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_COMMON_PATHWAY_OF_FIBRIN_CLOT_FORMATION;fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE;fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_INTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION	term_jaccard_cc	term_jaccard_cc	term_jaccard_cc	3	0.1	200	0	99f7916e8b50	8fe0f8cbfd8d	09d2544a9ea7	0.546875	3	3	term_survival:min
M0db98f3d9af0	2	6	27	['60', '71', '5290', '3728', '6667', '6711', '1500', '667', '1000', '3609']	['fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS', 'fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_CELL_CELL_COMMUNICATION', 'fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_CELL_CELL_JUNCTION_ORGANIZATION', 'fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_CELL_JUNCTION_ORGANIZATION', 'fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION', 'fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_TIGHT_JUNCTION_INTERACTIONS']	60;71;5290;3728;6667;6711;1500;667;1000;3609	fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS;fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_CELL_CELL_COMMUNICATION;fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_CELL_CELL_JUNCTION_ORGANIZATION;fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_CELL_JUNCTION_ORGANIZATION;fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION;fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_TIGHT_JUNCTION_INTERACTIONS	term_jaccard_cc	term_jaccard_cc	term_jaccard_cc	3	0.1	200	0	c0bae55fd258	fecaf275532b	0db98f3d9af0	0.59375	6	6	term_survival:min
M0f76c07db93c	3	1	16	['9037', '11093', '7057', '10417', '9507', '10418', '11095', '11096', '11173', '11174']	['fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS']	9037;11093;7057;10417;9507;10418;11095;11096;11173;11174	fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS	term_jaccard_cc	term_jaccard_cc	term_jaccard_cc	3	0.1	200	0	ffc54586950f	242df516e7e4	0f76c07db93c	0.953125	1	1	term_survival:min
M1163839f5517	4	1	12	['1026', '4609', '2064', '3815', '4869', '7422', '7913', '1081', '4839', '10370']	['fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_TRANSCRIPTIONAL_REGULATION_BY_THE_AP_2_TFAP2_FAMILY_OF_TRANSCRIPTION_FACTORS']	1026;4609;2064;3815;4869;7422;7913;1081;4839;10370	fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_TRANSCRIPTIONAL_REGULATION_BY_THE_AP_2_TFAP2_FAMILY_OF_TRANSCRIPTION_FACTORS	term_jaccard_cc	term_jaccard_cc	term_jaccard_cc	3	0.1	200	0	ba92cb4b8eeb	e7dbdd9351f8	1163839f5517	0.890625	1	1	term_survival:min
M19739bf5ea1e	5	1	8	['7225', '998', '6585', '5781', '6477', '7223', '8633', '7220']	['fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_NETRIN_1_SIGNALING']	7225;998;6585;5781;6477;7223;8633;7220	fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_NETRIN_1_SIGNALING	term_jaccard_cc	term_jaccard_cc	term_jaccard_cc	3	0.1	200	0	73266842eed9	490dc6b4d337	19739bf5ea1e	0.84375	1	1	term_survival:min
M19ab505dffb2	6	1	5	['5194', '5195', '224', '8799', '9409']	['fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_CLASS_I_PEROXISOMAL_MEMBRANE_PROTEIN_IMPORT']	5194;5195;224;8799;9409	fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_CLASS_I_PEROXISOMAL_MEMBRANE_PROTEIN_IMPORT	term_jaccard_cc	term_jaccard_cc	term_jaccard_cc	3	0.1	200	0	f1d28631ea4f	7bcff3b5ba04	19ab505dffb2	0.921875	1	1	term_survival:min
M1faf37b047ae	7	1	3	['929', '8772', '356']	['fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY']	929;8772;356	fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY	term_jaccard_cc	term_jaccard_cc	term_jaccard_cc	3	0.1	200	0	758a54215dfa	ab937a549a39	1faf37b047ae	0.78125	1	1	term_survival:min
M202452d94517	8	1	4	['4548', '2806', '4507', '6821']	['fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_SULFUR_AMINO_ACID_METABOLISM']	4548;2806;4507;6821	fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_SULFUR_AMINO_ACID_METABOLISM	term_jaccard_cc	term_jaccard_cc	term_jaccard_cc	3	0.1	200	0	8ce27d5b2c16	c7bad933d5ae	202452d94517	0.640625	1	1	term_survival:min
M24bce7be9cde	9	1	19	['7076', '2357', '3553', '6363', '6364', '3554', '1437', '1440', '3557', '3588']	['fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_INTERLEUKIN_10_SIGNALING']	7076;2357;3553;6363;6364;3554;1437;1440;3557;3588	fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_INTERLEUKIN_10_SIGNALING	term_jaccard_cc	term_jaccard_cc	term_jaccard_cc	3	0.1	200	0	ee107d198938	77516ab96e35	24bce7be9cde	0.84375	1	1	term_survival:min
M250f37683697	10	1	4	['3265', '5062', '3385', '5971']	['fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_CD209_DC_SIGN_SIGNALING']	3265;5062;3385;5971	fgsea_msigdb_C2_CP_REACTOME_entrez:REACTOME_CD209_DC_SIGN_SIGNALING	term_jaccard_cc	term_jaccard_cc	term_jaccard_cc	3	0.1	200	0	defa4dc6d2a0	48d38eb7643a	250f37683697	0.765625	1	1	term_survival:min
