term_id	term_name	source	stat	qval	direction	evidence_genes	group_id	invalid_reason	is_summary	is_valid	pval	pval_provided	pval_source	qval_provided	qval_source	term_id_salvaged	term_name_salvaged
REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_PIWI_INTERACTING_RNAS_PIRNAS	REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_PIWI_INTERACTING_RNAS_PIRNAS	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.97111632546458	0.0269598280483218	down	8331;8344;6602;5977;8368;8360;6601;8359;8340;8350;9275;8335;8354;8367;6603;86;8370;8341;8193;605;3018;8363;3013;8365;8343;9219			False	True		False	missing	True	qval	False	False
REACTOME_ATP_DEPENDENT_CHROMATIN_REMODELERS	REACTOME_ATP_DEPENDENT_CHROMATIN_REMODELERS	fgsea_msigdb_C2_CP_REACTOME_entrez	-2.06534944354226	0.0329661683404831	down	6602;5977;6601;9275;6603;86;8193;605			False	True		False	missing	True	qval	False	False
REACTOME_FORMATION_OF_NEURONAL_PROGENITOR_AND_NEURONAL_BAF_NPBAF_AND_NBAF	REACTOME_FORMATION_OF_NEURONAL_PROGENITOR_AND_NEURONAL_BAF_NPBAF_AND_NBAF	fgsea_msigdb_C2_CP_REACTOME_entrez	-2.06534944354226	0.0329661683404831	down	6602;5977;6601;9275;6603;86;8193;605			False	True		False	missing	True	qval	False	False
REACTOME_RMTS_METHYLATE_HISTONE_ARGININES	REACTOME_RMTS_METHYLATE_HISTONE_ARGININES	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.96063899927708	0.0329661683404831	down	8331;6602;3276;8332;8368;8360;8330;6601;8359;8350;8335;8354;1019;8367;6603;86;8370;8363;3013;8365			False	True		False	missing	True	qval	False	False
REACTOME_PRC2_METHYLATES_HISTONES_AND_DNA	REACTOME_PRC2_METHYLATES_HISTONES_AND_DNA	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.90312855289708	0.0329661683404831	down	8331;8344;8368;8360;8359;8340;8350;5252;8335;8354;8367;8370;8341;3018;8363;3013;1789;8365;8343;8355;3720;8366			False	True		False	missing	True	qval	False	False
REACTOME_DNA_METHYLATION	REACTOME_DNA_METHYLATION	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.85838387268796	0.0329661683404831	down	8331;8344;8368;8360;8359;8340;8350;8335;8354;8367;8370;8341;3018;8363;3013;1789;8365;8343;8355;8366			False	True		False	missing	True	qval	False	False
REACTOME_HCMV_LATE_EVENTS	REACTOME_HCMV_LATE_EVENTS	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.84154012167719	0.0329661683404831	down	11097;8331;8344;8332;8368;8360;5119;8330;4927;8359;8340;8350;8335;8354;8367;8370;8341;3018;8363;3013;9972;8365;8343;11267;8355;8366;7175;1052;8336;9818;10762;8329;8021			False	True		False	missing	True	qval	False	False
REACTOME_HCMV_EARLY_EVENTS	REACTOME_HCMV_EARLY_EVENTS	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.83609942872108	0.0329661683404831	down	11097;8331;8344;10376;1783;5371;8332;8368;8360;8330;4927;8359;8340;8350;8335;8354;8367;8370;8341;3018;8363;3013;2002;9972;8365;8343;8355;7280;8366;7175;9612;10381;8336;9818;10762;8841;8329;8021;7846			False	True		False	missing	True	qval	False	False
REACTOME_HCMV_INFECTION	REACTOME_HCMV_INFECTION	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.79881044394656	0.0329661683404831	down	11097;8331;8344;10376;1783;5371;8332;8368;8360;5119;8330;4927;8359;8340;8350;8335;8354;8367;8370;8341;3018;8363;3013;2002;9972;8365;8343;11267;8355;7280;8366;7175;9612;1052;10381;8336;9818;10762;8841;8329;8021;7846			False	True		False	missing	True	qval	False	False
REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP	REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.77803944886558	0.0329661683404831	down	8331;8344;6233;1031;1029;8368;8360;6196;8359;8340;8350;8335;8354;1019;8367;8370;8341;6195;3018;1032;8363;3013;8365;1021;8343;8355;3725;11065;8366;3569			False	True		False	missing	True	qval	False	False
REACTOME_AMYLOID_FIBER_FORMATION	REACTOME_AMYLOID_FIBER_FORMATION	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.77253515991818	0.0329661683404831	down	8331;8344;6288;6233;8368;8360;796;8359;6622;8340;8350;8335;8354;1471;8367;5045;8370;9445;8341;10098;3018;8363;3013;4878;8365;8343;8355;5617;6653;3339;8366;9246;6406			False	True		False	missing	True	qval	False	False
REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS	REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.77246475910582	0.0329661683404831	down	8331;8344;6602;5977;8368;8360;6601;8359;8340;8350;9275;8335;8354;8367;6603;86;8370;8341;8193;605;3018;7767;8363;3013;8365;8343;9219			False	True		False	missing	True	qval	False	False
REACTOME_FORMATION_OF_THE_EMBRYONIC_STEM_CELL_BAF_ESBAF_COMPLEX	REACTOME_FORMATION_OF_THE_EMBRYONIC_STEM_CELL_BAF_ESBAF_COMPLEX	fgsea_msigdb_C2_CP_REACTOME_entrez	-2.01852385328419	0.0338770340553672	down	6602;5977;6601;9275;6603;86;605			False	True		False	missing	True	qval	False	False
REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3	REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.85940045427918	0.0338770340553672	down	8331;8344;8368;8360;8359;8340;8350;8335;8354;8367;8370;8341;3018;8363;3013;8365;8343;8355;5585;8366;354;10499			False	True		False	missing	True	qval	False	False
REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE	REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.80928046163918	0.0338770340553672	down	8331;8344;8368;8360;11335;8359;2965;8340;8350;8335;1022;8354;10849;8367;7343;8370;8341;3018;8363;3013;2071;8365;8343			False	True		False	missing	True	qval	False	False
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.80282382203986	0.0338770340553672	down	11097;8331;8344;5430;8368;8360;4927;8359;8340;8350;8335;8354;5438;8367;8370;8341;3018;8363;3013;9972;5901;8365;8343;8355;8366;7175;5433			False	True		False	missing	True	qval	False	False
REACTOME_GENE_SILENCING_BY_RNA	REACTOME_GENE_SILENCING_BY_RNA	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.72225845404624	0.0338770340553672	down	11097;8331;8344;5430;8368;8360;4927;8359;8340;8350;8335;8354;5438;8367;8370;8341;3018;6895;8363;3013;9972;5901;8365;8343;8355;7257;8366;7175;5433			False	True		False	missing	True	qval	False	False
