term_uid	gene_id	weight	gene_term_degree	term_gene_degree
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	10124	1.0	1	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	1031	1.0	3	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	10313	1.0	1	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	10400	1.0	1	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	10449	1.0	3	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	112	1.0	2	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	1149	1.0	1	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	1282	1.0	2	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	1306	1.0	1	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	1337	1.0	2	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	1349	1.0	2	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	1537	1.0	2	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	1647	1.0	4	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	1737	1.0	2	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	217	1.0	1	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	2184	1.0	1	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	334	1.0	1	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	3419	1.0	2	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	3679	1.0	2	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	3991	1.0	1	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	4023	1.0	3	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	4199	1.0	2	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	4259	1.0	3	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	4713	1.0	2	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	4722	1.0	2	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	5860	1.0	2	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	604	1.0	2	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	6239	1.0	1	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	6390	1.0	2	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	7086	1.0	1	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	7423	1.0	1	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	7905	1.0	1	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	8404	1.0	1	34
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	847	1.0	4	34
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	10225	1.0	1	37
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	1029	1.0	2	37
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	11184	1.0	1	37
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	1615	1.0	1	37
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	207	1.0	3	37
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	2213	1.0	1	37
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	2268	1.0	1	37
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	2316	1.0	2	37
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	3112	1.0	1	37
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	3122	1.0	1	37
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	3455	1.0	1	37
