term_uid	module_id
fgsea_msigdb_C5_GO_BP_entrez:GOBP_3_UTR_MEDIATED_MRNA_STABILIZATION	M3b8e080d4056
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACETYL_COA_METABOLIC_PROCESS	M3b8e080d4056
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACIDIC_AMINO_ACID_TRANSPORT	M3b8e080d4056
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACID_SECRETION	M3b8e080d4056
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACROSOME_REACTION	M9a8b0385563a
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACTIN_FILAMENT_BASED_MOVEMENT	M9a8b0385563a
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACTIN_FILAMENT_BASED_PROCESS	M9a8b0385563a
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACTIN_FILAMENT_BUNDLE_ORGANIZATION	M9a8b0385563a
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACTIN_FILAMENT_DEPOLYMERIZATION	M9a8b0385563a
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACTIN_FILAMENT_ORGANIZATION	M9a8b0385563a
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACTIN_FILAMENT_POLYMERIZATION	M9a8b0385563a
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACTIN_MEDIATED_CELL_CONTRACTION	M9a8b0385563a
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACTIN_MYOSIN_FILAMENT_SLIDING	M9a8b0385563a
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACTIN_NUCLEATION	M9a8b0385563a
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION	M9a8b0385563a
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACTION_POTENTIAL	M9a8b0385563a
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACTIVATED_T_CELL_PROLIFERATION	M9a8b0385563a
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACTIVATION_OF_IMMUNE_RESPONSE	M3b8e080d4056
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE	M3b8e080d4056
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY	M9a8b0385563a
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY	M3b8e080d4056
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION	M9a8b0385563a
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACUTE_INFLAMMATORY_RESPONSE	M9a8b0385563a
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	M9a8b0385563a
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACUTE_PHASE_RESPONSE	M9a8b0385563a
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACYLGLYCEROL_HOMEOSTASIS	M3b8e080d4056
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ACYL_COA_METABOLIC_PROCESS	M3b8e080d4056
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ADAPTIVE_IMMUNE_RESPONSE	M9a8b0385563a
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS	M3b8e080d4056
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ADAPTIVE_THERMOGENESIS	M3b8e080d4056
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ADENYLATE_CYCLASE_ACTIVATING_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY	M3b8e080d4056
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	M3b8e080d4056
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	M3b8e080d4056
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	M3b8e080d4056
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ADHERENS_JUNCTION_ORGANIZATION	M3b8e080d4056
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ADIPOSE_TISSUE_DEVELOPMENT	M9a8b0385563a
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ADRENAL_GLAND_DEVELOPMENT	M3b8e080d4056
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY	M3b8e080d4056
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ADULT_BEHAVIOR	M3b8e080d4056
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ADULT_LOCOMOTORY_BEHAVIOR	M3b8e080d4056
fgsea_msigdb_C5_GO_BP_entrez:GOBP_AEROBIC_RESPIRATION	M9a8b0385563a
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ALCOHOL_BIOSYNTHETIC_PROCESS	M3b8e080d4056
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ALCOHOL_CATABOLIC_PROCESS	M9a8b0385563a
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ALCOHOL_METABOLIC_PROCESS	M3b8e080d4056
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ALDEHYDE_METABOLIC_PROCESS	M3b8e080d4056
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ALPHA_AMINO_ACID_BIOSYNTHETIC_PROCESS	M3b8e080d4056
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ALPHA_AMINO_ACID_METABOLIC_PROCESS	M3b8e080d4056
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ALPHA_BETA_T_CELL_ACTIVATION	M3b8e080d4056
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ALPHA_BETA_T_CELL_DIFFERENTIATION	M3b8e080d4056
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ALPHA_BETA_T_CELL_PROLIFERATION	M3b8e080d4056
fgsea_msigdb_C5_GO_BP_entrez:GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME	M9a8b0385563a
fgsea_msigdb_C5_GO_BP_entrez:GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION	M3b8e080d4056
fgsea_msigdb_C5_GO_BP_entrez:GOBP_AMELOGENESIS	M9a8b0385563a
fgsea_msigdb_C5_GO_BP_entrez:GOBP_AMIDE_BIOSYNTHETIC_PROCESS	M3b8e080d4056
fgsea_msigdb_C5_GO_BP_entrez:GOBP_AMIDE_METABOLIC_PROCESS	M3b8e080d4056
fgsea_msigdb_C5_GO_BP_entrez:GOBP_AMIDE_TRANSPORT	M3b8e080d4056
fgsea_msigdb_C5_GO_BP_entrez:GOBP_AMINE_BIOSYNTHETIC_PROCESS	M3b8e080d4056
fgsea_msigdb_C5_GO_BP_entrez:GOBP_AMINE_METABOLIC_PROCESS	M3b8e080d4056
fgsea_msigdb_C5_GO_BP_entrez:GOBP_AMINE_TRANSPORT	M3b8e080d4056
fgsea_msigdb_C5_GO_BP_entrez:GOBP_AMINOGLYCAN_BIOSYNTHETIC_PROCESS	M9a8b0385563a
fgsea_msigdb_C5_GO_BP_entrez:GOBP_AMINOGLYCAN_CATABOLIC_PROCESS	M9a8b0385563a
fgsea_msigdb_C5_GO_BP_entrez:GOBP_AMINOGLYCAN_METABOLIC_PROCESS	M9a8b0385563a
fgsea_msigdb_C5_GO_BP_entrez:GOBP_AMINO_ACID_ACTIVATION	M9a8b0385563a
fgsea_msigdb_C5_GO_BP_entrez:GOBP_AMINO_ACID_BIOSYNTHETIC_PROCESS	M3b8e080d4056
fgsea_msigdb_C5_GO_BP_entrez:GOBP_AMINO_ACID_CATABOLIC_PROCESS	M3b8e080d4056
fgsea_msigdb_C5_GO_BP_entrez:GOBP_AMINO_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE	M3b8e080d4056
fgsea_msigdb_C5_GO_BP_entrez:GOBP_AMINO_ACID_METABOLIC_PROCESS	M3b8e080d4056
fgsea_msigdb_C5_GO_BP_entrez:GOBP_AMINO_ACID_TRANSMEMBRANE_TRANSPORT	M3b8e080d4056
fgsea_msigdb_C5_GO_BP_entrez:GOBP_AMINO_ACID_TRANSPORT	M3b8e080d4056
fgsea_msigdb_C5_GO_BP_entrez:GOBP_AMINO_SUGAR_METABOLIC_PROCESS	M3b8e080d4056
