raw_index	term_id	term_name	source	stat	qval	direction	evidence_genes	pval	is_summary	group_id	term_id_salvaged	term_name_salvaged	evidence_genes_str	is_valid	invalid_reason	qval_source	qval_provided	pval_source	pval_provided	distill_seed	evidence_genes_was_list	n_evidence_genes	masked_genes_count	term_row_id	term_uid	distill_semantics	distill_track_hash_drift	distill_gene_pool_n	distill_gene_pool_is_masked	distill_trust_input_survival	distill_min_genes_effective_per_term	term_survival_input	term_survival_computed	term_survival_n_ok	term_survival_n_total	term_survival_source	term_survival	term_gene_set_hash	term_survival_agg	term_hash_drift_rate	distill_loo_is_proxy	distill_n_perturb	distill_gene_dropout_p	distill_gene_jitter_p	distill_evidence_jaccard_min	distill_evidence_recall_min	distill_evidence_precision_min	distill_min_keep_frac	distill_min_evidence_genes_effective	distill_perturb_rescue	term_survival_mean_jaccard	term_survival_mean_recall	term_survival_mean_precision	gene_survival	keep_term	keep_reason	distill_pre_gate_mode	distill_pre_gate_tau	module_id	module_id_missing	module_survival	module_survival_n_ok	module_survival_n_total	module_survival_source
0	KEGG_MEDICUS_REFERENCE_CXCR4_GNB_G_PLCB_PKC_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_CXCR4_GNB_G_PLCB_PKC_SIGNALING_PATHWAY	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	1.72384938614887	0.525656512707469	up	['2786', '2185', '2785', '2783', '6387', '1398', '2788', '5747', '2782', '5829', '2787']		False		False	False	2786;2185;2785;2783;6387;1398;2788;5747;2782;5829;2787	True		qval	True	missing	False	42	True	11	0	0	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez:KEGG_MEDICUS_REFERENCE_CXCR4_GNB_G_PLCB_PKC_SIGNALING_PATHWAY	evidence_perturb	True	448	True	False	1		0.890625	57	64	computed	0.890625	ef75467f43f9	0.890625	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8190104166666667	0.8934659090909092	0.9064247384559885	0.890625	True	ok	off		M1ae3875d2ed5	False	0.75	35	35	term_survival:min
1	KEGG_MEDICUS_REFERENCE_CARDIAC_TYPE_VGCC_RYR_SIGNALING	KEGG_MEDICUS_REFERENCE_CARDIAC_TYPE_VGCC_RYR_SIGNALING	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	-1.67478005564643	0.649987629886195	down	['444', '784', '844', '10345']		False		False	False	444;784;844;10345	True		qval	True	missing	False	42	True	4	0	1	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez:KEGG_MEDICUS_REFERENCE_CARDIAC_TYPE_VGCC_RYR_SIGNALING	evidence_perturb	True	448	True	False	1		0.71875	46	64	computed	0.71875	7eb9a74d558a	0.71875	0.28125	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.921875	0.921875	1.0	0.71875	True	ok	off		M747adb2294b5	False	0.703125	2	2	term_survival:min
2	KEGG_MEDICUS_REFERENCE_CCR_CXCR_GNB_G_PI3K_RAC_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_CCR_CXCR_GNB_G_PI3K_RAC_SIGNALING_PATHWAY	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	1.63586743104012	0.649987629886195	up	['2786', '2785', '1237', '2783', '2788', '3576', '2782', '1232', '2787', '2792', '3579', '5879']		False		False	False	2786;2785;1237;2783;2788;3576;2782;1232;2787;2792;3579;5879	True		qval	True	missing	False	42	True	12	0	2	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez:KEGG_MEDICUS_REFERENCE_CCR_CXCR_GNB_G_PI3K_RAC_SIGNALING_PATHWAY	evidence_perturb	True	448	True	False	1		0.984375	63	64	computed	0.984375	9de9dfab2396	0.984375	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8605769230769231	0.9322916666666666	0.9175717511655013	0.984375	True	ok	off		M1ae3875d2ed5	False	0.75	35	35	term_survival:min
3	KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_JNK_SIGNALING_PATHWAY	KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_JNK_SIGNALING_PATHWAY	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	1.60064000160615	0.649987629886195	up	['2786', '2785', '2783', '3569', '2788', '3576', '2782', '2787', '4790', '2792', '5879', '5970']		False		False	False	2786;2785;2783;3569;2788;3576;2782;2787;4790;2792;5879;5970	True		qval	True	missing	False	42	True	12	0	3	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez:KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_JNK_SIGNALING_PATHWAY	evidence_perturb	True	448	True	False	1		0.9375	60	64	computed	0.9375	de207bcb6cb8	0.9375	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8425480769230769	0.9127604166666667	0.9158344259906761	0.9375	True	ok	off		M1ae3875d2ed5	False	0.75	35	35	term_survival:min
4	KEGG_MEDICUS_REFERENCE_CD80_CD86_CTLA4_PP2A_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_CD80_CD86_CTLA4_PP2A_SIGNALING_PATHWAY	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	-1.59488598514611	0.649987629886195	down	['5523', '5519', '941', '1493', '10000', '5518', '5526', '5521', '942', '5528']		False		False	False	5523;5519;941;1493;10000;5518;5526;5521;942;5528	True		qval	True	missing	False	42	True	10	0	4	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez:KEGG_MEDICUS_REFERENCE_CD80_CD86_CTLA4_PP2A_SIGNALING_PATHWAY	evidence_perturb	True	448	True	False	1		0.9375	60	64	computed	0.9375	46937bc0ff4b	0.9375	0.71875	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8828125	0.8828125	1.0	0.9375	True	ok	off		M6889dc488967	False	0.859375	2	2	term_survival:min
5	KEGG_MEDICUS_PATHOGEN_HCMV_US28_TO_GNB_G_PI3K_NFKB_SIGNALING_PATHWAY	KEGG_MEDICUS_PATHOGEN_HCMV_US28_TO_GNB_G_PI3K_NFKB_SIGNALING_PATHWAY	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	1.57723702996371	0.649987629886195	up	['2786', '2785', '3551', '2783', '3569', '5291', '2788', '3576', '2782', '2787', '5293', '4790', '2792']		False		False	False	2786;2785;3551;2783;3569;5291;2788;3576;2782;2787;5293;4790;2792	True		qval	True	missing	False	42	True	13	0	5	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez:KEGG_MEDICUS_PATHOGEN_HCMV_US28_TO_GNB_G_PI3K_NFKB_SIGNALING_PATHWAY	evidence_perturb	True	448	True	False	1		0.953125	61	64	computed	0.953125	376b0411b22d	0.953125	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8515625	0.9170673076923077	0.9221342893217894	0.953125	True	ok	off		M1ae3875d2ed5	False	0.75	35	35	term_survival:min
6	KEGG_MEDICUS_REFERENCE_VGCC_CA2_APOPTOTIC_PATHWAY	KEGG_MEDICUS_REFERENCE_VGCC_CA2_APOPTOTIC_PATHWAY	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	1.55152907990061	0.649987629886195	up	['8913', '7419', '7416', '779', '842', '8911', '292', '293', '840', '8912', '317', '7417']		False		False	False	8913;7419;7416;779;842;8911;292;293;840;8912;317;7417	True		qval	True	missing	False	42	True	12	0	6	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez:KEGG_MEDICUS_REFERENCE_VGCC_CA2_APOPTOTIC_PATHWAY	evidence_perturb	True	448	True	False	1		0.828125	53	64	computed	0.828125	6ec3aeff7f78	0.828125	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8257211538461539	0.89453125	0.9138017798174048	0.828125	True	ok	off		M11941553bdb7	False	0.6875	8	8	term_survival:min
7	KEGG_MEDICUS_REFERENCE_CXCR_GNB_G_PI3K_AKT_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_CXCR_GNB_G_PI3K_AKT_SIGNALING_PATHWAY	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	1.52806371126987	0.649987629886195	up	['2786', '2785', '2783', '2788', '3576', '2782', '2787', '2792', '3579']		False		False	False	2786;2785;2783;2788;3576;2782;2787;2792;3579	True		qval	True	missing	False	42	True	9	0	7	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez:KEGG_MEDICUS_REFERENCE_CXCR_GNB_G_PI3K_AKT_SIGNALING_PATHWAY	evidence_perturb	True	448	True	False	1		0.75	48	64	computed	0.75	225cbdc9a0d5	0.75	0.609375	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.890625	0.890625	1.0	0.75	True	ok	off		M1ae3875d2ed5	False	0.75	35	35	term_survival:min
8	KEGG_MEDICUS_REFERENCE_CXCR_GNB_G_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_CXCR_GNB_G_ERK_SIGNALING_PATHWAY	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	1.52544660666491	0.649987629886195	up	['2786', '3265', '2785', '2783', '2788', '3576', '2782', '2787', '2792', '3579', '3845']		False		False	False	2786;3265;2785;2783;2788;3576;2782;2787;2792;3579;3845	True		qval	True	missing	False	42	True	11	0	8	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez:KEGG_MEDICUS_REFERENCE_CXCR_GNB_G_ERK_SIGNALING_PATHWAY	evidence_perturb	True	448	True	False	1		0.921875	59	64	computed	0.921875	e95a8ecbfa7f	0.921875	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8424479166666667	0.9190340909090909	0.9092881944444445	0.921875	True	ok	off		M1ae3875d2ed5	False	0.75	35	35	term_survival:min
9	KEGG_MEDICUS_REFERENCE_CXCR4_GNB_G_RAC_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_CXCR4_GNB_G_RAC_SIGNALING_PATHWAY	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	1.52036620422392	0.649987629886195	up	['2786', '2785', '5058', '2783', '6387', '2788', '5880', '2782', '2787', '2792', '5879']		False		False	False	2786;2785;5058;2783;6387;2788;5880;2782;2787;2792;5879	True		qval	True	missing	False	42	True	11	0	9	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez:KEGG_MEDICUS_REFERENCE_CXCR4_GNB_G_RAC_SIGNALING_PATHWAY	evidence_perturb	True	448	True	False	1		0.921875	59	64	computed	0.921875	511e59ea9159	0.921875	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8333333333333334	0.9090909090909092	0.9082149621212122	0.921875	True	ok	off		M1ae3875d2ed5	False	0.75	35	35	term_survival:min
10	KEGG_MEDICUS_REFERENCE_CYTOKINE_JAK_STAT_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_CYTOKINE_JAK_STAT_SIGNALING_PATHWAY	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	1.49073258536579	0.649987629886195	up	['3592', '3569', '3560', '3568', '3558', '3561', '5292', '2057', '3601', '3459', '3566', '3574', '3559', '3567', '3572', '3593', '6778', '3563', '3454', '1439', '3575']		False		False	False	3592;3569;3560;3568;3558;3561;5292;2057;3601;3459;3566;3574;3559;3567;3572;3593;6778;3563;3454;1439;3575	True		qval	True	missing	False	42	True	21	0	10	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez:KEGG_MEDICUS_REFERENCE_CYTOKINE_JAK_STAT_SIGNALING_PATHWAY	evidence_perturb	True	448	True	False	1		0.9375	60	64	computed	0.9375	25e598d7c815	0.9375	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8565340909090908	0.8973214285714286	0.9493518648238801	0.9375	True	ok	off		M1ae3875d2ed5	False	0.75	35	35	term_survival:min
11	KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_ERK_SIGNALING_PATHWAY	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	1.47390651718677	0.649987629886195	up	['2786', '3091', '3265', '2785', '5155', '2783', '2788', '2782', '2787', '2792', '3845', '285']		False		False	False	2786;3091;3265;2785;5155;2783;2788;2782;2787;2792;3845;285	True		qval	True	missing	False	42	True	12	0	11	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez:KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_ERK_SIGNALING_PATHWAY	evidence_perturb	True	448	True	False	1		0.84375	54	64	computed	0.84375	3b39e61841d8	0.84375	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8161057692307693	0.8841145833333333	0.9131234217171719	0.84375	True	ok	off		M1ae3875d2ed5	False	0.75	35	35	term_survival:min
