term_id	term_name	source	stat	qval	direction	evidence_genes	group_id	invalid_reason	is_summary	is_valid	pval	pval_provided	pval_source	qval_provided	qval_source	term_id_salvaged	term_name_salvaged
KEGG_MEDICUS_REFERENCE_CXCR4_GNB_G_PLCB_PKC_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_CXCR4_GNB_G_PLCB_PKC_SIGNALING_PATHWAY	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	1.72384938614887	0.525656512707469	up	2786;2185;2785;2783;6387;1398;2788;5747;2782;5829;2787			False	True		False	missing	True	qval	False	False
KEGG_MEDICUS_REFERENCE_CARDIAC_TYPE_VGCC_RYR_SIGNALING	KEGG_MEDICUS_REFERENCE_CARDIAC_TYPE_VGCC_RYR_SIGNALING	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	-1.67478005564643	0.649987629886195	down	444;784;844;10345			False	True		False	missing	True	qval	False	False
KEGG_MEDICUS_REFERENCE_CCR_CXCR_GNB_G_PI3K_RAC_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_CCR_CXCR_GNB_G_PI3K_RAC_SIGNALING_PATHWAY	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	1.63586743104012	0.649987629886195	up	2786;2785;1237;2783;2788;3576;2782;1232;2787;2792;3579;5879			False	True		False	missing	True	qval	False	False
KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_JNK_SIGNALING_PATHWAY	KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_JNK_SIGNALING_PATHWAY	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	1.60064000160615	0.649987629886195	up	2786;2785;2783;3569;2788;3576;2782;2787;4790;2792;5879;5970			False	True		False	missing	True	qval	False	False
KEGG_MEDICUS_REFERENCE_CD80_CD86_CTLA4_PP2A_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_CD80_CD86_CTLA4_PP2A_SIGNALING_PATHWAY	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	-1.59488598514611	0.649987629886195	down	5523;5519;941;1493;10000;5518;5526;5521;942;5528			False	True		False	missing	True	qval	False	False
KEGG_MEDICUS_PATHOGEN_HCMV_US28_TO_GNB_G_PI3K_NFKB_SIGNALING_PATHWAY	KEGG_MEDICUS_PATHOGEN_HCMV_US28_TO_GNB_G_PI3K_NFKB_SIGNALING_PATHWAY	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	1.57723702996371	0.649987629886195	up	2786;2785;3551;2783;3569;5291;2788;3576;2782;2787;5293;4790;2792			False	True		False	missing	True	qval	False	False
KEGG_MEDICUS_REFERENCE_VGCC_CA2_APOPTOTIC_PATHWAY	KEGG_MEDICUS_REFERENCE_VGCC_CA2_APOPTOTIC_PATHWAY	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	1.55152907990061	0.649987629886195	up	8913;7419;7416;779;842;8911;292;293;840;8912;317;7417			False	True		False	missing	True	qval	False	False
KEGG_MEDICUS_REFERENCE_CXCR_GNB_G_PI3K_AKT_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_CXCR_GNB_G_PI3K_AKT_SIGNALING_PATHWAY	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	1.52806371126987	0.649987629886195	up	2786;2785;2783;2788;3576;2782;2787;2792;3579			False	True		False	missing	True	qval	False	False
KEGG_MEDICUS_REFERENCE_CXCR_GNB_G_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_CXCR_GNB_G_ERK_SIGNALING_PATHWAY	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	1.52544660666491	0.649987629886195	up	2786;3265;2785;2783;2788;3576;2782;2787;2792;3579;3845			False	True		False	missing	True	qval	False	False
KEGG_MEDICUS_REFERENCE_CXCR4_GNB_G_RAC_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_CXCR4_GNB_G_RAC_SIGNALING_PATHWAY	fgsea_msigdb_C2_CP_KEGG_MEDICUS_entrez	1.52036620422392	0.649987629886195	up	2786;2785;5058;2783;6387;2788;5880;2782;2787;2792;5879			False	True		False	missing	True	qval	False	False
