term_id	term_name	source	stat	qval	direction	evidence_genes	group_id	invalid_reason	is_summary	is_valid	pval	pval_provided	pval_source	qval_provided	qval_source	term_id_salvaged	term_name_salvaged
REACTOME_CD209_DC_SIGN_SIGNALING	REACTOME_CD209_DC_SIGN_SIGNALING	fgsea_msigdb_C2_CP_REACTOME_entrez	1.79224753309332	0.82	up	5063;3265;5058;9252;3384;3385;2534;4067;4790;5970;3845			False	True		False	missing	True	qval	False	False
REACTOME_G_PROTEIN_ACTIVATION	REACTOME_G_PROTEIN_ACTIVATION	fgsea_msigdb_C2_CP_REACTOME_entrez	1.68835034282317	0.82	up	2786;2785;2783;4988;2788;2782;2787;2769;5443;2792			False	True		False	missing	True	qval	False	False
REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_DREAM_COMPLEX	REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_DREAM_COMPLEX	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.68690970363871	0.82	down	1874;4149;7027;7029;1869;993			False	True		False	missing	True	qval	False	False
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12	REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12	fgsea_msigdb_C2_CP_REACTOME_entrez	1.67555213667597	0.82	up	2786;2785;2773;2783;2788;2782;2787;2792;2770			False	True		False	missing	True	qval	False	False
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_CDC42	REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_CDC42	fgsea_msigdb_C2_CP_REACTOME_entrez	1.67037693063109	0.82	up	2786;2785;5058;2783;998;2788;2782;2787;2792			False	True		False	missing	True	qval	False	False
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	fgsea_msigdb_C2_CP_REACTOME_entrez	1.66677967707488	0.82	up	2923;5289;6891;3106;8678;9632;3309;9871;3135			False	True		False	missing	True	qval	False	False
REACTOME_NEGATIVE_REGULATION_OF_FGFR1_SIGNALING	REACTOME_NEGATIVE_REGULATION_OF_FGFR1_SIGNALING	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.66479274807194	0.82	down	2251;9365;2250;673;2255;2249;2247;3730;2253;10253;5518;5781;8074;6233			False	True		False	missing	True	qval	False	False
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	fgsea_msigdb_C2_CP_REACTOME_entrez	1.66362474629199	0.82	up	1515;3108;10671;10112;3118;3796;3831;3902;3799;1520;10053;1785;3120;1173;9632;11004;6456;3111;9871;6712;3112;8907;972;1509;1639;7277;1519;3125;1783;1759;375			False	True		False	missing	True	qval	False	False
REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION	REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION	fgsea_msigdb_C2_CP_REACTOME_entrez	1.64847277893128	0.82	up	2786;2785;112;152;2783;2788;2782;2787;111;2792;2770			False	True		False	missing	True	qval	False	False
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_THE_AP_2_TFAP2_FAMILY_OF_TRANSCRIPTION_FACTORS	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_THE_AP_2_TFAP2_FAMILY_OF_TRANSCRIPTION_FACTORS	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.61359819068566	0.82	down	2064;348;7039;4839;5308;7329;4869;2033			False	True		False	missing	True	qval	False	False
