term_id	term_name	source	stat	qval	direction	evidence_genes	group_id	invalid_reason	is_summary	is_valid	pval	pval_provided	pval_source	qval_provided	qval_source	term_id_salvaged	term_name_salvaged
REACTOME_MICRORNA_MIRNA_BIOGENESIS	REACTOME_MICRORNA_MIRNA_BIOGENESIS	fgsea_msigdb_C2_CP_REACTOME_entrez	2.07735277711074	0.0989636172331026	up	5440;5437;5434;5435;5436;5432;5431;5430;5439			False	True		False	missing	True	qval	False	False
REACTOME_CARGO_TRAFFICKING_TO_THE_PERICILIARY_MEMBRANE	REACTOME_CARGO_TRAFFICKING_TO_THE_PERICILIARY_MEMBRANE	fgsea_msigdb_C2_CP_REACTOME_entrez	1.99930945782881	0.109842145728566	up	8195;582;5310;10694;11336;6950;8729;403;6753;1258;6010;5311;1260;6608			False	True		False	missing	True	qval	False	False
REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX	REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX	fgsea_msigdb_C2_CP_REACTOME_entrez	1.95513930323071	0.109842145728566	up	5440;5437;5434;5435;5436;5432;6829;2967;5431;7469;5430;1022;5439;6827			False	True		False	missing	True	qval	False	False
REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	fgsea_msigdb_C2_CP_REACTOME_entrez	1.94984869850972	0.109842145728566	up	5440;5437;5434;5435;5436;5432;6829;5431;7469;5430;5439;6827			False	True		False	missing	True	qval	False	False
REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS	REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS	fgsea_msigdb_C2_CP_REACTOME_entrez	1.94209029226858	0.109842145728566	up	5440;5437;4928;5434;5435;5436;5432;4927;5431;5430;10762;5439			False	True		False	missing	True	qval	False	False
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G2_CELL_CYCLE_ARREST	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G2_CELL_CYCLE_ARREST	fgsea_msigdb_C2_CP_REACTOME_entrez	-1.93917244163299	0.117728836704708	down	10498;995;1647;7157;891;5111;7029;5933;5934			False	True		False	missing	True	qval	False	False
REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE	REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE	fgsea_msigdb_C2_CP_REACTOME_entrez	1.74539647815847	0.117728836704708	up	5692;5706;7321;5694;5701;8900;8881;4173;8697;5690;1017;5704;5714;5708;9978;4171;990;6502;996;4998;5685;7311;6233;898;5695;4176			False	True		False	missing	True	qval	False	False
REACTOME_SIGNALING_BY_FGFR2_IIIA_TM	REACTOME_SIGNALING_BY_FGFR2_IIIA_TM	fgsea_msigdb_C2_CP_REACTOME_entrez	1.8945129799432	0.131318723949007	up	5440;5437;5434;5435;5436;5432;5431;5430;5439;2263;2962;2246			False	True		False	missing	True	qval	False	False
REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A	REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A	fgsea_msigdb_C2_CP_REACTOME_entrez	1.87654181843612	0.131318723949007	up	4751;701;7321;8881;8697;996;7311;6233			False	True		False	missing	True	qval	False	False
REACTOME_NS1_MEDIATED_EFFECTS_ON_HOST_PATHWAYS	REACTOME_NS1_MEDIATED_EFFECTS_ON_HOST_PATHWAYS	fgsea_msigdb_C2_CP_REACTOME_entrez	1.86499629086968	0.131318723949007	up	3837;3840;4928;5610;4927;8106;10898;10762;9636			False	True		False	missing	True	qval	False	False
REACTOME_FGFR2_ALTERNATIVE_SPLICING	REACTOME_FGFR2_ALTERNATIVE_SPLICING	fgsea_msigdb_C2_CP_REACTOME_entrez	1.815650882983	0.131318723949007	up	5440;5437;5434;5435;5436;5432;3187;5431;3185;5430;5439;2263;2962;5725			False	True		False	missing	True	qval	False	False
REACTOME_FGFR2_MUTANT_RECEPTOR_ACTIVATION	REACTOME_FGFR2_MUTANT_RECEPTOR_ACTIVATION	fgsea_msigdb_C2_CP_REACTOME_entrez	1.80781103329681	0.131318723949007	up	5440;5437;5434;5435;5436;5432;8823;5431;2250;5430;8817;5439;2253;2263;2962;2246;2251			False	True		False	missing	True	qval	False	False
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	fgsea_msigdb_C2_CP_REACTOME_entrez	1.78659898808616	0.131318723949007	up	5281;4062;9487;419;2350;249;1043;1087;8434;8813;8875;8818;1048;4061;10942;7512;4241;420;4978;10026			False	True		False	missing	True	qval	False	False
REACTOME_PEROXISOMAL_PROTEIN_IMPORT	REACTOME_PEROXISOMAL_PROTEIN_IMPORT	fgsea_msigdb_C2_CP_REACTOME_entrez	1.78134803549161	0.131318723949007	up	3416;5189;7321;5195;10005;847;8540;189;3295;1962;8528;3417;1384;5190;5194;1610;5192;5191;8443;7311;6233			False	True		False	missing	True	qval	False	False
REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX	REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX	fgsea_msigdb_C2_CP_REACTOME_entrez	1.77285963762835	0.131318723949007	up	9318;5440;5437;5434;5435;5436;5432;2967;5431;10450;9978;5430;1022;2873;5439;7311;6233;1161;10987			False	True		False	missing	True	qval	False	False
REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS	REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS	fgsea_msigdb_C2_CP_REACTOME_entrez	1.68574360287557	0.131318723949007	up	4751;5692;5706;701;7321;5694;5701;8945;8900;8881;8697;5690;5347;1017;5704;5714;5708;9212;6502;996;5685;7311;6233;5695			False	True		False	missing	True	qval	False	False
REACTOME_KEAP1_NFE2L2_PATHWAY	REACTOME_KEAP1_NFE2L2_PATHWAY	fgsea_msigdb_C2_CP_REACTOME_entrez	1.59940999662077	0.131318723949007	up	5692;5706;2730;5694;6649;5701;571;8945;1026;5584;4199;4851;374;6737;5690;3417;9817;5704;10072;5714;5708;9978;3162;5052;2932;4609;6502;468;4097;8452;5685;7311;9429;6233			False	True		False	missing	True	qval	False	False
REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS	REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS	fgsea_msigdb_C2_CP_REACTOME_entrez	1.55019683608382	0.131318723949007	up	2168;5692;5469;5706;9588;5753;343;2730;5694;2877;6649;5701;571;8945;1026;847;5584;4199;4851;374;1350;6907;3040;6737;538;6604;6256;5690;3417;1327;9817;5704;10072;9167;5714;5708;10499;9978;3162;5052;2932;4609;6502;468;4097;8452;5685;7311;9612;9429;6233;9611;5695;3039;208;1351;5465;596;1339			False	True		False	missing	True	qval	False	False
REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE	REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE	fgsea_msigdb_C2_CP_REACTOME_entrez	1.54432209075415	0.131318723949007	up	4751;5469;801;8195;6991;582;509;5310;3418;4899;4867;9814;7280;10694;9321;11336;6950;8729;403;6907;6753;3313;1258;8100;6604;6010;6256;5347;5600;5311;2551;9572;1260;10499;517;6608;2101;10013;9742;9702;8481;9611;10651;585;8636;7278;7283;9738;5108;5465;11190			False	True		False	missing	True	qval	False	False
REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION	REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION	fgsea_msigdb_C2_CP_REACTOME_entrez	1.73281820158062	0.187249338090789	up	5291;3539;3538;5296;3497;7462;6850;2885;5295;6464;2207			False	True		False	missing	True	qval	False	False
REACTOME_MRNA_CAPPING	REACTOME_MRNA_CAPPING	fgsea_msigdb_C2_CP_REACTOME_entrez	1.7750413535284	0.192369228276438	up	5440;5437;5434;5435;5436;5432;6829;2967;5431;5430;1022;5439			False	True		False	missing	True	qval	False	False
