term_uid	gene_id	weight	gene_term_degree	term_gene_degree
fgsea:HALLMARK_G2M_CHECKPOINT	CCNB1	1.0	1	4
fgsea:HALLMARK_G2M_CHECKPOINT	CDK1	1.0	1	4
fgsea:HALLMARK_G2M_CHECKPOINT	MKI67	1.0	1	4
fgsea:HALLMARK_G2M_CHECKPOINT	TOP2A	1.0	1	4
fgsea:HALLMARK_P53_PATHWAY	BAX	1.0	1	4
fgsea:HALLMARK_P53_PATHWAY	CDKN1A	1.0	1	4
fgsea:HALLMARK_P53_PATHWAY	MDM2	1.0	1	4
fgsea:HALLMARK_P53_PATHWAY	TP53	1.0	2	4
metascape:GO:0006977	ATM	1.0	1	4
metascape:GO:0006977	ATR	1.0	1	4
metascape:GO:0006977	BRCA1	1.0	1	4
metascape:GO:0006977	TP53	1.0	2	4
