gene	score
ENSG00000198028	19.9405307130936
ENSG00000197360	14.3527310495925
ENSG00000165646	12.9710691032728
ENSG00000154783	12.8887526058355
ENSG00000198300	12.4260984978762
ENSG00000148143	12.2562838011682
ENSG00000267640	11.2698345480446
ENSG00000143776	11.1822818925575
ENSG00000229481	10.944228959734
ENSG00000144369	10.8711844481704
ENSG00000151276	10.731319718283
ENSG00000101938	10.7211621776757
ENSG00000215146	10.6470096192355
ENSG00000225936	10.6031945527355
ENSG00000149948	10.5207917386201
ENSG00000100234	10.4229846367016
ENSG00000132321	10.3689503114623
ENSG00000162105	10.2462862981356
ENSG00000165995	10.2080165370261
ENSG00000117122	10.2017803029393
ENSG00000229425	9.98314587524295
ENSG00000167383	9.95078382517535
ENSG00000130635	9.93975163231317
ENSG00000188580	9.90856904488404
ENSG00000228623	9.88735586985337
ENSG00000133019	9.884844276618
ENSG00000115252	9.86175735330585
ENSG00000213973	9.84684629915628
ENSG00000154096	9.79309366432842
ENSG00000129038	9.79172513914536
ENSG00000021826	9.62761762169949
ENSG00000180081	9.60339868530932
ENSG00000227674	9.40063679053476
ENSG00000196468	9.38788673250996
ENSG00000183166	9.37946591850039
ENSG00000250606	9.32621848615462
ENSG00000169750	9.29079975896671
ENSG00000100968	9.27463106659815
ENSG00000146530	9.22979563074339
ENSG00000123119	9.16170522744807
ENSG00000166265	9.15497458371499
ENSG00000152767	9.15074079128511
ENSG00000204420	9.0968737134497
ENSG00000182272	9.0334744789069
ENSG00000120279	9.01564281831083
ENSG00000213988	8.99598426093527
ENSG00000033122	8.92952866630181
ENSG00000228794	8.91150444257543
ENSG00000169398	8.89580675152021
ENSG00000114698	8.88936771371948
ENSG00000250591	8.87099280301786
ENSG00000169607	8.84487137900609
ENSG00000267260	8.79515499628982
ENSG00000070018	8.72620604341707
ENSG00000179873	8.66807925052858
ENSG00000162607	8.66485686785328
ENSG00000177469	8.53704469950768
ENSG00000171243	8.53034259990771
ENSG00000137960	8.47334914466964
ENSG00000204983	8.46678011635973
ENSG00000185559	8.42528079544177
ENSG00000152467	8.41793967079604
ENSG00000249868	8.41269352233841
ENSG00000164932	8.3181147614434
ENSG00000183853	8.26143025126284
ENSG00000180458	8.25761947344216
ENSG00000198835	8.23742120035215
ENSG00000134369	8.23627625470553
ENSG00000145087	8.21611241745646
ENSG00000160321	8.2145470633151
ENSG00000182912	8.20047948645111
ENSG00000163531	8.18873162085605
ENSG00000273087	8.18737177981998
ENSG00000214491	8.18289326690399
ENSG00000110328	8.17629488342143
ENSG00000146469	8.14542445222338
ENSG00000180660	8.14530834699682
ENSG00000112379	8.14090566263219
ENSG00000067177	8.10820439199906
ENSG00000230650	8.10080780397087
ENSG00000143375	8.07329887844017
ENSG00000053438	8.05955002731978
ENSG00000099194	8.05855920492744
ENSG00000188171	8.05103775647343
ENSG00000177464	8.03377551682888
ENSG00000177425	8.01948625725902
ENSG00000187800	8.00608225506584
ENSG00000123473	7.98343012137633
ENSG00000196132	7.97324978100616
ENSG00000108239	7.96516437406293
ENSG00000184860	7.95687788014081
ENSG00000127423	7.95681071202244
ENSG00000072071	7.95096504853238
ENSG00000215568	7.94900515229497
ENSG00000170801	7.93553816341576
ENSG00000112394	7.92392337282062
ENSG00000152217	7.91905308714029
ENSG00000158747	7.85779324645637
ENSG00000101447	7.84182115810717
ENSG00000269690	7.84070029279465
ENSG00000173482	7.82207127544021
ENSG00000163704	7.82124730132608
ENSG00000133048	7.81250040871446
ENSG00000133477	7.8115441933095
ENSG00000151503	7.80047375546435
ENSG00000167994	7.78740026769274
ENSG00000248485	7.77694591208701
ENSG00000237849	7.76908137822233
ENSG00000267470	7.76867030448853
ENSG00000072182	7.73710181372222
ENSG00000205476	7.73358091374737
ENSG00000151502	7.72713383962744
ENSG00000100181	7.71390421160368
ENSG00000039560	7.70775510234559
ENSG00000116544	7.70215071160941
ENSG00000127903	7.69078149257948
ENSG00000079156	7.67080856329814
ENSG00000136111	7.65164189692642
ENSG00000186654	7.59616147545316
ENSG00000119121	7.56812069235504
ENSG00000203685	7.56579441006589
ENSG00000143321	7.56011007204054
ENSG00000176406	7.52789252235601
ENSG00000267041	7.52709434244969
ENSG00000184368	7.5255512762028
ENSG00000136929	7.51542522230221
ENSG00000007968	7.507160207847
ENSG00000117477	7.48248434883956
ENSG00000170545	7.48120525912901
ENSG00000249242	7.46119432755809
ENSG00000172893	7.45047173856241
ENSG00000239887	7.4495425916849
ENSG00000188227	7.42483338727475
ENSG00000152952	7.4215419594361
ENSG00000176244	7.41737284070279
ENSG00000166086	7.40519723004455
ENSG00000122378	7.38594202078044
ENSG00000104728	7.36826718492115
ENSG00000100312	7.35918589211186
ENSG00000166510	7.32590140193581
ENSG00000134690	7.32411614894217
ENSG00000166770	7.30988276507788
ENSG00000165092	7.30725454775844
ENSG00000186207	7.29242044075267
ENSG00000261645	7.2786048336198
ENSG00000100084	7.27724302594379
ENSG00000185869	7.27663714025062
ENSG00000168672	7.24018246331141
ENSG00000261760	7.2376481334724
ENSG00000171843	7.21301495218083
ENSG00000139737	7.21220332455649
ENSG00000226549	7.19627030031538
ENSG00000142945	7.18623975917063
ENSG00000213551	7.17924604612758
ENSG00000162367	7.16703679489091
ENSG00000232677	7.16621023176145
ENSG00000235036	7.16472337388377
ENSG00000100104	7.1574861126578
ENSG00000064313	7.15660918251188
ENSG00000179431	7.14307882289535
ENSG00000175894	7.13740020115602
ENSG00000166527	7.13598688073791
ENSG00000079385	7.13566962642921
ENSG00000086548	7.13319220339446
ENSG00000064042	7.11872175835067
ENSG00000006047	7.11648085614732
ENSG00000134716	7.11548004774823
ENSG00000169291	7.11473484109286
ENSG00000184292	7.11400753402707
ENSG00000104368	7.09774769308257
ENSG00000135409	7.08960994511907
ENSG00000184661	7.08618576286535
ENSG00000258405	7.06677327666852
ENSG00000166897	7.0610130727633
ENSG00000167775	7.04914680409709
ENSG00000184564	7.04754097030662
ENSG00000185630	7.03878650570056
ENSG00000123240	7.03803554918817
ENSG00000164930	7.03449446190713
ENSG00000173456	7.03285167519571
ENSG00000131711	7.02774103273493
ENSG00000118242	7.02334499285655
ENSG00000203883	7.007768305873
ENSG00000122641	7.00674421925768
ENSG00000138759	6.99524353167374
ENSG00000102230	6.9940022200897
ENSG00000188486	6.99019683663787
ENSG00000177932	6.98831060754215
ENSG00000197619	6.9882918153643
ENSG00000231652	6.97709435678101
ENSG00000177084	6.97560401414782
ENSG00000173599	6.95525824601897
ENSG00000133065	6.95114122924817
ENSG00000231274	6.94562360399488
ENSG00000131626	6.94349955993859
ENSG00000172613	6.94178949242633
ENSG00000215196	6.93852447789043
ENSG00000197261	6.91661393800093
ENSG00000170382	6.91100044934537
ENSG00000186148	6.90590633730627
ENSG00000164120	6.89964226304823
