term_uid	module_id
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	M73196869f3e4
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	M8bbaf9d29d29
fgsea_msigdb_H_entrez:HALLMARK_ANDROGEN_RESPONSE	M67a64107e29c
fgsea_msigdb_H_entrez:HALLMARK_ANGIOGENESIS	M49d0cc1d0e30
fgsea_msigdb_H_entrez:HALLMARK_APICAL_JUNCTION	M4d4b2fbc611c
fgsea_msigdb_H_entrez:HALLMARK_APICAL_SURFACE	M21eae6a2d885
fgsea_msigdb_H_entrez:HALLMARK_APOPTOSIS	M8bbaf9d29d29
fgsea_msigdb_H_entrez:HALLMARK_BILE_ACID_METABOLISM	M22f9460c7d50
fgsea_msigdb_H_entrez:HALLMARK_CHOLESTEROL_HOMEOSTASIS	M67a64107e29c
fgsea_msigdb_H_entrez:HALLMARK_COAGULATION	M48672add5139
fgsea_msigdb_H_entrez:HALLMARK_COMPLEMENT	M48672add5139
fgsea_msigdb_H_entrez:HALLMARK_DNA_REPAIR	M6e1dd0d8dc7e
fgsea_msigdb_H_entrez:HALLMARK_E2F_TARGETS	M7d89e530df08
fgsea_msigdb_H_entrez:HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	M43ea70e29bc2
fgsea_msigdb_H_entrez:HALLMARK_ESTROGEN_RESPONSE_EARLY	M532e1eb29b76
fgsea_msigdb_H_entrez:HALLMARK_ESTROGEN_RESPONSE_LATE	M639505020b00
fgsea_msigdb_H_entrez:HALLMARK_FATTY_ACID_METABOLISM	M73196869f3e4
fgsea_msigdb_H_entrez:HALLMARK_G2M_CHECKPOINT	M7d89e530df08
fgsea_msigdb_H_entrez:HALLMARK_GLYCOLYSIS	M22a259c4888c
fgsea_msigdb_H_entrez:HALLMARK_HEDGEHOG_SIGNALING	M29531a604a19
fgsea_msigdb_H_entrez:HALLMARK_HEME_METABOLISM	M1d8790ad8d54
fgsea_msigdb_H_entrez:HALLMARK_HYPOXIA	M17ef41b199c3
fgsea_msigdb_H_entrez:HALLMARK_IL2_STAT5_SIGNALING	M4e767a25e422
fgsea_msigdb_H_entrez:HALLMARK_IL6_JAK_STAT3_SIGNALING	M8bbaf9d29d29
fgsea_msigdb_H_entrez:HALLMARK_INFLAMMATORY_RESPONSE	M8bbaf9d29d29
fgsea_msigdb_H_entrez:HALLMARK_INTERFERON_ALPHA_RESPONSE	M9e70b43fed1e
fgsea_msigdb_H_entrez:HALLMARK_INTERFERON_GAMMA_RESPONSE	M8bbaf9d29d29
fgsea_msigdb_H_entrez:HALLMARK_KRAS_SIGNALING_DN	Mf98bcbc2b511
fgsea_msigdb_H_entrez:HALLMARK_KRAS_SIGNALING_UP	Mc785aa3c4b60
fgsea_msigdb_H_entrez:HALLMARK_MITOTIC_SPINDLE	M7d89e530df08
fgsea_msigdb_H_entrez:HALLMARK_MTORC1_SIGNALING	Mbe0eef0dd551
fgsea_msigdb_H_entrez:HALLMARK_MYC_TARGETS_V1	M185bfaab1d7a
fgsea_msigdb_H_entrez:HALLMARK_MYC_TARGETS_V2	M439ffc87f0d8
fgsea_msigdb_H_entrez:HALLMARK_MYOGENESIS	M5ead73a52566
fgsea_msigdb_H_entrez:HALLMARK_NOTCH_SIGNALING	M58919e249434
fgsea_msigdb_H_entrez:HALLMARK_OXIDATIVE_PHOSPHORYLATION	M5a842f826efc
fgsea_msigdb_H_entrez:HALLMARK_P53_PATHWAY	M8bbaf9d29d29
fgsea_msigdb_H_entrez:HALLMARK_PANCREAS_BETA_CELLS	M45244dbc14ff
fgsea_msigdb_H_entrez:HALLMARK_PEROXISOME	M22f9460c7d50
fgsea_msigdb_H_entrez:HALLMARK_PI3K_AKT_MTOR_SIGNALING	Mfb7f1ab38f59
fgsea_msigdb_H_entrez:HALLMARK_PROTEIN_SECRETION	M7bfe26fb01a2
fgsea_msigdb_H_entrez:HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	M1b990845e928
fgsea_msigdb_H_entrez:HALLMARK_SPERMATOGENESIS	Mfb527820524e
fgsea_msigdb_H_entrez:HALLMARK_TGF_BETA_SIGNALING	M276be7b20f01
fgsea_msigdb_H_entrez:HALLMARK_TNFA_SIGNALING_VIA_NFKB	M8bbaf9d29d29
fgsea_msigdb_H_entrez:HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Me5edaa9f1b21
fgsea_msigdb_H_entrez:HALLMARK_UV_RESPONSE_DN	M90c0e12ead30
fgsea_msigdb_H_entrez:HALLMARK_UV_RESPONSE_UP	M8bbaf9d29d29
fgsea_msigdb_H_entrez:HALLMARK_WNT_BETA_CATENIN_SIGNALING	Me644b590b574
fgsea_msigdb_H_entrez:HALLMARK_XENOBIOTIC_METABOLISM	M5dd2ad9fdb66
