term_id	term_name	source	stat	qval	direction	evidence_genes	group_id	invalid_reason	is_summary	is_valid	pval	pval_provided	pval_source	qval_provided	qval_source	term_id_salvaged	term_name_salvaged
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	fgsea_msigdb_H_entrez	-1.34187920824595	0.672556730941534	down	5347;6241;2805;440;7436;10652;2745;5163;10989;6503;6533;2932;811;928;5693;5704;900;6472;1595;3638;2023;3145;6917;516;7037;9521;3336;2542;4173;3329;205;3475;10797;31;4793;10963;5641;4836;3309;586;10197;10096;4074;2539;6509;2965;7277;2936;1718;3992;3251;6515;3949;5723;4199;5352;2597;10212;8615;7283;8833			False	True		False	missing	True	qval	False	False
HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING	fgsea_msigdb_H_entrez	-1.31318853472156	0.787014264633547	down	5921;3897;7090;7436;4897			False	True		False	missing	True	qval	False	False
HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	fgsea_msigdb_H_entrez	-1.30768268746932	0.787014264633547	down	5347;6949;11335;6573;6723;10244;3336;4173;3329;4609;5245			False	True		False	missing	True	qval	False	False
HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE	fgsea_msigdb_H_entrez	1.28009571706241	0.787014264633547	up	351;4118;357;5314;2619;8406;11126;102;5329;9696;1946;7070;6376			False	True		False	missing	True	qval	False	False
HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING	fgsea_msigdb_H_entrez	1.26438135616951	0.787014264633547	up	8321;8324;7474;595;7855;10402;9978;408;2648			False	True		False	missing	True	qval	False	False
HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING	fgsea_msigdb_H_entrez	-1.20687041880782	0.787014264633547	down	3065;5499;4053;3460;6574;7046;2280;7050;6711;2339;90;1499;1025;9241			False	True		False	missing	True	qval	False	False
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	fgsea_msigdb_H_entrez	-1.1809674408446	0.787014264633547	down	6256;7436;8455;493;11343;2535;10370;2202;10516;8476;6310;3638;8613;5922;136;7799;7035;8997;5607;490;4609;3382;1902;3815;390;861;2869;1859;2697;7049;1843;4790;2064;4853;3778;2534;657;3949;773;5293;4052;6383;3480;11030			False	True		False	missing	True	qval	False	False
HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM	fgsea_msigdb_H_entrez	1.15437081641163	0.787014264633547	up	5002;3422;3417;847;866;10350;21;3418;335;24;6647;10351;2232;6579;9409;9023;1582;1593;5213;5189;8630;8435;2030;1581;8412;2730			False	True		False	missing	True	qval	False	False
HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING	fgsea_msigdb_H_entrez	1.14815086856259	0.787014264633547	up	8312;9612;8321;8650;5727;10014;7471;6868;2648;7475;9794;3516			False	True		False	missing	True	qval	False	False
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	fgsea_msigdb_H_entrez	-1.14488849039815	0.787014264633547	down	10581;3627;10561;8638;10379;7726;684;9111;9034;2766;3107;6402;8767;3959;1997;4061;9636;11054			False	True		False	missing	True	qval	False	False
