term_uid	module_id
fgsea_msigdb_H_ensembl:HALLMARK_ADIPOGENESIS	Mdf6607068867
fgsea_msigdb_H_ensembl:HALLMARK_ALLOGRAFT_REJECTION	M5ad8c232ffd3
fgsea_msigdb_H_ensembl:HALLMARK_ANDROGEN_RESPONSE	Mcf6b775ed5f3
fgsea_msigdb_H_ensembl:HALLMARK_ANGIOGENESIS	M734186d89bdb
fgsea_msigdb_H_ensembl:HALLMARK_APICAL_JUNCTION	Mde72f4c687b5
fgsea_msigdb_H_ensembl:HALLMARK_APICAL_SURFACE	M88cf93333440
fgsea_msigdb_H_ensembl:HALLMARK_APOPTOSIS	Mf49fdc9ffbda
fgsea_msigdb_H_ensembl:HALLMARK_BILE_ACID_METABOLISM	M102c62cc5b82
fgsea_msigdb_H_ensembl:HALLMARK_CHOLESTEROL_HOMEOSTASIS	M1f4f65ddbd4a
fgsea_msigdb_H_ensembl:HALLMARK_COAGULATION	M88fc41364801
fgsea_msigdb_H_ensembl:HALLMARK_COMPLEMENT	M88fc41364801
fgsea_msigdb_H_ensembl:HALLMARK_DNA_REPAIR	M3f3292a3d432
fgsea_msigdb_H_ensembl:HALLMARK_E2F_TARGETS	M10c94544e295
fgsea_msigdb_H_ensembl:HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Mba84b3e143b8
fgsea_msigdb_H_ensembl:HALLMARK_ESTROGEN_RESPONSE_EARLY	M9c70cf032c39
fgsea_msigdb_H_ensembl:HALLMARK_ESTROGEN_RESPONSE_LATE	M9c70cf032c39
fgsea_msigdb_H_ensembl:HALLMARK_FATTY_ACID_METABOLISM	M63598010daa2
fgsea_msigdb_H_ensembl:HALLMARK_G2M_CHECKPOINT	M10c94544e295
fgsea_msigdb_H_ensembl:HALLMARK_GLYCOLYSIS	M2fbb6d7ec279
fgsea_msigdb_H_ensembl:HALLMARK_HEDGEHOG_SIGNALING	Mae5680496322
fgsea_msigdb_H_ensembl:HALLMARK_HEME_METABOLISM	Mb6caa934d86e
fgsea_msigdb_H_ensembl:HALLMARK_HYPOXIA	M2fbb6d7ec279
fgsea_msigdb_H_ensembl:HALLMARK_IL2_STAT5_SIGNALING	M030d0bf0c176
fgsea_msigdb_H_ensembl:HALLMARK_IL6_JAK_STAT3_SIGNALING	M5ad8c232ffd3
fgsea_msigdb_H_ensembl:HALLMARK_INFLAMMATORY_RESPONSE	M5ad8c232ffd3
fgsea_msigdb_H_ensembl:HALLMARK_INTERFERON_ALPHA_RESPONSE	M5ad8c232ffd3
fgsea_msigdb_H_ensembl:HALLMARK_INTERFERON_GAMMA_RESPONSE	M5ad8c232ffd3
fgsea_msigdb_H_ensembl:HALLMARK_KRAS_SIGNALING_DN	Mf56ed728631d
fgsea_msigdb_H_ensembl:HALLMARK_KRAS_SIGNALING_UP	M473fb04e1bf4
fgsea_msigdb_H_ensembl:HALLMARK_MITOTIC_SPINDLE	M10c94544e295
fgsea_msigdb_H_ensembl:HALLMARK_MTORC1_SIGNALING	M1f4f65ddbd4a
fgsea_msigdb_H_ensembl:HALLMARK_MYC_TARGETS_V1	M9e9aef27dc3d
fgsea_msigdb_H_ensembl:HALLMARK_MYC_TARGETS_V2	Mc2675af46792
fgsea_msigdb_H_ensembl:HALLMARK_MYOGENESIS	M10c120fdec83
fgsea_msigdb_H_ensembl:HALLMARK_NOTCH_SIGNALING	M76d2b450cd9b
fgsea_msigdb_H_ensembl:HALLMARK_OXIDATIVE_PHOSPHORYLATION	M109e585f24ff
fgsea_msigdb_H_ensembl:HALLMARK_P53_PATHWAY	M75d8d1af5bcb
fgsea_msigdb_H_ensembl:HALLMARK_PANCREAS_BETA_CELLS	M04098975cc06
fgsea_msigdb_H_ensembl:HALLMARK_PEROXISOME	M102c62cc5b82
fgsea_msigdb_H_ensembl:HALLMARK_PI3K_AKT_MTOR_SIGNALING	Me9bf4742b516
fgsea_msigdb_H_ensembl:HALLMARK_PROTEIN_SECRETION	Mda6326f0d7bf
fgsea_msigdb_H_ensembl:HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	M066e297c8710
fgsea_msigdb_H_ensembl:HALLMARK_SPERMATOGENESIS	Mbabc22af87c9
fgsea_msigdb_H_ensembl:HALLMARK_TGF_BETA_SIGNALING	M001d3b4257ae
fgsea_msigdb_H_ensembl:HALLMARK_TNFA_SIGNALING_VIA_NFKB	M5ad8c232ffd3
fgsea_msigdb_H_ensembl:HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Me7f4ca4a1479
fgsea_msigdb_H_ensembl:HALLMARK_UV_RESPONSE_DN	Mf7204a461589
fgsea_msigdb_H_ensembl:HALLMARK_UV_RESPONSE_UP	M4958bde29b6c
fgsea_msigdb_H_ensembl:HALLMARK_WNT_BETA_CATENIN_SIGNALING	M76d2b450cd9b
fgsea_msigdb_H_ensembl:HALLMARK_XENOBIOTIC_METABOLISM	M8613e37e866b
