term_uid	gene_id	weight	gene_term_degree	term_gene_degree
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	1031	1.0	3	21
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	1376	1.0	2	21
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	1580	1.0	1	21
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	1666	1.0	2	21
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	1891	1.0	3	21
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	2109	1.0	1	21
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	2879	1.0	4	21
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	3033	1.0	3	21
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	3459	1.0	3	21
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	3952	1.0	1	21
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	3977	1.0	2	21
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	4056	1.0	2	21
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	4698	1.0	1	21
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	4706	1.0	1	21
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	5209	1.0	3	21
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	5236	1.0	2	21
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	6623	1.0	1	21
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	7086	1.0	1	21
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	7423	1.0	1	21
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	8780	1.0	2	21
fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	8884	1.0	1	21
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	11222	1.0	1	37
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	1520	1.0	3	37
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	2147	1.0	3	37
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	2213	1.0	1	37
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	2268	1.0	1	37
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	3111	1.0	1	37
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	355	1.0	4	37
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	3578	1.0	1	37
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	3586	1.0	1	37
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	3603	1.0	1	37
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	3665	1.0	4	37
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	3689	1.0	3	37
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	3937	1.0	3	37
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	4050	1.0	1	37
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	4689	1.0	1	37
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	5551	1.0	2	37
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	567	1.0	2	37
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	5699	1.0	3	37
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	5917	1.0	2	37
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	6347	1.0	1	37
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	6367	1.0	1	37
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	6688	1.0	1	37
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	6775	1.0	2	37
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	6890	1.0	4	37
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	6891	1.0	1	37
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	7124	1.0	2	37
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	7163	1.0	1	37
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	717	1.0	2	37
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	7321	1.0	1	37
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	7903	1.0	2	37
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	8444	1.0	1	37
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	8807	1.0	1	37
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	920	1.0	1	37
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	925	1.0	1	37
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	926	1.0	1	37
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	940	1.0	1	37
fgsea_msigdb_H_entrez:HALLMARK_ALLOGRAFT_REJECTION	9450	1.0	1	37
fgsea_msigdb_H_entrez:HALLMARK_ANDROGEN_RESPONSE	11047	1.0	3	21
fgsea_msigdb_H_entrez:HALLMARK_ANDROGEN_RESPONSE	11099	1.0	1	21
